#freq[Hz]   abs[m/N]   phase[degree]
0.1   0.000463243185573   -0.00415591252172
0.100115195554   0.000463278462438   -0.00413797976981
0.100230523808   0.000463313823526   -0.00412013928741
0.100345984915   0.000463349269064   -0.00410238989986
0.100461579028   0.000463384799282   -0.00408473044628
0.1005773063   0.000463420414411   -0.00406715977774
0.100693166885   0.000463456114679   -0.00404967675582
0.100809160936   0.000463491900319   -0.00403228025566
0.100925288608   0.000463527771561   -0.00401496916362
0.101041550053   0.000463563728638   -0.00399774237599
0.101157945426   0.000463599771782   -0.00398059880206
0.101274474881   0.000463635901227   -0.00396353736075
0.101391138574   0.000463672117206   -0.00394655698193
0.101507936657   0.000463708419953   -0.00392965660546
0.101624869287   0.000463744809704   -0.00391283518259
0.101741936618   0.000463781286695   -0.00389609167202
0.101859138805   0.000463817851161   -0.00387942504555
0.101976476004   0.000463854503339   -0.00386283428223
0.102093948371   0.000463891243467   -0.00384631837013
0.10221155606   0.000463928071782   -0.00382987630783
0.102329299228   0.000463964988524   -0.00381350710111
0.102447178031   0.000464001993931   -0.00379720976664
0.102565192625   0.000464039088244   -0.00378098332714
0.102683343167   0.000464076271702   -0.00376482681446
0.102801629813   0.000464113544548   -0.00374873926922
0.102920052719   0.000464150907023   -0.00373271973834
0.103038612044   0.000464188359369   -0.00371676727742
0.103157307944   0.00046422590183   -0.00370088094862
0.103276140576   0.00046426353465   -0.00368505982211
0.103395110098   0.000464301258072   -0.00366930297396
0.103514216668   0.000464339072343   -0.0036536094875
0.103633460443   0.000464376977707   -0.00363797845177
0.103752841582   0.000464414974411   -0.00362240896349
0.103872360242   0.000464453062703   -0.00360690012464
0.103992016583   0.00046449124283   -0.00359145104249
0.104111810762   0.000464529515042   -0.00357606083082
0.104231742939   0.000464567879586   -0.00356072860791
0.104351813273   0.000464606336714   -0.00354545349787
0.104472021922   0.000464644886676   -0.00353023462902
0.104592369046   0.000464683529723   -0.00351507113419
0.104712854805   0.000464722266108   -0.00349996215311
0.104833479358   0.000464761096083   -0.00348490682585
0.104954242865   0.000464800019903   -0.00346990429912
0.105075145487   0.000464839037821   -0.00345495372257
0.105196187382   0.000464878150093   -0.00344005424829
0.105317368713   0.000464917356975   -0.00342520503341
0.105438689639   0.000464956658723   -0.00341040523682
0.105560150322   0.000464996055595   -0.00339565401994
0.105681750921   0.00046503554785   -0.00338095054751
0.1058034916   0.000465075135746   -0.00336629398489
0.105925372518   0.000465114819544   -0.00335168350018
0.106047393837   0.000465154599504   -0.00333711826386
0.10616955572   0.000465194475887   -0.0033225974457
0.106291858328   0.000465234448958   -0.00330812021655
0.106414301822   0.000465274518977   -0.0032936857499
0.106536886367   0.000465314686211   -0.00327929321744
0.106659612123   0.000465354950923   -0.00326494179101
0.106782479254   0.000465395313381   -0.00325063064187
0.106905487922   0.00046543577385   -0.00323635894145
0.107028638291   0.000465476332599   -0.00322212585892
0.107151930524   0.000465516989895   -0.00320793056157
0.107275364784   0.00046555774601   -0.00319377221625
0.107398941234   0.000465598601213   -0.00317964998493
0.107522660039   0.000465639555777   -0.00316556302785
0.107646521363   0.000465680609973   -0.00315151050166
0.107770525369   0.000465721764076   -0.00313749155949
0.107894672223   0.000465763018359   -0.0031235053489
0.108018962088   0.0004658043731   -0.00310955101362
0.10814339513   0.000465845828574   -0.00309562769084
0.108267971513   0.000465887385059   -0.00308173451171
0.108392691402   0.000465929042835   -0.00306787060119
0.108517554963   0.000465970802181   -0.00305403507569
0.108642562362   0.000466012663379   -0.0030402270444
0.108767713763   0.000466054626711   -0.00302644560647
0.108893009333   0.000466096692462   -0.00301268985301
0.109018449239   0.000466138860915   -0.00299895886252
0.109144033645   0.000466181132358   -0.00298525170337
0.109269762719   0.000466223507077   -0.00297156743127
0.109395636627   0.000466265985362   -0.00295790508856
0.109521655537   0.000466308567504   -0.0029442637034
0.109647819614   0.000466351253793   -0.00293064228777
0.109774129027   0.000466394044523   -0.00291703983823
0.109900583943   0.000466436939989   -0.00290345533185
0.11002718453   0.000466479940487   -0.00288988772804
0.110153930954   0.000466523046315   -0.00287633596472
0.110280823385   0.000466566257773   -0.00286279895736
0.11040786199   0.000466609575162   -0.00284927559753
0.110535046938   0.000466652998784   -0.00283576475275
0.110662378398   0.000466696528947   -0.00282226526112
0.110789856537   0.000466740165955   -0.0028087759329
0.110917481526   0.000466783910119   -0.00279529554509
0.111045253533   0.000466827761748   -0.00278182284277
0.111173172728   0.000466871721158   -0.00276835653375
0.11130123928   0.000466915788663   -0.00275489528596
0.111429453359   0.000466959964581   -0.00274143772655
0.111557815135   0.000467004249234   -0.0027279824374
0.111686324778   0.000467048642943   -0.00271452795186
0.111814982458   0.000467093146036   -0.00270107275096
0.111943788347   0.000467137758841   -0.00268761526028
0.112072742614   0.000467182481691   -0.00267415384551
0.11220184543   0.00046722731492   -0.00266068680517
0.112331096967   0.000467272258868   -0.00264721237014
0.112460497397   0.000467317313877   -0.00263372869537
0.112590046889   0.000467362480294   -0.00262023385392
0.112719745618   0.000467407758469   -0.00260672582996
0.112849593753   0.000467453148757   -0.00259320251371
0.112979591467   0.000467498651519   -0.00257966169228
0.113109738933   0.000467544267119   -0.00256610104007
0.113240036324   0.000467589995927   -0.00255251811059
0.113370483811   0.00046763583832   -0.00253891032621
0.113501081567   0.000467681794681   -0.00252527496599
0.113631829767   0.000467727865398   -0.00251160915308
0.113762728582   0.000467774050868   -0.00249790984081
0.113893778188   0.000467820351497   -0.00248417379766
0.114024978756   0.000467866767696   -0.00247039758992
