# seg	start	stop	duration
4935	1238875776	1238879872	4096
4936	1238879872	1238883968	4096
4937	1238883968	1238888064	4096
4938	1238888064	1238892160	4096
4939	1238892160	1238896256	4096
4940	1238896256	1238900352	4096
4941	1238900352	1238904448	4096
4942	1238904448	1238908544	4096
4943	1238912640	1238916736	4096
4944	1238920832	1238924928	4096
4945	1238924928	1238929024	4096
4946	1238929024	1238933120	4096
4947	1238933120	1238937216	4096
4948	1238937216	1238941312	4096
4949	1238941312	1238945408	4096
4950	1238945408	1238949504	4096
4951	1238949504	1238953600	4096
4952	1238953600	1238957696	4096
4953	1238957696	1238961792	4096
4954	1238961792	1238965888	4096
4955	1238965888	1238969984	4096
4956	1238969984	1238974080	4096
4957	1238974080	1238978176	4096
4958	1238978176	1238982272	4096
4959	1238982272	1238986368	4096
4960	1238986368	1238990464	4096
4961	1238990464	1238994560	4096
4962	1238994560	1238998656	4096
4963	1238998656	1239002752	4096
4964	1239010944	1239015040	4096
4965	1239015040	1239019136	4096
4966	1239019136	1239023232	4096
4967	1239023232	1239027328	4096
4968	1239027328	1239031424	4096
4969	1239031424	1239035520	4096
4970	1239035520	1239039616	4096
4971	1239039616	1239043712	4096
4972	1239043712	1239047808	4096
4973	1239047808	1239051904	4096
4974	1239056000	1239060096	4096
4975	1239064192	1239068288	4096
4976	1239068288	1239072384	4096
4977	1239072384	1239076480	4096
4978	1239076480	1239080576	4096
4979	1239080576	1239084672	4096
4980	1239084672	1239088768	4096
4981	1239092864	1239096960	4096
4982	1239096960	1239101056	4096
4983	1239109248	1239113344	4096
4984	1239121536	1239125632	4096
4985	1239125632	1239129728	4096
4986	1239129728	1239133824	4096
4987	1239133824	1239137920	4096
4988	1239137920	1239142016	4096
4989	1239146112	1239150208	4096
4990	1239166592	1239170688	4096
4991	1239174784	1239178880	4096
4992	1239178880	1239182976	4096
4993	1239264896	1239268992	4096
4994	1239268992	1239273088	4096
4995	1239277184	1239281280	4096
4996	1239285376	1239289472	4096
4997	1239289472	1239293568	4096
4998	1239293568	1239297664	4096
4999	1239297664	1239301760	4096
5000	1239301760	1239305856	4096
5001	1239309952	1239314048	4096
5002	1239318144	1239322240	4096
5003	1239326336	1239330432	4096
5004	1239330432	1239334528	4096
5005	1239334528	1239338624	4096
5006	1239342720	1239346816	4096
5007	1239346816	1239350912	4096
5008	1239350912	1239355008	4096
5009	1239355008	1239359104	4096
5010	1239359104	1239363200	4096
5011	1239363200	1239367296	4096
5012	1239367296	1239371392	4096
5013	1239371392	1239375488	4096
5014	1239375488	1239379584	4096
5015	1239379584	1239383680	4096
5016	1239383680	1239387776	4096
5017	1239387776	1239391872	4096
5018	1239391872	1239395968	4096
5019	1239395968	1239400064	4096
5020	1239400064	1239404160	4096
5021	1239404160	1239408256	4096
5022	1239408256	1239412352	4096
5023	1239416448	1239420544	4096
5024	1239420544	1239424640	4096
5025	1239424640	1239428736	4096
5026	1239428736	1239432832	4096
5027	1239432832	1239436928	4096
5028	1239436928	1239441024	4096
5029	1239441024	1239445120	4096
5030	1239449216	1239453312	4096
5031	1239453312	1239457408	4096
5032	1239457408	1239461504	4096
5033	1239461504	1239465600	4096
5034	1239465600	1239469696	4096
5035	1239469696	1239473792	4096
5036	1239473792	1239477888	4096
5037	1239477888	1239481984	4096
5038	1239486080	1239490176	4096
5039	1239490176	1239494272	4096
5040	1239494272	1239498368	4096
5041	1239498368	1239502464	4096
5042	1239502464	1239506560	4096
5043	1239506560	1239510656	4096
5044	1239518848	1239522944	4096
5045	1239522944	1239527040	4096
5046	1239527040	1239531136	4096
5047	1239531136	1239535232	4096
5048	1239535232	1239539328	4096
5049	1239539328	1239543424	4096
5050	1239543424	1239547520	4096
5051	1239551616	1239555712	4096
5052	1239555712	1239559808	4096
5053	1239559808	1239563904	4096
5054	1239563904	1239568000	4096
5055	1239568000	1239572096	4096
5056	1239572096	1239576192	4096
5057	1239576192	1239580288	4096
5058	1239580288	1239584384	4096
5059	1239584384	1239588480	4096
5060	1239588480	1239592576	4096
5061	1239592576	1239596672	4096
5062	1239604864	1239608960	4096
5063	1239617152	1239621248	4096
5064	1239625344	1239629440	4096
5065	1239629440	1239633536	4096
5066	1239637632	1239641728	4096
5067	1239641728	1239645824	4096
