0.1	2.0558e-10	1.58101e-16	1.13805e-14	1.67197e-11	6.125e-09	3.3483e-16
0.101159	2.00044e-10	1.59687e-16	1.12774e-14	1.63426e-11	5.85133e-09	3.36311e-16
0.102332	1.94442e-10	1.61284e-16	1.11733e-14	1.59693e-11	5.57435e-09	3.37809e-16
0.103518	1.88771e-10	1.62894e-16	1.10679e-14	1.56041e-11	5.294e-09	3.39325e-16
0.104718	1.83033e-10	1.64517e-16	1.09613e-14	1.52507e-11	5.01025e-09	3.40859e-16
0.105931	1.77225e-10	1.66152e-16	1.08534e-14	1.49009e-11	4.72304e-09	3.4241e-16
0.107159	1.71347e-10	1.67799e-16	1.07444e-14	1.45626e-11	4.43233e-09	3.43979e-16
0.108401	1.65398e-10	1.69458e-16	1.0634e-14	1.42313e-11	4.13808e-09	3.45567e-16
0.109658	1.59377e-10	1.7113e-16	1.05392e-14	1.39037e-11	3.84023e-09	3.47172e-16
0.110929	1.53283e-10	1.72813e-16	1.05019e-14	1.35901e-11	3.53873e-09	3.48797e-16
0.112215	1.47114e-10	1.74509e-16	1.04642e-14	1.32797e-11	3.23355e-09	3.5044e-16
0.113515	1.40871e-10	1.76217e-16	1.04261e-14	1.2976e-11	2.92461e-09	3.52102e-16
0.114831	1.34551e-10	1.77936e-16	1.03876e-14	1.26821e-11	2.61189e-09	3.53784e-16
0.116162	1.28154e-10	1.79667e-16	1.03487e-14	1.23913e-11	2.29532e-09	3.55485e-16
0.117509	1.21679e-10	1.8141e-16	1.03094e-14	1.21099e-11	1.97486e-09	3.57206e-16
0.118871	1.15125e-10	1.83164e-16	1.02697e-14	1.18345e-11	1.65047e-09	3.58946e-16
0.120249	1.0849e-10	1.8493e-16	1.02295e-14	1.1562e-11	1.32213e-09	3.60707e-16
0.121642	1.01773e-10	1.86707e-16	1.0189e-14	1.13012e-11	9.89831e-10	3.62488e-16
0.123052	9.49741e-11	1.88495e-16	1.0148e-14	1.10431e-11	6.53744e-10	3.6429e-16
0.124479	8.8091e-11	1.90295e-16	1.01067e-14	1.07907e-11	3.14958e-10	3.66113e-16
0.125922	8.60543e-11	1.92105e-16	1.00727e-14	1.05462e-11	1.92418e-10	3.6619e-16
0.127381	8.68158e-11	1.93926e-16	1.00428e-14	1.03044e-11	1.91498e-10	3.65256e-16
0.128858	8.75871e-11	1.95758e-16	1.00126e-14	1.00704e-11	1.9057e-10	3.64311e-16
0.130351	8.83686e-11	1.97601e-16	9.9822e-15	9.84138e-12	1.89633e-10	3.63356e-16
0.131862	8.91603e-11	1.99454e-16	9.95145e-15	9.61482e-12	1.88686e-10	3.62389e-16
0.133391	8.99624e-11	2.01318e-16	9.92041e-15	9.39797e-12	1.8773e-10	3.61411e-16
0.134937	9.0775e-11	2.03191e-16	9.88905e-15	9.18335e-12	1.86766e-10	3.60422e-16
0.136501	9.15984e-11	2.05075e-16	9.85738e-15	8.97339e-12	1.85792e-10	3.59422e-16
0.138083	9.24327e-11	2.06969e-16	9.8254e-15	8.77015e-12	1.84808e-10	3.5841e-16
0.139684	9.32781e-11	2.08873e-16	9.7931e-15	8.56905e-12	1.83815e-10	3.57386e-16
0.141303	9.41347e-11	2.10786e-16	9.71668e-15	8.37447e-12	1.82813e-10	3.5635e-16
0.14294	9.50028e-11	2.12709e-16	9.57777e-15	8.18401e-12	1.81802e-10	3.55302e-16
0.144597	9.58825e-11	2.14641e-16	9.43718e-15	7.99561e-12	1.80781e-10	3.54242e-16
0.146273	9.6774e-11	2.16582e-16	9.29488e-15	7.81528e-12	1.79751e-10	3.5317e-16
0.147969	9.76775e-11	2.18533e-16	9.15085e-15	7.63681e-12	1.78711e-10	3.52085e-16
0.149684	9.85932e-11	2.20492e-16	9.00507e-15	7.46221e-12	1.77661e-10	3.50988e-16
0.151419	9.95214e-11	2.2246e-16	8.85749e-15	7.2932e-12	1.76602e-10	3.49878e-16
0.153174	1.00462e-10	2.24436e-16	8.70811e-15	7.12597e-12	1.75534e-10	3.48755e-16
0.15495	1.01416e-10	2.26421e-16	8.55689e-15	6.96417e-12	1.74456e-10	3.47619e-16
0.156746	1.02382e-10	2.28415e-16	8.43701e-15	6.80578e-12	1.73368e-10	3.4647e-16
0.158562	1.03362e-10	2.30416e-16	8.40389e-15	6.64911e-12	1.72271e-10	3.45308e-16
