#Filename : asd_diff_gif.dat
#Date : 2018/07/20
#Author : K.Miyo
#
#Discription
#-----------
#Xend   	: displacement of the seismometer on the Xend 
#       	  2nd floar(EXV) with Xarm direction
#Center 	: displacement of the seismometer on the Center 
#       	  2nd floar(IXV) with Xarm direction
#GIF    	: strain of the Xarm 1500 m distance measured by 
#       	  GIF strainmeter
#diff_seis 	:= (Xend-Center)/sqrt(2)
#comm_seis 	:= (Xend+Center)/sqrt(2)
#diff_gif  	:= GIF*3000/sqrt(2)
#
#Data Information
#----------------
#Data Name         	: asd_diff_gif.dat
#Start [GPS Time]  	: 1214784018
#Time Lenght [sec] 	: 8192
#BW [Hz]           	: 7.8125e-03
#Window            	: Hanning
#Average           	: 64
#Overlap           	: 50% 
#Dof               	: 128
#
#
#Frequency[Hz],ASD [um/sqrtHz]
2.2000000e+01,8.2970815e-03
2.2007812e+01,8.2208262e-03
2.2015625e+01,8.3862590e-03
2.2023438e+01,8.5163922e-03
2.2031250e+01,8.1205759e-03
2.2039062e+01,8.2427461e-03
2.2046875e+01,8.3154096e-03
2.2054688e+01,7.7121671e-03
2.2062500e+01,7.9633511e-03
2.2070312e+01,8.6836550e-03
2.2078125e+01,8.9891863e-03
2.2085938e+01,8.7529125e-03
2.2093750e+01,8.0405343e-03
2.2101562e+01,8.8083440e-03
2.2109375e+01,8.7743338e-03
2.2117188e+01,9.0647606e-03
2.2125000e+01,8.5639400e-03
2.2132812e+01,8.7035937e-03
2.2140625e+01,8.3091128e-03
2.2148438e+01,8.2669597e-03
2.2156250e+01,8.2558396e-03
2.2164062e+01,8.2846507e-03
2.2171875e+01,8.9902504e-03
2.2179688e+01,8.7338984e-03
2.2187500e+01,8.0614530e-03
2.2195312e+01,8.2017299e-03
2.2203125e+01,8.3662389e-03
2.2210938e+01,8.5180978e-03
2.2218750e+01,8.2923701e-03
2.2226562e+01,8.5215131e-03
2.2234375e+01,7.9956637e-03
2.2242188e+01,7.9206400e-03
2.2250000e+01,8.6380626e-03
2.2257812e+01,8.5123073e-03
2.2265625e+01,8.4841552e-03
2.2273438e+01,8.8294408e-03
2.2281250e+01,8.8482908e-03
2.2289062e+01,8.4272011e-03
2.2296875e+01,8.9668442e-03
2.2304688e+01,8.6459985e-03
2.2312500e+01,8.2439535e-03
2.2320312e+01,8.4741504e-03
2.2328125e+01,8.6095717e-03
2.2335938e+01,8.4305305e-03
2.2343750e+01,8.0885380e-03
2.2351562e+01,8.8282998e-03
2.2359375e+01,9.0213830e-03
2.2367188e+01,8.4908237e-03
2.2375000e+01,8.6247149e-03
2.2382812e+01,9.6202396e-03
2.2390625e+01,9.0820598e-03
2.2398438e+01,8.6443779e-03
2.2406250e+01,8.5945089e-03
2.2414062e+01,8.5868208e-03
2.2421875e+01,9.3512388e-03
2.2429688e+01,9.0315147e-03
2.2437500e+01,8.0141121e-03
2.2445312e+01,7.8489819e-03
2.2453125e+01,8.7746178e-03
2.2460938e+01,8.8350373e-03
2.2468750e+01,7.7941380e-03
2.2476562e+01,8.0024197e-03
2.2484375e+01,8.0344017e-03
2.2492188e+01,8.4873069e-03
2.2500000e+01,8.2934942e-03
2.2507812e+01,8.4449725e-03
2.2515625e+01,8.4237329e-03
2.2523438e+01,7.8235161e-03
2.2531250e+01,7.7885669e-03
2.2539062e+01,8.4081133e-03
2.2546875e+01,8.5095298e-03
2.2554688e+01,9.1119940e-03
2.2562500e+01,9.3877576e-03
2.2570312e+01,8.9135706e-03
2.2578125e+01,8.1038879e-03
2.2585938e+01,8.4166514e-03
2.2593750e+01,7.9547770e-03
2.2601562e+01,8.9691751e-03
2.2609375e+01,9.1763048e-03
2.2617188e+01,9.2545734e-03
2.2625000e+01,9.1364013e-03
2.2632812e+01,8.6127428e-03
2.2640625e+01,8.3446567e-03
2.2648438e+01,8.4589013e-03
2.2656250e+01,8.5747670e-03
2.2664062e+01,7.7914082e-03
2.2671875e+01,7.6952124e-03
2.2679688e+01,8.0813746e-03
2.2687500e+01,8.1669739e-03
2.2695312e+01,7.7886585e-03
2.2703125e+01,8.2843638e-03
2.2710938e+01,7.9114551e-03
2.2718750e+01,8.2617785e-03
2.2726562e+01,8.6988177e-03
2.2734375e+01,8.4971055e-03
2.2742188e+01,8.6261205e-03
2.2750000e+01,8.7880579e-03
2.2757812e+01,8.2916945e-03
2.2765625e+01,8.5108513e-03
2.2773438e+01,8.2087074e-03
2.2781250e+01,8.2851531e-03
2.2789062e+01,8.2679898e-03
2.2796875e+01,7.6859650e-03
2.2804688e+01,7.9685523e-03
2.2812500e+01,8.0355630e-03
2.2820312e+01,7.9055046e-03
2.2828125e+01,8.6402016e-03
2.2835938e+01,8.2743909e-03
2.2843750e+01,8.6552750e-03
2.2851562e+01,8.2494009e-03
2.2859375e+01,8.5275795e-03
2.2867188e+01,8.5115501e-03
2.2875000e+01,8.3214862e-03
2.2882812e+01,8.5614682e-03
2.2890625e+01,8.7218892e-03
2.2898438e+01,8.5900788e-03
2.2906250e+01,8.8876482e-03
2.2914062e+01,8.6661615e-03
2.2921875e+01,7.9046278e-03
2.2929688e+01,8.7031967e-03
2.2937500e+01,9.5063460e-03
2.2945312e+01,9.4176746e-03
2.2953125e+01,8.5202506e-03
2.2960938e+01,7.8701769e-03
2.2968750e+01,7.6466012e-03
2.2976562e+01,7.4740052e-03
2.2984375e+01,7.5577196e-03
2.2992188e+01,8.0843117e-03
2.3000000e+01,7.6796024e-03
2.3007812e+01,7.6833258e-03
2.3015625e+01,8.1801684e-03
2.3023438e+01,8.4554615e-03
2.3031250e+01,8.1686485e-03
2.3039062e+01,7.8917739e-03
2.3046875e+01,8.1615427e-03
2.3054688e+01,8.1694288e-03
2.3062500e+01,8.5556152e-03
2.3070312e+01,8.7233321e-03
2.3078125e+01,8.0180960e-03
2.3085938e+01,8.0506746e-03
2.3093750e+01,7.8642661e-03
2.3101562e+01,7.9221971e-03
2.3109375e+01,8.1647173e-03
2.3117188e+01,8.2202304e-03
2.3125000e+01,8.2903312e-03
2.3132812e+01,9.0398087e-03
2.3140625e+01,9.0971136e-03
2.3148438e+01,8.6071063e-03
2.3156250e+01,8.4767407e-03
2.3164062e+01,8.6737720e-03
2.3171875e+01,8.9375415e-03
2.3179688e+01,8.8787218e-03
2.3187500e+01,8.9826710e-03
2.3195312e+01,7.8004884e-03
2.3203125e+01,7.5516855e-03
2.3210938e+01,8.0091319e-03
2.3218750e+01,8.6610136e-03
2.3226562e+01,8.2183394e-03
2.3234375e+01,7.7007334e-03
2.3242188e+01,8.1484554e-03
2.3250000e+01,8.9887844e-03
2.3257812e+01,9.0386430e-03
2.3265625e+01,8.4141629e-03
2.3273438e+01,7.9218185e-03
2.3281250e+01,7.8176560e-03
2.3289062e+01,8.0398494e-03
2.3296875e+01,8.3961976e-03
2.3304688e+01,8.3553298e-03
2.3312500e+01,8.3540139e-03
2.3320312e+01,8.4869465e-03
2.3328125e+01,8.1155284e-03
2.3335938e+01,8.0149065e-03
2.3343750e+01,8.3662339e-03
2.3351562e+01,8.6402789e-03
2.3359375e+01,8.8733643e-03
2.3367188e+01,8.6567195e-03
2.3375000e+01,8.7478953e-03
2.3382812e+01,8.6136854e-03
2.3390625e+01,8.1827660e-03
2.3398438e+01,8.4231523e-03
2.3406250e+01,8.4540407e-03
2.3414062e+01,8.2311046e-03
2.3421875e+01,8.2258617e-03
2.3429688e+01,8.3558731e-03
2.3437500e+01,8.5848457e-03
2.3445312e+01,9.0877012e-03
2.3453125e+01,9.1482648e-03
2.3460938e+01,8.6630146e-03
2.3468750e+01,8.2192446e-03
2.3476562e+01,7.8603791e-03
2.3484375e+01,8.1074416e-03
2.3492188e+01,7.6482462e-03
2.3500000e+01,7.4830095e-03
2.3507812e+01,7.9887559e-03
2.3515625e+01,7.8300330e-03
2.3523438e+01,7.8935926e-03
2.3531250e+01,8.6061094e-03
2.3539062e+01,8.3028428e-03
2.3546875e+01,8.1591576e-03
2.3554688e+01,8.8374996e-03
2.3562500e+01,9.0650606e-03
2.3570312e+01,8.7702663e-03
2.3578125e+01,9.0192238e-03
2.3585938e+01,9.8527609e-03
2.3593750e+01,9.4720922e-03
2.3601562e+01,9.9462374e-03
2.3609375e+01,9.7987469e-03
2.3617188e+01,8.6990200e-03
2.3625000e+01,8.1016651e-03
2.3632812e+01,8.3727001e-03
2.3640625e+01,8.6819017e-03
2.3648438e+01,8.3269659e-03
2.3656250e+01,8.6291147e-03
2.3664062e+01,8.4899578e-03
2.3671875e+01,8.4218839e-03
2.3679688e+01,8.5681309e-03
2.3687500e+01,8.1871565e-03
2.3695312e+01,8.4556432e-03
2.3703125e+01,8.1945005e-03
2.3710938e+01,8.2781869e-03
2.3718750e+01,8.5270943e-03
2.3726562e+01,8.8325185e-03
2.3734375e+01,8.4959288e-03
2.3742188e+01,7.9266283e-03
2.3750000e+01,7.8540878e-03
2.3757812e+01,8.1767249e-03
2.3765625e+01,9.2350989e-03
2.3773438e+01,9.0702852e-03
2.3781250e+01,8.4272313e-03
2.3789062e+01,8.8684302e-03
2.3796875e+01,8.2821373e-03
2.3804688e+01,8.1806788e-03
2.3812500e+01,8.6409169e-03
2.3820312e+01,8.9248149e-03
2.3828125e+01,1.0012584e-02
2.3835938e+01,9.8589743e-03
2.3843750e+01,9.6208960e-03
2.3851562e+01,9.0533210e-03
2.3859375e+01,8.4428109e-03
2.3867188e+01,8.2757352e-03
2.3875000e+01,8.6385765e-03
2.3882812e+01,8.4121543e-03
2.3890625e+01,7.9150501e-03
2.3898438e+01,8.5895745e-03
2.3906250e+01,9.1197503e-03
2.3914062e+01,8.9167370e-03
2.3921875e+01,8.3191445e-03
2.3929688e+01,8.4952314e-03
2.3937500e+01,8.5080826e-03
2.3945312e+01,8.4740590e-03
2.3953125e+01,8.8388850e-03
2.3960938e+01,8.7189410e-03
2.3968750e+01,8.9138531e-03
2.3976562e+01,9.0127396e-03
2.3984375e+01,9.1972621e-03
2.3992188e+01,9.3853347e-03
2.4000000e+01,8.6837242e-03
2.4007812e+01,8.5238790e-03
2.4015625e+01,8.0457333e-03
2.4023438e+01,8.0316477e-03
2.4031250e+01,8.0395489e-03
2.4039062e+01,8.2095222e-03
2.4046875e+01,8.4324097e-03
2.4054688e+01,8.2140206e-03
2.4062500e+01,8.4150319e-03
2.4070312e+01,8.6546893e-03
2.4078125e+01,8.5536163e-03
2.4085938e+01,8.3888307e-03
2.4093750e+01,8.2409674e-03
2.4101562e+01,7.7308033e-03
2.4109375e+01,7.8443199e-03
2.4117188e+01,7.9853437e-03
2.4125000e+01,8.6064912e-03
2.4132812e+01,7.8787949e-03
2.4140625e+01,8.2186247e-03
2.4148438e+01,8.3879601e-03
2.4156250e+01,8.2155664e-03
2.4164062e+01,8.6623154e-03
2.4171875e+01,8.5773870e-03
2.4179688e+01,7.9765676e-03
2.4187500e+01,8.1373450e-03
2.4195312e+01,8.1083038e-03
2.4203125e+01,8.1257758e-03
2.4210938e+01,7.8455007e-03
2.4218750e+01,8.0316446e-03
2.4226562e+01,8.5647070e-03
2.4234375e+01,7.9608362e-03
2.4242188e+01,9.1698248e-03
2.4250000e+01,1.0895230e-02
2.4257812e+01,9.2952700e-03
2.4265625e+01,8.4464209e-03
2.4273438e+01,7.7694735e-03
2.4281250e+01,8.1850806e-03
2.4289062e+01,8.7505165e-03
2.4296875e+01,8.9436658e-03
2.4304688e+01,8.2148967e-03
2.4312500e+01,8.6467853e-03
2.4320312e+01,9.1807988e-03
2.4328125e+01,9.2380460e-03
2.4335938e+01,8.9305133e-03
2.4343750e+01,9.1369622e-03
2.4351562e+01,8.8617845e-03
2.4359375e+01,8.6513159e-03
2.4367188e+01,9.1111578e-03
2.4375000e+01,8.3668219e-03
2.4382812e+01,7.8080365e-03
2.4390625e+01,7.9285758e-03
2.4398438e+01,8.3140314e-03
2.4406250e+01,8.6125777e-03
2.4414062e+01,8.8015183e-03
2.4421875e+01,8.4884463e-03
2.4429688e+01,7.6167476e-03
2.4437500e+01,7.7716245e-03
2.4445312e+01,9.2053755e-03
2.4453125e+01,8.7788399e-03
2.4460938e+01,8.0038512e-03
2.4468750e+01,7.9277714e-03
2.4476562e+01,8.2150580e-03
2.4484375e+01,9.0350429e-03
2.4492188e+01,9.0883278e-03
2.4500000e+01,8.6121739e-03
2.4507812e+01,8.0575523e-03
2.4515625e+01,7.9614573e-03
2.4523438e+01,8.3569568e-03
2.4531250e+01,8.3734109e-03
2.4539062e+01,8.6083059e-03
2.4546875e+01,8.1475124e-03
2.4554688e+01,8.1690554e-03
2.4562500e+01,7.7911142e-03
2.4570312e+01,7.5366163e-03
2.4578125e+01,7.8846737e-03
2.4585938e+01,8.2769502e-03
2.4593750e+01,8.4267293e-03
2.4601562e+01,8.7272532e-03
2.4609375e+01,7.8910557e-03
2.4617188e+01,7.4175447e-03
2.4625000e+01,7.9695302e-03
2.4632812e+01,8.5187556e-03
2.4640625e+01,8.6174801e-03
2.4648438e+01,9.2069440e-03
2.4656250e+01,8.9027882e-03
2.4664062e+01,8.2537183e-03
2.4671875e+01,8.0703382e-03
2.4679688e+01,8.5516225e-03
2.4687500e+01,8.0063510e-03
2.4695312e+01,8.0941089e-03
2.4703125e+01,8.2479701e-03
2.4710938e+01,7.7267200e-03
2.4718750e+01,7.7800333e-03
2.4726562e+01,8.1928868e-03
2.4734375e+01,7.9912065e-03
2.4742188e+01,7.5145447e-03
2.4750000e+01,7.5697182e-03
2.4757812e+01,8.3832600e-03
2.4765625e+01,8.7351347e-03
2.4773438e+01,8.6262681e-03
2.4781250e+01,8.6705717e-03
2.4789062e+01,8.8620592e-03
2.4796875e+01,8.5253839e-03
2.4804688e+01,8.1939673e-03
2.4812500e+01,7.6278770e-03
2.4820312e+01,8.0647022e-03
2.4828125e+01,8.1847253e-03
2.4835938e+01,7.4991844e-03
2.4843750e+01,7.4480798e-03
2.4851562e+01,8.7465735e-03
2.4859375e+01,8.2608355e-03
2.4867188e+01,8.1232463e-03
2.4875000e+01,8.7240297e-03
2.4882812e+01,8.6606506e-03
2.4890625e+01,8.4079378e-03
2.4898438e+01,8.1314802e-03
2.4906250e+01,7.8927320e-03
2.4914062e+01,8.1795978e-03
2.4921875e+01,8.6998618e-03
2.4929688e+01,8.1710444e-03
2.4937500e+01,8.8669525e-03
2.4945312e+01,8.5511926e-03
2.4953125e+01,8.4117295e-03
2.4960938e+01,8.6092299e-03
2.4968750e+01,7.9036027e-03
2.4976562e+01,8.2387600e-03
2.4984375e+01,8.0831287e-03
2.4992188e+01,8.4270639e-03
2.5000000e+01,8.4938478e-03
2.5007812e+01,9.2362209e-03
2.5015625e+01,8.6815782e-03
2.5023438e+01,8.5977799e-03
2.5031250e+01,9.5944093e-03
2.5039062e+01,9.2663475e-03
2.5046875e+01,8.7761357e-03
2.5054688e+01,8.5286392e-03
2.5062500e+01,8.2258204e-03
2.5070312e+01,8.2732986e-03
2.5078125e+01,8.3871611e-03
2.5085938e+01,8.6840268e-03
2.5093750e+01,8.1323286e-03
2.5101562e+01,8.0641459e-03
2.5109375e+01,8.2855602e-03
2.5117188e+01,8.5045364e-03
2.5125000e+01,8.7035610e-03
2.5132812e+01,8.5385617e-03
2.5140625e+01,8.1199230e-03
2.5148438e+01,7.7859121e-03
2.5156250e+01,8.1605757e-03
2.5164062e+01,8.3663979e-03
2.5171875e+01,8.4629340e-03
2.5179688e+01,8.6499436e-03
2.5187500e+01,8.4647614e-03
2.5195312e+01,8.4440885e-03
2.5203125e+01,8.3013348e-03
2.5210938e+01,8.8161650e-03
2.5218750e+01,8.8243548e-03
2.5226562e+01,9.0083762e-03
2.5234375e+01,9.0586217e-03
2.5242188e+01,9.2917404e-03
2.5250000e+01,9.1032207e-03
2.5257812e+01,8.5731843e-03
2.5265625e+01,8.6480386e-03
2.5273438e+01,9.2621253e-03
2.5281250e+01,8.7579029e-03
2.5289062e+01,8.5380707e-03
2.5296875e+01,8.6364270e-03
2.5304688e+01,8.3999812e-03
2.5312500e+01,8.2704743e-03
2.5320312e+01,7.2221600e-03
2.5328125e+01,7.5508181e-03
2.5335938e+01,7.7595947e-03
2.5343750e+01,8.1165278e-03
2.5351562e+01,9.0070984e-03
2.5359375e+01,9.3779704e-03
2.5367188e+01,9.0791490e-03
2.5375000e+01,9.0752944e-03
2.5382812e+01,9.2693138e-03
2.5390625e+01,9.0437748e-03
2.5398438e+01,8.8114359e-03
2.5406250e+01,8.3209913e-03
2.5414062e+01,8.1541882e-03
2.5421875e+01,8.0571534e-03
2.5429688e+01,8.1319286e-03
2.5437500e+01,8.3923034e-03
2.5445312e+01,7.9896703e-03
2.5453125e+01,7.8040915e-03
2.5460938e+01,8.8989794e-03
2.5468750e+01,9.2612661e-03
2.5476562e+01,8.9410707e-03
2.5484375e+01,8.6170066e-03
2.5492188e+01,8.2119646e-03
2.5500000e+01,8.6070717e-03
2.5507812e+01,9.2366399e-03
2.5515625e+01,8.8088956e-03
2.5523438e+01,8.5817025e-03
2.5531250e+01,9.1363644e-03
2.5539062e+01,8.4720702e-03
2.5546875e+01,8.7116423e-03
2.5554688e+01,9.1311890e-03
2.5562500e+01,8.6267572e-03
2.5570312e+01,8.0522039e-03
2.5578125e+01,8.6081111e-03
2.5585938e+01,7.9994378e-03
2.5593750e+01,7.9020207e-03
2.5601562e+01,9.1347732e-03
2.5609375e+01,9.0870500e-03
2.5617188e+01,9.1132557e-03
2.5625000e+01,9.4642853e-03
2.5632812e+01,8.9552939e-03
2.5640625e+01,8.7874333e-03
2.5648438e+01,9.2829543e-03
2.5656250e+01,9.8914691e-03
2.5664062e+01,8.8126018e-03
2.5671875e+01,7.8718628e-03
2.5679688e+01,8.8030302e-03
2.5687500e+01,9.1741450e-03
2.5695312e+01,8.8226110e-03
2.5703125e+01,9.5542183e-03
2.5710938e+01,1.0056271e-02
2.5718750e+01,1.0260184e-02
2.5726562e+01,9.8571060e-03
2.5734375e+01,8.4987559e-03
2.5742188e+01,7.5675608e-03
2.5750000e+01,7.4735296e-03
2.5757812e+01,8.2800160e-03
2.5765625e+01,8.8660597e-03
2.5773438e+01,8.9813180e-03
2.5781250e+01,9.4428868e-03
2.5789062e+01,1.0081657e-02
2.5796875e+01,9.0656992e-03
2.5804688e+01,8.7051052e-03
2.5812500e+01,8.4146389e-03
2.5820312e+01,8.2243869e-03
2.5828125e+01,9.7871532e-03
2.5835938e+01,9.6195622e-03
2.5843750e+01,8.6129440e-03
2.5851562e+01,8.6453452e-03
2.5859375e+01,8.1946333e-03
2.5867188e+01,8.1349590e-03
2.5875000e+01,7.8417910e-03
2.5882812e+01,8.2618009e-03
2.5890625e+01,8.5225977e-03
2.5898438e+01,8.3867306e-03
2.5906250e+01,8.2563519e-03
2.5914062e+01,8.2453494e-03
2.5921875e+01,8.8054346e-03
2.5929688e+01,8.4605762e-03
2.5937500e+01,8.0953091e-03
2.5945312e+01,8.2225443e-03
2.5953125e+01,8.3838652e-03
2.5960938e+01,8.2841649e-03
2.5968750e+01,8.2862044e-03
2.5976562e+01,8.8387793e-03
2.5984375e+01,9.3232273e-03
2.5992188e+01,8.8873477e-03
2.6000000e+01,8.6452157e-03
2.6007812e+01,8.5528423e-03
2.6015625e+01,8.4867653e-03
2.6023438e+01,9.6272934e-03
2.6031250e+01,1.0170237e-02
2.6039062e+01,9.9193123e-03
2.6046875e+01,8.6819362e-03
2.6054688e+01,7.7053256e-03
2.6062500e+01,8.1596152e-03
2.6070312e+01,8.4721773e-03
2.6078125e+01,8.1357778e-03
2.6085938e+01,9.0626190e-03
2.6093750e+01,8.9165907e-03
2.6101562e+01,8.6717098e-03
2.6109375e+01,9.0243437e-03
2.6117188e+01,9.0330734e-03
2.6125000e+01,8.9232186e-03
2.6132812e+01,8.6784823e-03
2.6140625e+01,8.3750321e-03
2.6148438e+01,8.6023816e-03
2.6156250e+01,7.9858143e-03
2.6164062e+01,8.8950473e-03
2.6171875e+01,9.1454872e-03
2.6179688e+01,8.7352922e-03
2.6187500e+01,8.6365027e-03
2.6195312e+01,8.4589755e-03
2.6203125e+01,8.3147291e-03
2.6210938e+01,8.8081900e-03
2.6218750e+01,8.8363992e-03
2.6226562e+01,8.2572106e-03
2.6234375e+01,7.9387414e-03
2.6242188e+01,8.0397852e-03
2.6250000e+01,8.4372054e-03
2.6257812e+01,7.8658205e-03
2.6265625e+01,8.1904445e-03
2.6273438e+01,9.4233272e-03
2.6281250e+01,8.8077217e-03
2.6289062e+01,8.5527710e-03
2.6296875e+01,8.8014769e-03
2.6304688e+01,9.2425918e-03
2.6312500e+01,9.2353795e-03
2.6320312e+01,1.0095803e-02
2.6328125e+01,9.1427228e-03
2.6335938e+01,8.5864744e-03
2.6343750e+01,8.5873573e-03
2.6351562e+01,8.0460386e-03
2.6359375e+01,8.3043184e-03
2.6367188e+01,8.3751252e-03
2.6375000e+01,8.2054403e-03
2.6382812e+01,7.7091688e-03
2.6390625e+01,8.3059671e-03
2.6398438e+01,8.8596872e-03
2.6406250e+01,8.1582015e-03
2.6414062e+01,8.3120490e-03
2.6421875e+01,8.8104989e-03
2.6429688e+01,9.1611558e-03
2.6437500e+01,9.2423174e-03
2.6445312e+01,8.6963965e-03
2.6453125e+01,8.3598325e-03
2.6460938e+01,8.7139935e-03
2.6468750e+01,8.6577163e-03
2.6476562e+01,8.1558070e-03
2.6484375e+01,7.2785337e-03
2.6492188e+01,7.8068627e-03
2.6500000e+01,8.5192085e-03
2.6507812e+01,8.6943729e-03
2.6515625e+01,9.6928418e-03
2.6523438e+01,9.8131526e-03
2.6531250e+01,9.3552174e-03
2.6539062e+01,9.0166195e-03
2.6546875e+01,8.6423625e-03
2.6554688e+01,8.2887416e-03
2.6562500e+01,9.2245686e-03
2.6570312e+01,8.6562784e-03
2.6578125e+01,8.0233194e-03
2.6585938e+01,7.4953066e-03
2.6593750e+01,8.4721064e-03
2.6601562e+01,8.5707927e-03
2.6609375e+01,8.9836250e-03
2.6617188e+01,8.8276134e-03
2.6625000e+01,8.6471763e-03
2.6632812e+01,9.3753687e-03
2.6640625e+01,9.7733040e-03
2.6648438e+01,9.3901631e-03
2.6656250e+01,8.9428102e-03
2.6664062e+01,9.2370470e-03
2.6671875e+01,8.7599070e-03
2.6679688e+01,8.6349452e-03
2.6687500e+01,8.3652107e-03
2.6695312e+01,8.3903740e-03
2.6703125e+01,8.7678808e-03
2.6710938e+01,8.5301468e-03
2.6718750e+01,8.9856174e-03
2.6726562e+01,9.0889089e-03
2.6734375e+01,8.7265851e-03
2.6742188e+01,7.5294430e-03
2.6750000e+01,8.8439575e-03
2.6757812e+01,8.8031602e-03
2.6765625e+01,8.6187613e-03
2.6773438e+01,8.8742139e-03
2.6781250e+01,8.3710716e-03
2.6789062e+01,8.4965546e-03
2.6796875e+01,8.3655810e-03
2.6804688e+01,8.2440185e-03
2.6812500e+01,8.0759819e-03
2.6820312e+01,8.4509239e-03
2.6828125e+01,8.1175498e-03
2.6835938e+01,8.6641740e-03
2.6843750e+01,8.8195992e-03
2.6851562e+01,8.4055918e-03
2.6859375e+01,8.6563086e-03
2.6867188e+01,8.5474165e-03
2.6875000e+01,8.9290500e-03
2.6882812e+01,8.5759556e-03
2.6890625e+01,7.7006089e-03
2.6898438e+01,7.3997143e-03
2.6906250e+01,8.0508872e-03
2.6914062e+01,8.4022392e-03
2.6921875e+01,8.1860100e-03
2.6929688e+01,8.1704362e-03
2.6937500e+01,8.6347309e-03
2.6945312e+01,8.5720765e-03
2.6953125e+01,8.3153900e-03
2.6960938e+01,8.2540824e-03
2.6968750e+01,8.3016995e-03
2.6976562e+01,8.1773192e-03
2.6984375e+01,8.9839002e-03
2.6992188e+01,9.2362306e-03
2.7000000e+01,9.1979720e-03
2.7007812e+01,8.4373198e-03
2.7015625e+01,8.4207621e-03
2.7023438e+01,8.1841025e-03
2.7031250e+01,7.5040075e-03
2.7039062e+01,8.0276357e-03
2.7046875e+01,8.8169294e-03
2.7054688e+01,8.9952907e-03
2.7062500e+01,9.0640523e-03
2.7070312e+01,8.7262717e-03
2.7078125e+01,8.5575472e-03
2.7085938e+01,8.5332527e-03
2.7093750e+01,9.0826012e-03
2.7101562e+01,8.7257981e-03
2.7109375e+01,8.5979685e-03
2.7117188e+01,8.9735689e-03
2.7125000e+01,8.0129844e-03
2.7132812e+01,8.2372860e-03
2.7140625e+01,8.2957367e-03
2.7148438e+01,8.4426871e-03
2.7156250e+01,8.6764855e-03
2.7164062e+01,8.4971015e-03
2.7171875e+01,8.7774852e-03
2.7179688e+01,9.3008776e-03
2.7187500e+01,9.8689679e-03
2.7195312e+01,1.0710268e-02
2.7203125e+01,1.0778874e-02
2.7210938e+01,9.5540827e-03
2.7218750e+01,8.7940063e-03
2.7226562e+01,8.4349292e-03
2.7234375e+01,7.9190508e-03
2.7242188e+01,8.2135669e-03
2.7250000e+01,8.3991911e-03
2.7257812e+01,8.7194635e-03
2.7265625e+01,8.8326252e-03
2.7273438e+01,8.0446108e-03
2.7281250e+01,7.8996751e-03
2.7289062e+01,8.5770622e-03
2.7296875e+01,9.2975025e-03
2.7304688e+01,9.1305058e-03
2.7312500e+01,9.4332766e-03
2.7320312e+01,1.0091973e-02
2.7328125e+01,9.1556027e-03
2.7335938e+01,9.1242710e-03
2.7343750e+01,9.3557199e-03
2.7351562e+01,9.3136683e-03
2.7359375e+01,8.7020799e-03
2.7367188e+01,8.8277349e-03
2.7375000e+01,8.9032274e-03
2.7382812e+01,8.3230270e-03
2.7390625e+01,7.9235605e-03
2.7398438e+01,8.6058905e-03
2.7406250e+01,9.0230645e-03
2.7414062e+01,8.4762114e-03
2.7421875e+01,8.0671055e-03
2.7429688e+01,8.6089438e-03
2.7437500e+01,8.1326360e-03
2.7445312e+01,8.5566985e-03
2.7453125e+01,9.2148145e-03
2.7460938e+01,8.4849235e-03
2.7468750e+01,7.8620758e-03
2.7476562e+01,8.6841975e-03
2.7484375e+01,9.7476815e-03
2.7492188e+01,9.6961271e-03
2.7500000e+01,8.8473894e-03
2.7507812e+01,7.8088078e-03
2.7515625e+01,7.1871204e-03
2.7523438e+01,7.6968388e-03
2.7531250e+01,8.9245559e-03
2.7539062e+01,8.9593006e-03
2.7546875e+01,8.4848576e-03
2.7554688e+01,8.7170743e-03
2.7562500e+01,8.4134215e-03
2.7570312e+01,8.1550824e-03
2.7578125e+01,8.7814012e-03
2.7585938e+01,8.3256280e-03
2.7593750e+01,7.6194120e-03
2.7601562e+01,7.8299254e-03
2.7609375e+01,8.7594081e-03
2.7617188e+01,8.4175647e-03
2.7625000e+01,8.4169741e-03
2.7632812e+01,9.0430610e-03
2.7640625e+01,9.1278053e-03
2.7648438e+01,9.1050368e-03
2.7656250e+01,8.9973509e-03
2.7664062e+01,8.5379106e-03
2.7671875e+01,8.2240280e-03
2.7679688e+01,8.9160759e-03
2.7687500e+01,8.7936863e-03
2.7695312e+01,9.0010091e-03
2.7703125e+01,8.8281210e-03
2.7710938e+01,8.2699240e-03
2.7718750e+01,8.3997512e-03
2.7726562e+01,8.6693265e-03
2.7734375e+01,8.2653952e-03
2.7742188e+01,8.7740783e-03
2.7750000e+01,8.4603326e-03
2.7757812e+01,8.7582260e-03
2.7765625e+01,8.9745777e-03
2.7773438e+01,8.8438216e-03
2.7781250e+01,8.8864122e-03
2.7789062e+01,8.8777635e-03
2.7796875e+01,8.4545299e-03
2.7804688e+01,8.7457738e-03
2.7812500e+01,8.9032935e-03
2.7820312e+01,9.0780439e-03
2.7828125e+01,8.7456097e-03
2.7835938e+01,8.4448686e-03
2.7843750e+01,8.0244139e-03
2.7851562e+01,8.1254604e-03
2.7859375e+01,8.3206183e-03
2.7867188e+01,8.4380222e-03
2.7875000e+01,8.6746641e-03
2.7882812e+01,9.1031257e-03
