# frequency[Hz], mag, phase[deg]
5.68943e+01 3.30015e-04 -8.36971e-01 
5.69043e+01 3.30017e-04 -8.36819e-01 
5.69143e+01 3.30018e-04 -8.36667e-01 
5.69243e+01 3.30020e-04 -8.36516e-01 
5.69343e+01 3.30022e-04 -8.36364e-01 
5.69443e+01 3.30024e-04 -8.36212e-01 
5.69543e+01 3.30025e-04 -8.36061e-01 
5.69643e+01 3.30027e-04 -8.35909e-01 
5.69743e+01 3.30029e-04 -8.35758e-01 
5.69843e+01 3.30031e-04 -8.35606e-01 
5.69943e+01 3.30033e-04 -8.35455e-01 
5.70043e+01 3.30034e-04 -8.35303e-01 
5.70143e+01 3.30036e-04 -8.35152e-01 
5.70243e+01 3.30038e-04 -8.35001e-01 
5.70343e+01 3.30040e-04 -8.34850e-01 
5.70443e+01 3.30041e-04 -8.34699e-01 
5.70543e+01 3.30043e-04 -8.34548e-01 
5.70643e+01 3.30045e-04 -8.34397e-01 
5.70743e+01 3.30047e-04 -8.34246e-01 
5.70843e+01 3.30048e-04 -8.34095e-01 
5.70943e+01 3.30050e-04 -8.33944e-01 
5.71043e+01 3.30052e-04 -8.33793e-01 
5.71143e+01 3.30053e-04 -8.33643e-01 
5.71243e+01 3.30055e-04 -8.33492e-01 
5.71343e+01 3.30057e-04 -8.33342e-01 
5.71443e+01 3.30059e-04 -8.33191e-01 
5.71543e+01 3.30060e-04 -8.33040e-01 
5.71643e+01 3.30062e-04 -8.32890e-01 
5.71743e+01 3.30064e-04 -8.32740e-01 
5.71843e+01 3.30066e-04 -8.32589e-01 
5.71943e+01 3.30067e-04 -8.32439e-01 
5.72043e+01 3.30069e-04 -8.32289e-01 
5.72143e+01 3.30071e-04 -8.32139e-01 
5.72243e+01 3.30073e-04 -8.31989e-01 
5.72343e+01 3.30074e-04 -8.31839e-01 
5.72443e+01 3.30076e-04 -8.31689e-01 
5.72543e+01 3.30078e-04 -8.31539e-01 
5.72643e+01 3.30080e-04 -8.31389e-01 
5.72743e+01 3.30081e-04 -8.31239e-01 
5.72843e+01 3.30083e-04 -8.31089e-01 
5.72943e+01 3.30085e-04 -8.30940e-01 
5.73043e+01 3.30086e-04 -8.30790e-01 
5.73143e+01 3.30088e-04 -8.30640e-01 
5.73243e+01 3.30090e-04 -8.30491e-01 
5.73343e+01 3.30092e-04 -8.30341e-01 
5.73443e+01 3.30093e-04 -8.30192e-01 
5.73543e+01 3.30095e-04 -8.30042e-01 
5.73643e+01 3.30097e-04 -8.29893e-01 
5.73743e+01 3.30098e-04 -8.29744e-01 
5.73843e+01 3.30100e-04 -8.29595e-01 
5.73943e+01 3.30102e-04 -8.29445e-01 
5.74043e+01 3.30104e-04 -8.29296e-01 
5.74143e+01 3.30105e-04 -8.29147e-01 
5.74243e+01 3.30107e-04 -8.28998e-01 
5.74343e+01 3.30109e-04 -8.28849e-01 
5.74443e+01 3.30110e-04 -8.28700e-01 
5.74543e+01 3.30112e-04 -8.28552e-01 
5.74643e+01 3.30114e-04 -8.28403e-01 
5.74743e+01 3.30116e-04 -8.28254e-01 
5.74843e+01 3.30117e-04 -8.28105e-01 
5.74943e+01 3.30119e-04 -8.27957e-01 
5.75042e+01 3.30121e-04 -8.27808e-01 
5.75142e+01 3.30122e-04 -8.27660e-01 
5.75242e+01 3.30124e-04 -8.27511e-01 
5.75342e+01 3.30126e-04 -8.27363e-01 
5.75442e+01 3.30128e-04 -8.27215e-01 
5.75542e+01 3.30129e-04 -8.27066e-01 
5.75642e+01 3.30131e-04 -8.26918e-01 
5.75742e+01 3.30133e-04 -8.26770e-01 
5.75842e+01 3.30134e-04 -8.26622e-01 
5.75942e+01 3.30136e-04 -8.26474e-01 
5.76042e+01 3.30138e-04 -8.26326e-01 
5.76142e+01 3.30139e-04 -8.26178e-01 
5.76242e+01 3.30141e-04 -8.26030e-01 
5.76342e+01 3.30143e-04 -8.25882e-01 
5.76442e+01 3.30145e-04 -8.25734e-01 
5.76542e+01 3.30146e-04 -8.25586e-01 
5.76642e+01 3.30148e-04 -8.25439e-01 
5.76742e+01 3.30150e-04 -8.25291e-01 
5.76842e+01 3.30151e-04 -8.25143e-01 
5.76942e+01 3.30153e-04 -8.24996e-01 
5.77042e+01 3.30155e-04 -8.24848e-01 
5.77142e+01 3.30156e-04 -8.24701e-01 
5.77242e+01 3.30158e-04 -8.24553e-01 
5.77342e+01 3.30160e-04 -8.24406e-01 
5.77442e+01 3.30161e-04 -8.24259e-01 
5.77542e+01 3.30163e-04 -8.24112e-01 
5.77642e+01 3.30165e-04 -8.23964e-01 
5.77742e+01 3.30167e-04 -8.23817e-01 
5.77842e+01 3.30168e-04 -8.23670e-01 
5.77942e+01 3.30170e-04 -8.23523e-01 
5.78042e+01 3.30172e-04 -8.23376e-01 
5.78142e+01 3.30173e-04 -8.23229e-01 
5.78242e+01 3.30175e-04 -8.23083e-01 
5.78342e+01 3.30177e-04 -8.22936e-01 
5.78442e+01 3.30178e-04 -8.22789e-01 
5.78542e+01 3.30180e-04 -8.22642e-01 
5.78642e+01 3.30182e-04 -8.22496e-01 
5.78742e+01 3.30183e-04 -8.22349e-01 
5.78842e+01 3.30185e-04 -8.22203e-01 
5.78942e+01 3.30187e-04 -8.22056e-01 
5.79042e+01 3.30188e-04 -8.21910e-01 
5.79142e+01 3.30190e-04 -8.21763e-01 
5.79242e+01 3.30192e-04 -8.21617e-01 
5.79342e+01 3.30193e-04 -8.21471e-01 
5.79442e+01 3.30195e-04 -8.21324e-01 
5.79542e+01 3.30197e-04 -8.21178e-01 
5.79642e+01 3.30198e-04 -8.21032e-01 
5.79742e+01 3.30200e-04 -8.20886e-01 
5.79842e+01 3.30202e-04 -8.20740e-01 
5.79942e+01 3.30203e-04 -8.20594e-01 
5.80042e+01 3.30205e-04 -8.20448e-01 
5.80142e+01 3.30207e-04 -8.20302e-01 
5.80242e+01 3.30208e-04 -8.20157e-01 
5.80342e+01 3.30210e-04 -8.20011e-01 
5.80442e+01 3.30212e-04 -8.19865e-01 
5.80542e+01 3.30213e-04 -8.19720e-01 
5.80642e+01 3.30215e-04 -8.19574e-01 
5.80742e+01 3.30217e-04 -8.19428e-01 
5.80842e+01 3.30218e-04 -8.19283e-01 
5.80942e+01 3.30220e-04 -8.19138e-01 
5.81042e+01 3.30222e-04 -8.18992e-01 
5.81142e+01 3.30223e-04 -8.18847e-01 
5.81242e+01 3.30225e-04 -8.18702e-01 
5.81342e+01 3.30227e-04 -8.18556e-01 
5.81442e+01 3.30228e-04 -8.18411e-01 
5.81542e+01 3.30230e-04 -8.18266e-01 
5.81642e+01 3.30231e-04 -8.18121e-01 
5.81742e+01 3.30233e-04 -8.17976e-01 
5.81842e+01 3.30235e-04 -8.17831e-01 
5.81942e+01 3.30236e-04 -8.17686e-01 
5.82042e+01 3.30238e-04 -8.17541e-01 
5.82142e+01 3.30240e-04 -8.17397e-01 
5.82242e+01 3.30241e-04 -8.17252e-01 
5.82342e+01 3.30243e-04 -8.17107e-01 
5.82442e+01 3.30245e-04 -8.16962e-01 
5.82542e+01 3.30246e-04 -8.16818e-01 
5.82642e+01 3.30248e-04 -8.16673e-01 
5.82742e+01 3.30250e-04 -8.16529e-01 
5.82842e+01 3.30251e-04 -8.16384e-01 
5.82942e+01 3.30253e-04 -8.16240e-01 
5.83042e+01 3.30255e-04 -8.16096e-01 
5.83142e+01 3.30256e-04 -8.15951e-01 
5.83242e+01 3.30258e-04 -8.15807e-01 
5.83342e+01 3.30259e-04 -8.15663e-01 
5.83442e+01 3.30261e-04 -8.15519e-01 
5.83542e+01 3.30263e-04 -8.15375e-01 
5.83642e+01 3.30264e-04 -8.15231e-01 
5.83742e+01 3.30266e-04 -8.15087e-01 
5.83842e+01 3.30268e-04 -8.14943e-01 
5.83942e+01 3.30269e-04 -8.14799e-01 
5.84042e+01 3.30271e-04 -8.14655e-01 
5.84142e+01 3.30272e-04 -8.14511e-01 
5.84242e+01 3.30274e-04 -8.14368e-01 
5.84342e+01 3.30276e-04 -8.14224e-01 
5.84442e+01 3.30277e-04 -8.14080e-01 
5.84542e+01 3.30279e-04 -8.13937e-01 
5.84642e+01 3.30281e-04 -8.13793e-01 
5.84742e+01 3.30282e-04 -8.13650e-01 
5.84842e+01 3.30284e-04 -8.13507e-01 
5.84942e+01 3.30285e-04 -8.13363e-01 
5.85041e+01 3.30287e-04 -8.13220e-01 
5.85141e+01 3.30289e-04 -8.13077e-01 
5.85241e+01 3.30290e-04 -8.12933e-01 
5.85341e+01 3.30292e-04 -8.12790e-01 
5.85441e+01 3.30294e-04 -8.12647e-01 
5.85541e+01 3.30295e-04 -8.12504e-01 
5.85641e+01 3.30297e-04 -8.12361e-01 
5.85741e+01 3.30298e-04 -8.12218e-01 
5.85841e+01 3.30300e-04 -8.12075e-01 
5.85941e+01 3.30302e-04 -8.11932e-01 
5.86041e+01 3.30303e-04 -8.11790e-01 
5.86141e+01 3.30305e-04 -8.11647e-01 
5.86241e+01 3.30306e-04 -8.11504e-01 
5.86341e+01 3.30308e-04 -8.11362e-01 
5.86441e+01 3.30310e-04 -8.11219e-01 
5.86541e+01 3.30311e-04 -8.11076e-01 
5.86641e+01 3.30313e-04 -8.10934e-01 
5.86741e+01 3.30315e-04 -8.10792e-01 
5.86841e+01 3.30316e-04 -8.10649e-01 
5.86941e+01 3.30318e-04 -8.10507e-01 
5.87041e+01 3.30319e-04 -8.10365e-01 
5.87141e+01 3.30321e-04 -8.10222e-01 
5.87241e+01 3.30323e-04 -8.10080e-01 
5.87341e+01 3.30324e-04 -8.09938e-01 
5.87441e+01 3.30326e-04 -8.09796e-01 
5.87541e+01 3.30327e-04 -8.09654e-01 
5.87641e+01 3.30329e-04 -8.09512e-01 
5.87741e+01 3.30331e-04 -8.09370e-01 
5.87841e+01 3.30332e-04 -8.09228e-01 
5.87941e+01 3.30334e-04 -8.09086e-01 
5.88041e+01 3.30335e-04 -8.08945e-01 
5.88141e+01 3.30337e-04 -8.08803e-01 
5.88241e+01 3.30339e-04 -8.08661e-01 
5.88341e+01 3.30340e-04 -8.08519e-01 
5.88441e+01 3.30342e-04 -8.08378e-01 
5.88541e+01 3.30343e-04 -8.08236e-01 
5.88641e+01 3.30345e-04 -8.08095e-01 
5.88741e+01 3.30347e-04 -8.07953e-01 
5.88841e+01 3.30348e-04 -8.07812e-01 
5.88941e+01 3.30350e-04 -8.07671e-01 
5.89041e+01 3.30351e-04 -8.07530e-01 
5.89141e+01 3.30353e-04 -8.07388e-01 
5.89241e+01 3.30354e-04 -8.07247e-01 
5.89341e+01 3.30356e-04 -8.07106e-01 
5.89441e+01 3.30358e-04 -8.06965e-01 
5.89541e+01 3.30359e-04 -8.06824e-01 
5.89641e+01 3.30361e-04 -8.06683e-01 
5.89741e+01 3.30362e-04 -8.06542e-01 
5.89841e+01 3.30364e-04 -8.06401e-01 
5.89941e+01 3.30366e-04 -8.06260e-01 
5.90041e+01 3.30367e-04 -8.06120e-01 
5.90141e+01 3.30369e-04 -8.05979e-01 
5.90241e+01 3.30370e-04 -8.05838e-01 
5.90341e+01 3.30372e-04 -8.05697e-01 
5.90441e+01 3.30373e-04 -8.05557e-01 
5.90541e+01 3.30375e-04 -8.05416e-01 
5.90641e+01 3.30377e-04 -8.05276e-01 
5.90741e+01 3.30378e-04 -8.05135e-01 
5.90841e+01 3.30380e-04 -8.04995e-01 
5.90941e+01 3.30381e-04 -8.04855e-01 
5.91041e+01 3.30383e-04 -8.04715e-01 
5.91141e+01 3.30384e-04 -8.04574e-01 
5.91241e+01 3.30386e-04 -8.04434e-01 
5.91341e+01 3.30388e-04 -8.04294e-01 
5.91441e+01 3.30389e-04 -8.04154e-01 
5.91541e+01 3.30391e-04 -8.04014e-01 
5.91641e+01 3.30392e-04 -8.03874e-01 
5.91741e+01 3.30394e-04 -8.03734e-01 
5.91841e+01 3.30395e-04 -8.03594e-01 
5.91941e+01 3.30397e-04 -8.03454e-01 
5.92041e+01 3.30399e-04 -8.03314e-01 
5.92141e+01 3.30400e-04 -8.03175e-01 
5.92241e+01 3.30402e-04 -8.03035e-01 
5.92341e+01 3.30403e-04 -8.02895e-01 
5.92441e+01 3.30405e-04 -8.02756e-01 
5.92541e+01 3.30406e-04 -8.02616e-01 
5.92641e+01 3.30408e-04 -8.02477e-01 
5.92741e+01 3.30409e-04 -8.02337e-01 
5.92841e+01 3.30411e-04 -8.02198e-01 
5.92941e+01 3.30413e-04 -8.02059e-01 
5.93041e+01 3.30414e-04 -8.01919e-01 
5.93141e+01 3.30416e-04 -8.01780e-01 
5.93241e+01 3.30417e-04 -8.01641e-01 
5.93341e+01 3.30419e-04 -8.01502e-01 
5.93441e+01 3.30420e-04 -8.01363e-01 
5.93541e+01 3.30422e-04 -8.01224e-01 
5.93641e+01 3.30423e-04 -8.01085e-01 
5.93741e+01 3.30425e-04 -8.00946e-01 
5.93841e+01 3.30427e-04 -8.00807e-01 
5.93941e+01 3.30428e-04 -8.00668e-01 
5.94041e+01 3.30430e-04 -8.00529e-01 
5.94141e+01 3.30431e-04 -8.00390e-01 
5.94241e+01 3.30433e-04 -8.00252e-01 
5.94341e+01 3.30434e-04 -8.00113e-01 
5.94441e+01 3.30436e-04 -7.99974e-01 
5.94541e+01 3.30437e-04 -7.99836e-01 
5.94641e+01 3.30439e-04 -7.99697e-01 
5.94741e+01 3.30441e-04 -7.99559e-01 
5.94841e+01 3.30442e-04 -7.99420e-01 
5.94941e+01 3.30444e-04 -7.99282e-01 
5.95040e+01 3.30445e-04 -7.99144e-01 
5.95140e+01 3.30447e-04 -7.99006e-01 
5.95240e+01 3.30448e-04 -7.98867e-01 
5.95340e+01 3.30450e-04 -7.98729e-01 
5.95440e+01 3.30451e-04 -7.98591e-01 
5.95540e+01 3.30453e-04 -7.98453e-01 
5.95640e+01 3.30454e-04 -7.98315e-01 
5.95740e+01 3.30456e-04 -7.98177e-01 
5.95840e+01 3.30457e-04 -7.98039e-01 
5.95940e+01 3.30459e-04 -7.97901e-01 
5.96040e+01 3.30460e-04 -7.97763e-01 
5.96140e+01 3.30462e-04 -7.97626e-01 
5.96240e+01 3.30464e-04 -7.97488e-01 
5.96340e+01 3.30465e-04 -7.97350e-01 
5.96440e+01 3.30467e-04 -7.97212e-01 
5.96540e+01 3.30468e-04 -7.97075e-01 
5.96640e+01 3.30470e-04 -7.96937e-01 
5.96740e+01 3.30471e-04 -7.96800e-01 
5.96840e+01 3.30473e-04 -7.96662e-01 
5.96940e+01 3.30474e-04 -7.96525e-01 
5.97040e+01 3.30476e-04 -7.96388e-01 
5.97140e+01 3.30477e-04 -7.96250e-01 
5.97240e+01 3.30479e-04 -7.96113e-01 
5.97340e+01 3.30480e-04 -7.95976e-01 
5.97440e+01 3.30482e-04 -7.95839e-01 
5.97540e+01 3.30483e-04 -7.95702e-01 
5.97640e+01 3.30485e-04 -7.95565e-01 
5.97740e+01 3.30486e-04 -7.95428e-01 
5.97840e+01 3.30488e-04 -7.95291e-01 
5.97940e+01 3.30489e-04 -7.95154e-01 
5.98040e+01 3.30491e-04 -7.95017e-01 
5.98140e+01 3.30493e-04 -7.94880e-01 
5.98240e+01 3.30494e-04 -7.94743e-01 
5.98340e+01 3.30496e-04 -7.94607e-01 
5.98440e+01 3.30497e-04 -7.94470e-01 
5.98540e+01 3.30499e-04 -7.94333e-01 
5.98640e+01 3.30500e-04 -7.94197e-01 
5.98740e+01 3.30502e-04 -7.94060e-01 
5.98840e+01 3.30503e-04 -7.93924e-01 
5.98940e+01 3.30505e-04 -7.93787e-01 
5.99040e+01 3.30506e-04 -7.93651e-01 
5.99140e+01 3.30508e-04 -7.93514e-01 
5.99240e+01 3.30509e-04 -7.93378e-01 
5.99340e+01 3.30511e-04 -7.93242e-01 
5.99440e+01 3.30512e-04 -7.93106e-01 
5.99540e+01 3.30514e-04 -7.92970e-01 
5.99640e+01 3.30515e-04 -7.92833e-01 
5.99740e+01 3.30517e-04 -7.92697e-01 
5.99840e+01 3.30518e-04 -7.92561e-01 
5.99940e+01 3.30520e-04 -7.92425e-01 
6.00040e+01 3.30521e-04 -7.92289e-01 
6.00140e+01 3.30523e-04 -7.92154e-01 
6.00240e+01 3.30524e-04 -7.92018e-01 
6.00340e+01 3.30526e-04 -7.91882e-01 
6.00440e+01 3.30527e-04 -7.91746e-01 
6.00540e+01 3.30529e-04 -7.91611e-01 
6.00640e+01 3.30530e-04 -7.91475e-01 
6.00740e+01 3.30532e-04 -7.91339e-01 
6.00840e+01 3.30533e-04 -7.91204e-01 
6.00940e+01 3.30535e-04 -7.91068e-01 
6.01040e+01 3.30536e-04 -7.90933e-01 
6.01140e+01 3.30538e-04 -7.90797e-01 
6.01240e+01 3.30539e-04 -7.90662e-01 
6.01340e+01 3.30541e-04 -7.90527e-01 
6.01440e+01 3.30542e-04 -7.90392e-01 
6.01540e+01 3.30544e-04 -7.90256e-01 
6.01640e+01 3.30545e-04 -7.90121e-01 
6.01740e+01 3.30547e-04 -7.89986e-01 
6.01840e+01 3.30548e-04 -7.89851e-01 
6.01940e+01 3.30550e-04 -7.89716e-01 
6.02040e+01 3.30551e-04 -7.89581e-01 
6.02140e+01 3.30553e-04 -7.89446e-01 
6.02240e+01 3.30554e-04 -7.89311e-01 
6.02340e+01 3.30556e-04 -7.89176e-01 
6.02440e+01 3.30557e-04 -7.89041e-01 
6.02540e+01 3.30559e-04 -7.88907e-01 
6.02640e+01 3.30560e-04 -7.88772e-01 
6.02740e+01 3.30561e-04 -7.88637e-01 
6.02840e+01 3.30563e-04 -7.88503e-01 
6.02940e+01 3.30564e-04 -7.88368e-01 
6.03040e+01 3.30566e-04 -7.88234e-01 
6.03140e+01 3.30567e-04 -7.88099e-01 
6.03240e+01 3.30569e-04 -7.87965e-01 
6.03340e+01 3.30570e-04 -7.87830e-01 
6.03440e+01 3.30572e-04 -7.87696e-01 
6.03540e+01 3.30573e-04 -7.87562e-01 
6.03640e+01 3.30575e-04 -7.87428e-01 
6.03740e+01 3.30576e-04 -7.87293e-01 
6.03840e+01 3.30578e-04 -7.87159e-01 
6.03940e+01 3.30579e-04 -7.87025e-01 
6.04040e+01 3.30581e-04 -7.86891e-01 
6.04140e+01 3.30582e-04 -7.86757e-01 
6.04240e+01 3.30584e-04 -7.86623e-01 
6.04340e+01 3.30585e-04 -7.86489e-01 
6.04440e+01 3.30587e-04 -7.86355e-01 
6.04540e+01 3.30588e-04 -7.86222e-01 
6.04640e+01 3.30590e-04 -7.86088e-01 
6.04740e+01 3.30591e-04 -7.85954e-01 
6.04840e+01 3.30592e-04 -7.85820e-01 
6.04940e+01 3.30594e-04 -7.85687e-01 
6.05039e+01 3.30595e-04 -7.85553e-01 
6.05139e+01 3.30597e-04 -7.85420e-01 
6.05239e+01 3.30598e-04 -7.85286e-01 
6.05339e+01 3.30600e-04 -7.85153e-01 
6.05439e+01 3.30601e-04 -7.85019e-01 
6.05539e+01 3.30603e-04 -7.84886e-01 
6.05639e+01 3.30604e-04 -7.84753e-01 
6.05739e+01 3.30606e-04 -7.84619e-01 
6.05839e+01 3.30607e-04 -7.84486e-01 
6.05939e+01 3.30609e-04 -7.84353e-01 
6.06039e+01 3.30610e-04 -7.84220e-01 
6.06139e+01 3.30611e-04 -7.84087e-01 
6.06239e+01 3.30613e-04 -7.83954e-01 
6.06339e+01 3.30614e-04 -7.83821e-01 
6.06439e+01 3.30616e-04 -7.83688e-01 
6.06539e+01 3.30617e-04 -7.83555e-01 
6.06639e+01 3.30619e-04 -7.83422e-01 
6.06739e+01 3.30620e-04 -7.83289e-01 
6.06839e+01 3.30622e-04 -7.83157e-01 
6.06939e+01 3.30623e-04 -7.83024e-01 
6.07039e+01 3.30625e-04 -7.82891e-01 
6.07139e+01 3.30626e-04 -7.82759e-01 
6.07239e+01 3.30627e-04 -7.82626e-01 
6.07339e+01 3.30629e-04 -7.82493e-01 
6.07439e+01 3.30630e-04 -7.82361e-01 
6.07539e+01 3.30632e-04 -7.82228e-01 
6.07639e+01 3.30633e-04 -7.82096e-01 
6.07739e+01 3.30635e-04 -7.81964e-01 
6.07839e+01 3.30636e-04 -7.81831e-01 
6.07939e+01 3.30638e-04 -7.81699e-01 
6.08039e+01 3.30639e-04 -7.81567e-01 
6.08139e+01 3.30640e-04 -7.81435e-01 
6.08239e+01 3.30642e-04 -7.81303e-01 
6.08339e+01 3.30643e-04 -7.81171e-01 
6.08439e+01 3.30645e-04 -7.81039e-01 
6.08539e+01 3.30646e-04 -7.80907e-01 
6.08639e+01 3.30648e-04 -7.80775e-01 
6.08739e+01 3.30649e-04 -7.80643e-01 
6.08839e+01 3.30651e-04 -7.80511e-01 
6.08939e+01 3.30652e-04 -7.80379e-01 
6.09039e+01 3.30653e-04 -7.80247e-01 
6.09139e+01 3.30655e-04 -7.80116e-01 
6.09239e+01 3.30656e-04 -7.79984e-01 
6.09339e+01 3.30658e-04 -7.79852e-01 
6.09439e+01 3.30659e-04 -7.79721e-01 
6.09539e+01 3.30661e-04 -7.79589e-01 
6.09639e+01 3.30662e-04 -7.79458e-01 
6.09739e+01 3.30663e-04 -7.79326e-01 
6.09839e+01 3.30665e-04 -7.79195e-01 
6.09939e+01 3.30666e-04 -7.79063e-01 
6.10039e+01 3.30668e-04 -7.78932e-01 
6.10139e+01 3.30669e-04 -7.78801e-01 
6.10239e+01 3.30671e-04 -7.78670e-01 
6.10339e+01 3.30672e-04 -7.78538e-01 
6.10439e+01 3.30673e-04 -7.78407e-01 
6.10539e+01 3.30675e-04 -7.78276e-01 
6.10639e+01 3.30676e-04 -7.78145e-01 
6.10739e+01 3.30678e-04 -7.78014e-01 
6.10839e+01 3.30679e-04 -7.77883e-01 
6.10939e+01 3.30681e-04 -7.77752e-01 
6.11039e+01 3.30682e-04 -7.77621e-01 
6.11139e+01 3.30683e-04 -7.77491e-01 
6.11239e+01 3.30685e-04 -7.77360e-01 
6.11339e+01 3.30686e-04 -7.77229e-01 
6.11439e+01 3.30688e-04 -7.77098e-01 
6.11539e+01 3.30689e-04 -7.76968e-01 
6.11639e+01 3.30691e-04 -7.76837e-01 
6.11739e+01 3.30692e-04 -7.76707e-01 
6.11839e+01 3.30693e-04 -7.76576e-01 
6.11939e+01 3.30695e-04 -7.76446e-01 
6.12039e+01 3.30696e-04 -7.76315e-01 
6.12139e+01 3.30698e-04 -7.76185e-01 
6.12239e+01 3.30699e-04 -7.76055e-01 
6.12339e+01 3.30700e-04 -7.75924e-01 
6.12439e+01 3.30702e-04 -7.75794e-01 
6.12539e+01 3.30703e-04 -7.75664e-01 
6.12639e+01 3.30705e-04 -7.75534e-01 
6.12739e+01 3.30706e-04 -7.75404e-01 
6.12839e+01 3.30708e-04 -7.75273e-01 
6.12939e+01 3.30709e-04 -7.75143e-01 
6.13039e+01 3.30710e-04 -7.75013e-01 
6.13139e+01 3.30712e-04 -7.74884e-01 
6.13239e+01 3.30713e-04 -7.74754e-01 
6.13339e+01 3.30715e-04 -7.74624e-01 
6.13439e+01 3.30716e-04 -7.74494e-01 
6.13539e+01 3.30717e-04 -7.74364e-01 
6.13639e+01 3.30719e-04 -7.74234e-01 
6.13739e+01 3.30720e-04 -7.74105e-01 
6.13839e+01 3.30722e-04 -7.73975e-01 
6.13939e+01 3.30723e-04 -7.73846e-01 
6.14039e+01 3.30724e-04 -7.73716e-01 
6.14139e+01 3.30726e-04 -7.73587e-01 
6.14239e+01 3.30727e-04 -7.73457e-01 
6.14339e+01 3.30729e-04 -7.73328e-01 
6.14439e+01 3.30730e-04 -7.73198e-01 
6.14539e+01 3.30731e-04 -7.73069e-01 
6.14639e+01 3.30733e-04 -7.72940e-01 
6.14739e+01 3.30734e-04 -7.72811e-01 
6.14839e+01 3.30736e-04 -7.72681e-01 
6.14939e+01 3.30737e-04 -7.72552e-01 
6.15038e+01 3.30738e-04 -7.72423e-01 
6.15138e+01 3.30740e-04 -7.72294e-01 
6.15238e+01 3.30741e-04 -7.72165e-01 
6.15338e+01 3.30743e-04 -7.72036e-01 
6.15438e+01 3.30744e-04 -7.71907e-01 
6.15538e+01 3.30745e-04 -7.71778e-01 
6.15638e+01 3.30747e-04 -7.71649e-01 
6.15738e+01 3.30748e-04 -7.71521e-01 
6.15838e+01 3.30750e-04 -7.71392e-01 
6.15938e+01 3.30751e-04 -7.71263e-01 
6.16038e+01 3.30752e-04 -7.71135e-01 
6.16138e+01 3.30754e-04 -7.71006e-01 
6.16238e+01 3.30755e-04 -7.70877e-01 
6.16338e+01 3.30756e-04 -7.70749e-01 
6.16438e+01 3.30758e-04 -7.70620e-01 
6.16538e+01 3.30759e-04 -7.70492e-01 
6.16638e+01 3.30761e-04 -7.70363e-01 
6.16738e+01 3.30762e-04 -7.70235e-01 
6.16838e+01 3.30763e-04 -7.70107e-01 
6.16938e+01 3.30765e-04 -7.69979e-01 
6.17038e+01 3.30766e-04 -7.69850e-01 
6.17138e+01 3.30768e-04 -7.69722e-01 
6.17238e+01 3.30769e-04 -7.69594e-01 
6.17338e+01 3.30770e-04 -7.69466e-01 
6.17438e+01 3.30772e-04 -7.69338e-01 
6.17538e+01 3.30773e-04 -7.69210e-01 
6.17638e+01 3.30774e-04 -7.69082e-01 
6.17738e+01 3.30776e-04 -7.68954e-01 
6.17838e+01 3.30777e-04 -7.68826e-01 
6.17938e+01 3.30779e-04 -7.68698e-01 
6.18038e+01 3.30780e-04 -7.68570e-01 
6.18138e+01 3.30781e-04 -7.68443e-01 
6.18238e+01 3.30783e-04 -7.68315e-01 
6.18338e+01 3.30784e-04 -7.68187e-01 
6.18438e+01 3.30785e-04 -7.68060e-01 
6.18538e+01 3.30787e-04 -7.67932e-01 
6.18638e+01 3.30788e-04 -7.67804e-01 
6.18738e+01 3.30790e-04 -7.67677e-01 
6.18838e+01 3.30791e-04 -7.67550e-01 
6.18938e+01 3.30792e-04 -7.67422e-01 
6.19038e+01 3.30794e-04 -7.67295e-01 
6.19138e+01 3.30795e-04 -7.67167e-01 
6.19238e+01 3.30796e-04 -7.67040e-01 
6.19338e+01 3.30798e-04 -7.66913e-01 
6.19438e+01 3.30799e-04 -7.66786e-01 
6.19538e+01 3.30800e-04 -7.66659e-01 
6.19638e+01 3.30802e-04 -7.66531e-01 
6.19738e+01 3.30803e-04 -7.66404e-01 
6.19838e+01 3.30805e-04 -7.66277e-01 
6.19938e+01 3.30806e-04 -7.66150e-01 
6.20038e+01 3.30807e-04 -7.66023e-01 
6.20138e+01 3.30809e-04 -7.65897e-01 
6.20238e+01 3.30810e-04 -7.65770e-01 
6.20338e+01 3.30811e-04 -7.65643e-01 
6.20438e+01 3.30813e-04 -7.65516e-01 
6.20538e+01 3.30814e-04 -7.65389e-01 
6.20638e+01 3.30815e-04 -7.65263e-01 
6.20738e+01 3.30817e-04 -7.65136e-01 
6.20838e+01 3.30818e-04 -7.65009e-01 
6.20938e+01 3.30820e-04 -7.64883e-01 
6.21038e+01 3.30821e-04 -7.64756e-01 
6.21138e+01 3.30822e-04 -7.64630e-01 
6.21238e+01 3.30824e-04 -7.64503e-01 
6.21338e+01 3.30825e-04 -7.64377e-01 
6.21438e+01 3.30826e-04 -7.64251e-01 
6.21538e+01 3.30828e-04 -7.64124e-01 
6.21638e+01 3.30829e-04 -7.63998e-01 
6.21738e+01 3.30830e-04 -7.63872e-01 
6.21838e+01 3.30832e-04 -7.63746e-01 
6.21938e+01 3.30833e-04 -7.63620e-01 
6.22038e+01 3.30834e-04 -7.63493e-01 
6.22138e+01 3.30836e-04 -7.63367e-01 
6.22238e+01 3.30837e-04 -7.63241e-01 
6.22338e+01 3.30838e-04 -7.63115e-01 
6.22438e+01 3.30840e-04 -7.62990e-01 
6.22538e+01 3.30841e-04 -7.62864e-01 
