# frequency[Hz], mag, phase[deg]
2.85871e+01 3.15172e-04 -1.75005e+00 
2.85971e+01 3.15185e-04 -1.74935e+00 
2.86071e+01 3.15199e-04 -1.74866e+00 
2.86171e+01 3.15213e-04 -1.74796e+00 
2.86271e+01 3.15227e-04 -1.74727e+00 
2.86371e+01 3.15241e-04 -1.74658e+00 
2.86471e+01 3.15255e-04 -1.74589e+00 
2.86571e+01 3.15268e-04 -1.74520e+00 
2.86671e+01 3.15282e-04 -1.74451e+00 
2.86771e+01 3.15296e-04 -1.74382e+00 
2.86871e+01 3.15310e-04 -1.74313e+00 
2.86971e+01 3.15323e-04 -1.74244e+00 
2.87071e+01 3.15337e-04 -1.74175e+00 
2.87171e+01 3.15351e-04 -1.74106e+00 
2.87271e+01 3.15365e-04 -1.74038e+00 
2.87371e+01 3.15378e-04 -1.73969e+00 
2.87471e+01 3.15392e-04 -1.73900e+00 
2.87571e+01 3.15406e-04 -1.73832e+00 
2.87671e+01 3.15419e-04 -1.73763e+00 
2.87771e+01 3.15433e-04 -1.73695e+00 
2.87871e+01 3.15446e-04 -1.73627e+00 
2.87971e+01 3.15460e-04 -1.73558e+00 
2.88071e+01 3.15474e-04 -1.73490e+00 
2.88171e+01 3.15487e-04 -1.73422e+00 
2.88271e+01 3.15501e-04 -1.73354e+00 
2.88371e+01 3.15514e-04 -1.73286e+00 
2.88471e+01 3.15528e-04 -1.73218e+00 
2.88571e+01 3.15541e-04 -1.73150e+00 
2.88671e+01 3.15555e-04 -1.73082e+00 
2.88771e+01 3.15568e-04 -1.73014e+00 
2.88871e+01 3.15582e-04 -1.72946e+00 
2.88971e+01 3.15595e-04 -1.72878e+00 
2.89071e+01 3.15609e-04 -1.72811e+00 
2.89171e+01 3.15622e-04 -1.72743e+00 
2.89271e+01 3.15635e-04 -1.72676e+00 
2.89371e+01 3.15649e-04 -1.72608e+00 
2.89471e+01 3.15662e-04 -1.72541e+00 
2.89571e+01 3.15676e-04 -1.72473e+00 
2.89671e+01 3.15689e-04 -1.72406e+00 
2.89771e+01 3.15702e-04 -1.72338e+00 
2.89871e+01 3.15716e-04 -1.72271e+00 
2.89971e+01 3.15729e-04 -1.72204e+00 
2.90071e+01 3.15742e-04 -1.72137e+00 
2.90171e+01 3.15756e-04 -1.72070e+00 
2.90271e+01 3.15769e-04 -1.72003e+00 
2.90371e+01 3.15782e-04 -1.71936e+00 
2.90471e+01 3.15795e-04 -1.71869e+00 
2.90571e+01 3.15809e-04 -1.71802e+00 
2.90671e+01 3.15822e-04 -1.71735e+00 
2.90771e+01 3.15835e-04 -1.71669e+00 
2.90871e+01 3.15848e-04 -1.71602e+00 
2.90971e+01 3.15861e-04 -1.71535e+00 
2.91071e+01 3.15874e-04 -1.71469e+00 
2.91171e+01 3.15888e-04 -1.71402e+00 
2.91271e+01 3.15901e-04 -1.71336e+00 
2.91371e+01 3.15914e-04 -1.71269e+00 
2.91471e+01 3.15927e-04 -1.71203e+00 
2.91571e+01 3.15940e-04 -1.71137e+00 
2.91671e+01 3.15953e-04 -1.71070e+00 
2.91771e+01 3.15966e-04 -1.71004e+00 
2.91871e+01 3.15979e-04 -1.70938e+00 
2.91971e+01 3.15992e-04 -1.70872e+00 
2.92071e+01 3.16005e-04 -1.70806e+00 
2.92171e+01 3.16018e-04 -1.70740e+00 
2.92271e+01 3.16031e-04 -1.70674e+00 
2.92371e+01 3.16044e-04 -1.70608e+00 
2.92471e+01 3.16057e-04 -1.70542e+00 
2.92571e+01 3.16070e-04 -1.70476e+00 
2.92671e+01 3.16083e-04 -1.70411e+00 
2.92771e+01 3.16096e-04 -1.70345e+00 
2.92871e+01 3.16109e-04 -1.70279e+00 
2.92971e+01 3.16122e-04 -1.70214e+00 
2.93071e+01 3.16135e-04 -1.70148e+00 
2.93171e+01 3.16148e-04 -1.70083e+00 
2.93271e+01 3.16161e-04 -1.70017e+00 
2.93371e+01 3.16174e-04 -1.69952e+00 
2.93471e+01 3.16186e-04 -1.69887e+00 
2.93571e+01 3.16199e-04 -1.69822e+00 
2.93671e+01 3.16212e-04 -1.69756e+00 
2.93771e+01 3.16225e-04 -1.69691e+00 
2.93871e+01 3.16238e-04 -1.69626e+00 
2.93971e+01 3.16250e-04 -1.69561e+00 
2.94071e+01 3.16263e-04 -1.69496e+00 
2.94171e+01 3.16276e-04 -1.69431e+00 
2.94271e+01 3.16289e-04 -1.69366e+00 
2.94371e+01 3.16301e-04 -1.69301e+00 
2.94471e+01 3.16314e-04 -1.69237e+00 
2.94571e+01 3.16327e-04 -1.69172e+00 
2.94671e+01 3.16339e-04 -1.69107e+00 
2.94771e+01 3.16352e-04 -1.69043e+00 
2.94871e+01 3.16365e-04 -1.68978e+00 
2.94971e+01 3.16377e-04 -1.68914e+00 
2.95071e+01 3.16390e-04 -1.68849e+00 
2.95170e+01 3.16403e-04 -1.68785e+00 
2.95270e+01 3.16415e-04 -1.68720e+00 
2.95370e+01 3.16428e-04 -1.68656e+00 
2.95470e+01 3.16440e-04 -1.68592e+00 
2.95570e+01 3.16453e-04 -1.68528e+00 
2.95670e+01 3.16466e-04 -1.68463e+00 
2.95770e+01 3.16478e-04 -1.68399e+00 
2.95870e+01 3.16491e-04 -1.68335e+00 
2.95970e+01 3.16503e-04 -1.68271e+00 
2.96070e+01 3.16516e-04 -1.68207e+00 
2.96170e+01 3.16528e-04 -1.68143e+00 
2.96270e+01 3.16541e-04 -1.68080e+00 
2.96370e+01 3.16553e-04 -1.68016e+00 
2.96470e+01 3.16566e-04 -1.67952e+00 
2.96570e+01 3.16578e-04 -1.67888e+00 
2.96670e+01 3.16590e-04 -1.67825e+00 
2.96770e+01 3.16603e-04 -1.67761e+00 
2.96870e+01 3.16615e-04 -1.67697e+00 
2.96970e+01 3.16628e-04 -1.67634e+00 
2.97070e+01 3.16640e-04 -1.67571e+00 
2.97170e+01 3.16652e-04 -1.67507e+00 
2.97270e+01 3.16665e-04 -1.67444e+00 
2.97370e+01 3.16677e-04 -1.67381e+00 
2.97470e+01 3.16689e-04 -1.67317e+00 
2.97570e+01 3.16702e-04 -1.67254e+00 
2.97670e+01 3.16714e-04 -1.67191e+00 
2.97770e+01 3.16726e-04 -1.67128e+00 
2.97870e+01 3.16739e-04 -1.67065e+00 
2.97970e+01 3.16751e-04 -1.67002e+00 
2.98070e+01 3.16763e-04 -1.66939e+00 
2.98170e+01 3.16775e-04 -1.66876e+00 
2.98270e+01 3.16788e-04 -1.66813e+00 
2.98370e+01 3.16800e-04 -1.66750e+00 
2.98470e+01 3.16812e-04 -1.66688e+00 
2.98570e+01 3.16824e-04 -1.66625e+00 
2.98670e+01 3.16837e-04 -1.66562e+00 
2.98770e+01 3.16849e-04 -1.66500e+00 
2.98870e+01 3.16861e-04 -1.66437e+00 
2.98970e+01 3.16873e-04 -1.66375e+00 
2.99070e+01 3.16885e-04 -1.66312e+00 
2.99170e+01 3.16897e-04 -1.66250e+00 
2.99270e+01 3.16909e-04 -1.66187e+00 
2.99370e+01 3.16921e-04 -1.66125e+00 
2.99470e+01 3.16934e-04 -1.66063e+00 
2.99570e+01 3.16946e-04 -1.66001e+00 
2.99670e+01 3.16958e-04 -1.65938e+00 
2.99770e+01 3.16970e-04 -1.65876e+00 
2.99870e+01 3.16982e-04 -1.65814e+00 
2.99970e+01 3.16994e-04 -1.65752e+00 
3.00070e+01 3.17006e-04 -1.65690e+00 
3.00170e+01 3.17018e-04 -1.65628e+00 
3.00270e+01 3.17030e-04 -1.65567e+00 
3.00370e+01 3.17042e-04 -1.65505e+00 
3.00470e+01 3.17054e-04 -1.65443e+00 
3.00570e+01 3.17066e-04 -1.65381e+00 
3.00670e+01 3.17078e-04 -1.65320e+00 
3.00770e+01 3.17090e-04 -1.65258e+00 
3.00870e+01 3.17102e-04 -1.65196e+00 
3.00970e+01 3.17113e-04 -1.65135e+00 
3.01070e+01 3.17125e-04 -1.65073e+00 
3.01170e+01 3.17137e-04 -1.65012e+00 
3.01270e+01 3.17149e-04 -1.64951e+00 
3.01370e+01 3.17161e-04 -1.64889e+00 
3.01470e+01 3.17173e-04 -1.64828e+00 
3.01570e+01 3.17185e-04 -1.64767e+00 
3.01670e+01 3.17196e-04 -1.64705e+00 
3.01770e+01 3.17208e-04 -1.64644e+00 
3.01870e+01 3.17220e-04 -1.64583e+00 
3.01970e+01 3.17232e-04 -1.64522e+00 
3.02070e+01 3.17244e-04 -1.64461e+00 
3.02170e+01 3.17255e-04 -1.64400e+00 
3.02270e+01 3.17267e-04 -1.64339e+00 
3.02370e+01 3.17279e-04 -1.64278e+00 
3.02470e+01 3.17291e-04 -1.64218e+00 
3.02570e+01 3.17302e-04 -1.64157e+00 
3.02670e+01 3.17314e-04 -1.64096e+00 
3.02770e+01 3.17326e-04 -1.64035e+00 
3.02870e+01 3.17337e-04 -1.63975e+00 
3.02970e+01 3.17349e-04 -1.63914e+00 
3.03070e+01 3.17361e-04 -1.63854e+00 
3.03170e+01 3.17372e-04 -1.63793e+00 
3.03270e+01 3.17384e-04 -1.63733e+00 
3.03370e+01 3.17396e-04 -1.63672e+00 
3.03470e+01 3.17407e-04 -1.63612e+00 
3.03570e+01 3.17419e-04 -1.63552e+00 
3.03670e+01 3.17430e-04 -1.63492e+00 
3.03770e+01 3.17442e-04 -1.63431e+00 
3.03870e+01 3.17454e-04 -1.63371e+00 
3.03970e+01 3.17465e-04 -1.63311e+00 
3.04070e+01 3.17477e-04 -1.63251e+00 
3.04170e+01 3.17488e-04 -1.63191e+00 
3.04270e+01 3.17500e-04 -1.63131e+00 
3.04370e+01 3.17511e-04 -1.63071e+00 
3.04470e+01 3.17523e-04 -1.63011e+00 
3.04570e+01 3.17534e-04 -1.62951e+00 
3.04670e+01 3.17546e-04 -1.62892e+00 
3.04770e+01 3.17557e-04 -1.62832e+00 
3.04870e+01 3.17569e-04 -1.62772e+00 
3.04970e+01 3.17580e-04 -1.62712e+00 
3.05069e+01 3.17592e-04 -1.62653e+00 
3.05169e+01 3.17603e-04 -1.62593e+00 
3.05269e+01 3.17614e-04 -1.62534e+00 
3.05369e+01 3.17626e-04 -1.62474e+00 
3.05469e+01 3.17637e-04 -1.62415e+00 
3.05569e+01 3.17649e-04 -1.62355e+00 
3.05669e+01 3.17660e-04 -1.62296e+00 
3.05769e+01 3.17671e-04 -1.62237e+00 
3.05869e+01 3.17683e-04 -1.62178e+00 
3.05969e+01 3.17694e-04 -1.62118e+00 
3.06069e+01 3.17705e-04 -1.62059e+00 
3.06169e+01 3.17717e-04 -1.62000e+00 
3.06269e+01 3.17728e-04 -1.61941e+00 
3.06369e+01 3.17739e-04 -1.61882e+00 
3.06469e+01 3.17750e-04 -1.61823e+00 
3.06569e+01 3.17762e-04 -1.61764e+00 
3.06669e+01 3.17773e-04 -1.61705e+00 
3.06769e+01 3.17784e-04 -1.61646e+00 
3.06869e+01 3.17795e-04 -1.61588e+00 
3.06969e+01 3.17807e-04 -1.61529e+00 
3.07069e+01 3.17818e-04 -1.61470e+00 
3.07169e+01 3.17829e-04 -1.61412e+00 
3.07269e+01 3.17840e-04 -1.61353e+00 
3.07369e+01 3.17851e-04 -1.61294e+00 
3.07469e+01 3.17863e-04 -1.61236e+00 
3.07569e+01 3.17874e-04 -1.61177e+00 
3.07669e+01 3.17885e-04 -1.61119e+00 
3.07769e+01 3.17896e-04 -1.61061e+00 
3.07869e+01 3.17907e-04 -1.61002e+00 
3.07969e+01 3.17918e-04 -1.60944e+00 
3.08069e+01 3.17929e-04 -1.60886e+00 
3.08169e+01 3.17940e-04 -1.60827e+00 
3.08269e+01 3.17952e-04 -1.60769e+00 
3.08369e+01 3.17963e-04 -1.60711e+00 
3.08469e+01 3.17974e-04 -1.60653e+00 
3.08569e+01 3.17985e-04 -1.60595e+00 
3.08669e+01 3.17996e-04 -1.60537e+00 
3.08769e+01 3.18007e-04 -1.60479e+00 
3.08869e+01 3.18018e-04 -1.60421e+00 
3.08969e+01 3.18029e-04 -1.60363e+00 
3.09069e+01 3.18040e-04 -1.60305e+00 
3.09169e+01 3.18051e-04 -1.60248e+00 
3.09269e+01 3.18062e-04 -1.60190e+00 
3.09369e+01 3.18073e-04 -1.60132e+00 
3.09469e+01 3.18084e-04 -1.60075e+00 
3.09569e+01 3.18095e-04 -1.60017e+00 
3.09669e+01 3.18106e-04 -1.59959e+00 
3.09769e+01 3.18117e-04 -1.59902e+00 
3.09869e+01 3.18127e-04 -1.59844e+00 
3.09969e+01 3.18138e-04 -1.59787e+00 
3.10069e+01 3.18149e-04 -1.59730e+00 
3.10169e+01 3.18160e-04 -1.59672e+00 
3.10269e+01 3.18171e-04 -1.59615e+00 
3.10369e+01 3.18182e-04 -1.59558e+00 
3.10469e+01 3.18193e-04 -1.59501e+00 
3.10569e+01 3.18203e-04 -1.59443e+00 
3.10669e+01 3.18214e-04 -1.59386e+00 
3.10769e+01 3.18225e-04 -1.59329e+00 
3.10869e+01 3.18236e-04 -1.59272e+00 
3.10969e+01 3.18247e-04 -1.59215e+00 
3.11069e+01 3.18258e-04 -1.59158e+00 
3.11169e+01 3.18268e-04 -1.59101e+00 
3.11269e+01 3.18279e-04 -1.59044e+00 
3.11369e+01 3.18290e-04 -1.58987e+00 
3.11469e+01 3.18301e-04 -1.58931e+00 
3.11569e+01 3.18311e-04 -1.58874e+00 
3.11669e+01 3.18322e-04 -1.58817e+00 
3.11769e+01 3.18333e-04 -1.58761e+00 
3.11869e+01 3.18343e-04 -1.58704e+00 
3.11969e+01 3.18354e-04 -1.58647e+00 
3.12069e+01 3.18365e-04 -1.58591e+00 
3.12169e+01 3.18375e-04 -1.58534e+00 
3.12269e+01 3.18386e-04 -1.58478e+00 
3.12369e+01 3.18397e-04 -1.58421e+00 
3.12469e+01 3.18407e-04 -1.58365e+00 
3.12569e+01 3.18418e-04 -1.58309e+00 
3.12669e+01 3.18429e-04 -1.58253e+00 
3.12769e+01 3.18439e-04 -1.58196e+00 
3.12869e+01 3.18450e-04 -1.58140e+00 
3.12969e+01 3.18460e-04 -1.58084e+00 
3.13069e+01 3.18471e-04 -1.58028e+00 
3.13169e+01 3.18482e-04 -1.57972e+00 
3.13269e+01 3.18492e-04 -1.57916e+00 
3.13369e+01 3.18503e-04 -1.57860e+00 
3.13469e+01 3.18513e-04 -1.57804e+00 
3.13569e+01 3.18524e-04 -1.57748e+00 
3.13669e+01 3.18534e-04 -1.57692e+00 
3.13769e+01 3.18545e-04 -1.57636e+00 
3.13869e+01 3.18555e-04 -1.57580e+00 
3.13969e+01 3.18566e-04 -1.57525e+00 
3.14069e+01 3.18576e-04 -1.57469e+00 
3.14169e+01 3.18587e-04 -1.57413e+00 
3.14269e+01 3.18597e-04 -1.57358e+00 
3.14369e+01 3.18608e-04 -1.57302e+00 
3.14469e+01 3.18618e-04 -1.57246e+00 
3.14569e+01 3.18629e-04 -1.57191e+00 
3.14669e+01 3.18639e-04 -1.57136e+00 
3.14769e+01 3.18649e-04 -1.57080e+00 
3.14869e+01 3.18660e-04 -1.57025e+00 
3.14969e+01 3.18670e-04 -1.56969e+00 
3.15069e+01 3.18681e-04 -1.56914e+00 
3.15168e+01 3.18691e-04 -1.56859e+00 
3.15268e+01 3.18701e-04 -1.56804e+00 
3.15368e+01 3.18712e-04 -1.56748e+00 
3.15468e+01 3.18722e-04 -1.56693e+00 
3.15568e+01 3.18732e-04 -1.56638e+00 
3.15668e+01 3.18743e-04 -1.56583e+00 
3.15768e+01 3.18753e-04 -1.56528e+00 
3.15868e+01 3.18763e-04 -1.56473e+00 
3.15968e+01 3.18773e-04 -1.56418e+00 
3.16068e+01 3.18784e-04 -1.56363e+00 
3.16168e+01 3.18794e-04 -1.56309e+00 
3.16268e+01 3.18804e-04 -1.56254e+00 
3.16368e+01 3.18815e-04 -1.56199e+00 
3.16468e+01 3.18825e-04 -1.56144e+00 
3.16568e+01 3.18835e-04 -1.56090e+00 
3.16668e+01 3.18845e-04 -1.56035e+00 
3.16768e+01 3.18855e-04 -1.55980e+00 
3.16868e+01 3.18866e-04 -1.55926e+00 
3.16968e+01 3.18876e-04 -1.55871e+00 
3.17068e+01 3.18886e-04 -1.55817e+00 
3.17168e+01 3.18896e-04 -1.55762e+00 
3.17268e+01 3.18906e-04 -1.55708e+00 
3.17368e+01 3.18917e-04 -1.55653e+00 
3.17468e+01 3.18927e-04 -1.55599e+00 
3.17568e+01 3.18937e-04 -1.55545e+00 
3.17668e+01 3.18947e-04 -1.55491e+00 
3.17768e+01 3.18957e-04 -1.55436e+00 
3.17868e+01 3.18967e-04 -1.55382e+00 
3.17968e+01 3.18977e-04 -1.55328e+00 
3.18068e+01 3.18987e-04 -1.55274e+00 
3.18168e+01 3.18997e-04 -1.55220e+00 
3.18268e+01 3.19008e-04 -1.55166e+00 
3.18368e+01 3.19018e-04 -1.55112e+00 
3.18468e+01 3.19028e-04 -1.55058e+00 
3.18568e+01 3.19038e-04 -1.55004e+00 
3.18668e+01 3.19048e-04 -1.54950e+00 
3.18768e+01 3.19058e-04 -1.54896e+00 
3.18868e+01 3.19068e-04 -1.54843e+00 
3.18968e+01 3.19078e-04 -1.54789e+00 
3.19068e+01 3.19088e-04 -1.54735e+00 
3.19168e+01 3.19098e-04 -1.54682e+00 
3.19268e+01 3.19108e-04 -1.54628e+00 
3.19368e+01 3.19118e-04 -1.54574e+00 
3.19468e+01 3.19128e-04 -1.54521e+00 
3.19568e+01 3.19138e-04 -1.54467e+00 
3.19668e+01 3.19147e-04 -1.54414e+00 
3.19768e+01 3.19157e-04 -1.54360e+00 
3.19868e+01 3.19167e-04 -1.54307e+00 
3.19968e+01 3.19177e-04 -1.54254e+00 
3.20068e+01 3.19187e-04 -1.54200e+00 
3.20168e+01 3.19197e-04 -1.54147e+00 
3.20268e+01 3.19207e-04 -1.54094e+00 
3.20368e+01 3.19217e-04 -1.54041e+00 
3.20468e+01 3.19227e-04 -1.53987e+00 
3.20568e+01 3.19237e-04 -1.53934e+00 
3.20668e+01 3.19246e-04 -1.53881e+00 
3.20768e+01 3.19256e-04 -1.53828e+00 
3.20868e+01 3.19266e-04 -1.53775e+00 
3.20968e+01 3.19276e-04 -1.53722e+00 
3.21068e+01 3.19286e-04 -1.53669e+00 
3.21168e+01 3.19295e-04 -1.53616e+00 
3.21268e+01 3.19305e-04 -1.53563e+00 
3.21368e+01 3.19315e-04 -1.53511e+00 
3.21468e+01 3.19325e-04 -1.53458e+00 
3.21568e+01 3.19335e-04 -1.53405e+00 
3.21668e+01 3.19344e-04 -1.53352e+00 
3.21768e+01 3.19354e-04 -1.53300e+00 
3.21868e+01 3.19364e-04 -1.53247e+00 
3.21968e+01 3.19374e-04 -1.53194e+00 
3.22068e+01 3.19383e-04 -1.53142e+00 
3.22168e+01 3.19393e-04 -1.53089e+00 
3.22268e+01 3.19403e-04 -1.53037e+00 
3.22368e+01 3.19412e-04 -1.52984e+00 
3.22468e+01 3.19422e-04 -1.52932e+00 
3.22568e+01 3.19432e-04 -1.52880e+00 
3.22668e+01 3.19441e-04 -1.52827e+00 
3.22768e+01 3.19451e-04 -1.52775e+00 
3.22868e+01 3.19461e-04 -1.52723e+00 
3.22968e+01 3.19470e-04 -1.52671e+00 
3.23068e+01 3.19480e-04 -1.52618e+00 
3.23168e+01 3.19490e-04 -1.52566e+00 
3.23268e+01 3.19499e-04 -1.52514e+00 
3.23368e+01 3.19509e-04 -1.52462e+00 
3.23468e+01 3.19518e-04 -1.52410e+00 
3.23568e+01 3.19528e-04 -1.52358e+00 
3.23668e+01 3.19537e-04 -1.52306e+00 
3.23768e+01 3.19547e-04 -1.52254e+00 
3.23868e+01 3.19557e-04 -1.52202e+00 
3.23968e+01 3.19566e-04 -1.52150e+00 
3.24068e+01 3.19576e-04 -1.52099e+00 
3.24168e+01 3.19585e-04 -1.52047e+00 
3.24268e+01 3.19595e-04 -1.51995e+00 
3.24368e+01 3.19604e-04 -1.51943e+00 
3.24468e+01 3.19614e-04 -1.51892e+00 
3.24568e+01 3.19623e-04 -1.51840e+00 
3.24668e+01 3.19633e-04 -1.51789e+00 
3.24768e+01 3.19642e-04 -1.51737e+00 
3.24868e+01 3.19652e-04 -1.51685e+00 
3.24968e+01 3.19661e-04 -1.51634e+00 
3.25067e+01 3.19671e-04 -1.51583e+00 
3.25167e+01 3.19680e-04 -1.51531e+00 
3.25267e+01 3.19689e-04 -1.51480e+00 
3.25367e+01 3.19699e-04 -1.51428e+00 
3.25467e+01 3.19708e-04 -1.51377e+00 
3.25567e+01 3.19718e-04 -1.51326e+00 
3.25667e+01 3.19727e-04 -1.51275e+00 
3.25767e+01 3.19737e-04 -1.51223e+00 
3.25867e+01 3.19746e-04 -1.51172e+00 
3.25967e+01 3.19755e-04 -1.51121e+00 
3.26067e+01 3.19765e-04 -1.51070e+00 
3.26167e+01 3.19774e-04 -1.51019e+00 
3.26267e+01 3.19783e-04 -1.50968e+00 
3.26367e+01 3.19793e-04 -1.50917e+00 
3.26467e+01 3.19802e-04 -1.50866e+00 
3.26567e+01 3.19811e-04 -1.50815e+00 
3.26667e+01 3.19821e-04 -1.50764e+00 
3.26767e+01 3.19830e-04 -1.50713e+00 
3.26867e+01 3.19839e-04 -1.50663e+00 
3.26967e+01 3.19849e-04 -1.50612e+00 
3.27067e+01 3.19858e-04 -1.50561e+00 
3.27167e+01 3.19867e-04 -1.50510e+00 
3.27267e+01 3.19876e-04 -1.50460e+00 
3.27367e+01 3.19886e-04 -1.50409e+00 
3.27467e+01 3.19895e-04 -1.50359e+00 
3.27567e+01 3.19904e-04 -1.50308e+00 
3.27667e+01 3.19913e-04 -1.50258e+00 
3.27767e+01 3.19923e-04 -1.50207e+00 
3.27867e+01 3.19932e-04 -1.50157e+00 
3.27967e+01 3.19941e-04 -1.50106e+00 
3.28067e+01 3.19950e-04 -1.50056e+00 
3.28167e+01 3.19959e-04 -1.50005e+00 
3.28267e+01 3.19968e-04 -1.49955e+00 
3.28367e+01 3.19978e-04 -1.49905e+00 
3.28467e+01 3.19987e-04 -1.49855e+00 
3.28567e+01 3.19996e-04 -1.49804e+00 
3.28667e+01 3.20005e-04 -1.49754e+00 
3.28767e+01 3.20014e-04 -1.49704e+00 
3.28867e+01 3.20023e-04 -1.49654e+00 
3.28967e+01 3.20032e-04 -1.49604e+00 
3.29067e+01 3.20042e-04 -1.49554e+00 
3.29167e+01 3.20051e-04 -1.49504e+00 
3.29267e+01 3.20060e-04 -1.49454e+00 
3.29367e+01 3.20069e-04 -1.49404e+00 
3.29467e+01 3.20078e-04 -1.49354e+00 
3.29567e+01 3.20087e-04 -1.49304e+00 
3.29667e+01 3.20096e-04 -1.49255e+00 
3.29767e+01 3.20105e-04 -1.49205e+00 
3.29867e+01 3.20114e-04 -1.49155e+00 
3.29967e+01 3.20123e-04 -1.49105e+00 
3.30067e+01 3.20132e-04 -1.49056e+00 
3.30167e+01 3.20141e-04 -1.49006e+00 
3.30267e+01 3.20150e-04 -1.48956e+00 
3.30367e+01 3.20159e-04 -1.48907e+00 
3.30467e+01 3.20168e-04 -1.48857e+00 
3.30567e+01 3.20177e-04 -1.48808e+00 
3.30667e+01 3.20186e-04 -1.48758e+00 
3.30767e+01 3.20195e-04 -1.48709e+00 
3.30867e+01 3.20204e-04 -1.48660e+00 
3.30967e+01 3.20213e-04 -1.48610e+00 
3.31067e+01 3.20222e-04 -1.48561e+00 
3.31167e+01 3.20231e-04 -1.48512e+00 
3.31267e+01 3.20240e-04 -1.48462e+00 
3.31367e+01 3.20249e-04 -1.48413e+00 
3.31467e+01 3.20258e-04 -1.48364e+00 
3.31567e+01 3.20267e-04 -1.48315e+00 
3.31667e+01 3.20276e-04 -1.48266e+00 
3.31767e+01 3.20284e-04 -1.48216e+00 
3.31867e+01 3.20293e-04 -1.48167e+00 
3.31967e+01 3.20302e-04 -1.48118e+00 
3.32067e+01 3.20311e-04 -1.48069e+00 
3.32167e+01 3.20320e-04 -1.48020e+00 
3.32267e+01 3.20329e-04 -1.47971e+00 
3.32367e+01 3.20338e-04 -1.47923e+00 
3.32467e+01 3.20346e-04 -1.47874e+00 
3.32567e+01 3.20355e-04 -1.47825e+00 
3.32667e+01 3.20364e-04 -1.47776e+00 
3.32767e+01 3.20373e-04 -1.47727e+00 
3.32867e+01 3.20382e-04 -1.47679e+00 
3.32967e+01 3.20391e-04 -1.47630e+00 
3.33067e+01 3.20399e-04 -1.47581e+00 
3.33167e+01 3.20408e-04 -1.47533e+00 
3.33267e+01 3.20417e-04 -1.47484e+00 
3.33367e+01 3.20426e-04 -1.47435e+00 
3.33467e+01 3.20434e-04 -1.47387e+00 
3.33567e+01 3.20443e-04 -1.47338e+00 
3.33667e+01 3.20452e-04 -1.47290e+00 
3.33767e+01 3.20461e-04 -1.47242e+00 
3.33867e+01 3.20469e-04 -1.47193e+00 
3.33967e+01 3.20478e-04 -1.47145e+00 
3.34067e+01 3.20487e-04 -1.47096e+00 
3.34167e+01 3.20495e-04 -1.47048e+00 
3.34267e+01 3.20504e-04 -1.47000e+00 
3.34367e+01 3.20513e-04 -1.46952e+00 
3.34467e+01 3.20521e-04 -1.46903e+00 
3.34567e+01 3.20530e-04 -1.46855e+00 
3.34667e+01 3.20539e-04 -1.46807e+00 
3.34767e+01 3.20547e-04 -1.46759e+00 
3.34867e+01 3.20556e-04 -1.46711e+00 
3.34967e+01 3.20565e-04 -1.46663e+00 
3.35067e+01 3.20573e-04 -1.46615e+00 
3.35166e+01 3.20582e-04 -1.46567e+00 
3.35266e+01 3.20591e-04 -1.46519e+00 
3.35366e+01 3.20599e-04 -1.46471e+00 
3.35466e+01 3.20608e-04 -1.46423e+00 
3.35566e+01 3.20616e-04 -1.46375e+00 
3.35666e+01 3.20625e-04 -1.46328e+00 
3.35766e+01 3.20634e-04 -1.46280e+00 
3.35866e+01 3.20642e-04 -1.46232e+00 
3.35966e+01 3.20651e-04 -1.46184e+00 
3.36066e+01 3.20659e-04 -1.46137e+00 
3.36166e+01 3.20668e-04 -1.46089e+00 
3.36266e+01 3.20676e-04 -1.46042e+00 
3.36366e+01 3.20685e-04 -1.45994e+00 
3.36466e+01 3.20693e-04 -1.45946e+00 
3.36566e+01 3.20702e-04 -1.45899e+00 
3.36666e+01 3.20710e-04 -1.45851e+00 
3.36766e+01 3.20719e-04 -1.45804e+00 
3.36866e+01 3.20727e-04 -1.45757e+00 
3.36966e+01 3.20736e-04 -1.45709e+00 
3.37066e+01 3.20744e-04 -1.45662e+00 
3.37166e+01 3.20753e-04 -1.45614e+00 
3.37266e+01 3.20761e-04 -1.45567e+00 
3.37366e+01 3.20770e-04 -1.45520e+00 
3.37466e+01 3.20778e-04 -1.45473e+00 
3.37566e+01 3.20787e-04 -1.45426e+00 
3.37666e+01 3.20795e-04 -1.45378e+00 
3.37766e+01 3.20804e-04 -1.45331e+00 
3.37866e+01 3.20812e-04 -1.45284e+00 
3.37966e+01 3.20820e-04 -1.45237e+00 
3.38066e+01 3.20829e-04 -1.45190e+00 
3.38166e+01 3.20837e-04 -1.45143e+00 
3.38266e+01 3.20846e-04 -1.45096e+00 
3.38366e+01 3.20854e-04 -1.45049e+00 
3.38466e+01 3.20862e-04 -1.45002e+00 
3.38566e+01 3.20871e-04 -1.44955e+00 
3.38666e+01 3.20879e-04 -1.44908e+00 
3.38766e+01 3.20887e-04 -1.44862e+00 
3.38866e+01 3.20896e-04 -1.44815e+00 
3.38966e+01 3.20904e-04 -1.44768e+00 
3.39066e+01 3.20912e-04 -1.44721e+00 
3.39166e+01 3.20921e-04 -1.44675e+00 
3.39266e+01 3.20929e-04 -1.44628e+00 
3.39366e+01 3.20937e-04 -1.44581e+00 
3.39466e+01 3.20946e-04 -1.44535e+00 
