# name:None
# gps:None
# tlen:3600.0
# fs:0.0166666666667
0.000000 nan
60.000000 nan
120.000000 nan
180.000000 nan
240.000000 nan
300.000000 nan
360.000000 nan
420.000000 nan
480.000000 nan
540.000000 nan
600.000000 nan
660.000000 nan
720.000000 nan
780.000000 nan
840.000000 nan
900.000000 nan
960.000000 nan
1020.000000 nan
1080.000000 nan
1140.000000 nan
1200.000000 nan
1260.000000 nan
1320.000000 nan
1380.000000 nan
1440.000000 nan
1500.000000 nan
1560.000000 nan
1620.000000 nan
1680.000000 nan
1740.000000 1084107524796848096983148500430103584660062240900235224317730443216527781317547248509512375638548693629218809617845766227142724632184345056437940780141373037964091932185836950924150082043614477907258188293557600691695320982948601847751513505098323256194244496411521432050521510066411759074180632235999232.000000
1800.000000 294907965792237921852803487983077930124719369622117277942559034854352990197374383293130469951434006427152213119085885246990481821245996763543914679720142248488889171158557098864061437056662696123824890500619862589103573078292250105763657560543499506872621950089096107638647250846389723662981917573120.000000
1860.000000 80005860399300521970558636651120355590316461114686717939023613598316829903529061445540346587845590822426548906808601828629495581975223316297304160765310952013547600459924390628754483417519887402128591851948591812374510016468501134143445625599150721707629864639438796483575399235187075985082155008.000000
1920.000000 22254665500112085752524479519168274359976625010066683695042517982080433398292023973007086446978202058807649603578602690317760144482493259959716597028152917185356330303057162036400019382351847380086621611828996833912712162785759183390870581444993845915266796459027957778497102413156925006938112.000000
1980.000000 6000560906633906434556673031055391451418272485887789228104735028966605010044532577311454399390074289054473898154981185036124321709562313707581007227049366821909723563600783134939414827433203384158526800426889775295139139849734425480517886841237900697214785433838003778818469271236270620672.000000
2040.000000 1611401993854731695000613840776539293415552511851520960173746572310820777110825853845689863506370630001580426667812891038889547559691259835212917194145563189309997220445370174837060262121279262184276313955936205195008797236347889267941252561248352451162408568780460362892847860190019584.000000
2100.000000 444292107428594901227371877215321808321819964402502624937820356894503580944656814843580701866962007428191162081228206268831760139035263235387410527919555633057700732939899422954915137463059901541780252533078532310559522875715773797278318734592057578510132524549688232302871266197504.000000
2160.000000 122337115281858003413375886469775625725121922702664292165807363696651797824446878986452854040497717516753720655523082819692344397750088780254081730175310504872592062707588401265642791490883654324034875518445930245324716305480111168541096499044152996729499720437573222272426049536.000000
2220.000000 32940275387921252389632475319698936842617785833640314406665901299593942763124358512085653216237866781820238460665631275121705094257718719991629120171325031801449759958571613709955417570056893317540276998249328706415129453133609506875966752643948430855717641057734754035564544.000000
2280.000000 9217093022003518980224209727278423730291646179874076166371513956706801793756891741293807447796780235425670452636634455236017883635483420680729338199042940082710432205610537384739076556718390564735540295107554770793172129779567557801841216131414776164946533888962812968960.000000
2340.000000 2426813176308179246638553181055023744393098476656003592558286587452822013563832129285075902361249548701052790710934565823599066584160332502525221910988287972500902834379423178057541821759213414231011547498903108317509068316421936869864120563809709025502381916945383424.000000
2400.000000 666251927573572197971741268548781355769175226244544211484455986782292763623770428970427648464761505028110985588636897252696281531880795501594244155488079546102251385153878853117002894894588713601623357052645117445646453124304568994801415665264571900147021899628544.000000
2460.000000 178778808442690915109194129550157156998845718371998483414949817924808659092228632811587559208096719605306406589632857035812776569548789112319938104692543956679499696245014846679530449951582244780686152201497527154635973061661039656006795537380706948907316281344.000000
2520.000000 47367952910312222626014105154104693645853222205021435772696368072535774900345926659305581700801288595828802336045416938923416101385877558542106355304067431466739768882904723102816156715927649537538191988113422640922084601911711286286521809430674646448996352.000000
2580.000000 12763826198487220058006768764530949258652716486052938467115963902308947133553691554836653481927049638632603410309394664109368170919727589924647816702551613400460704086650291750097143425813366197040090517147395239677819315454088852318927463347889048125440.000000
2640.000000 3563108078224337582549542714034789450161049571932555955680666693109511066438988746763883925203276574689265096877223934152196395754584389645659781541817390715989160411432080333019035823668597216748652945710954802141101402056983304178051550305367097344.000000
2700.000000 970294433173574922465012547052479415981912915106256603159439352852027750369423699174550237231263961461370652621229568799528075892785098458944749258796106716166798836384628880817983233753716465111659381274219219102615172161846042739622054253821952.000000
2760.000000 263720915653114660170783021377814298947713757057621697716623884517180487152800526886056921687862043099479053952346546565109169921165010307953500089495394820492421619099804061126985881199946575856298693334082674324868010713276678965466450886656.000000
2820.000000 70891425291450313935557392919147618627509017397609639292008961459874044727125467897856538655032734512305213991678270526873274105994565772280825411190278715228125970953489043235497119566706452558351360636620945301677486977352469359020212224.000000
2880.000000 19147734933092143145836762019543639856789060413235028226813467096806989045391141135406045152680323725979260650007630250467822034161173478687652535910260329445451062018198748710428149390529841808021772485924119300951898078418025247145984.000000
2940.000000 5086604761085541926614945808063531045975640891423990203169523281798656731213592954643474029518120276685512524661961561842120392015246551640635018884167744738155260463274336618563888775313340825002463067737388609851437449013079572480.000000
3000.000000 1368091145914250097104169032031382314251914960671950793500221541333670743892394484460924813030099130361272770406972984503951446193310246135191114857373658178643983744015117223724255086735813048174829707435142206660907451260338176.000000
3060.000000 376377963113264948771292526897936992088619985261810622028888749622949461604006837027153850912742506547295253119356862283118035600704187502769044853782596515276906890889077942351875421366059979383030695134632100308725820030976.000000
3120.000000 101994785253340332719643240904597380471561408292469470179369072125703336238036002555889807249360121034965802265995583762839971700379033921570797262872795974991878144942257444097145130987264417413245232293878772367924133888.000000
3180.000000 28070786960234463010699864708525657164321614667892808551903892261833441358225964496645457918198734093272101626539261755999282748936699590846796209964565439140915776734432922095195782137978902528891920974420570420543488.000000
3240.000000 7695672279965460152176653499501665786226693853600603643293975610586806882323833208826017736880063802828905528423242612815859008762177268153119325813811163130095291727238236939948699646360108646792327716934015516672.000000
3300.000000 2133846733970420819237180925380937089022523023407809046294725934787524290682931327757170324470311658748079151897621255537122279576399447682229414722427834241288217393649284361736163656834353877633074622422319104.000000
3360.000000 583876017570212452184276802113368034460238429735340767058943006523930434362708349736580380055191885625999968273142773891679572625809033590184202812225513154145270499998914135668703430677408187404459628822528.000000
3420.000000 156273765399517126101703689267817946558044804194743928567368164463187500138442717016794692548221496439584907696523636544809767469364717342058672773854088278405852202338891140934434776990494059337074343936.000000
3480.000000 42995030932240410415182078217025655753847038483887691069859250379701055684606117978606465036132106704650502594079269197295041010863663342435957230180399812954120202765157287258191660331254557110697984.000000
3540.000000 12983700816201182439116200745578636459677880724988484233874842959764828041271468116173734234292018806696777856086489694792678162660278369804949693601181311254142691642388456880235459369357411352576.000000
