#Frequency[Hz] NS_woA  WE_woA  Z_woA NS_wA WE_wA Z_wA            
40.117188 5.16319E-11 2.54346E-11 9.90074E-12 2.50627E-11 1.67904E-11 3.82335E-12
40.125  5.53739E-11 2.03276E-11 1.12605E-11 2.83712E-11 1.76724E-11 4.06856E-12
40.132812 3.96024E-11 1.84762E-11 1.86674E-11 1.94323E-11 1.26991E-11 3.27145E-12
40.140625 3.54049E-11 1.98511E-11 2.11946E-11 2.33227E-11 1.17936E-11 4.30067E-12
40.148438 4.10618E-11 2.71398E-11 1.78219E-11 2.54185E-11 1.24834E-11 4.40287E-12
40.15625  4.53691E-11 2.89981E-11 2.05398E-11 1.49991E-11 1.01464E-11 4.0951E-12
40.164062 3.19416E-11 2.11507E-11 2.02982E-11 2.17674E-11 1.07122E-11 3.15197E-12
40.171875 5.26272E-11 1.92669E-11 1.5932E-11  1.97737E-11 1.15752E-11 2.9928E-12
40.179688 6.07664E-11 1.81144E-11 1.20333E-11 1.63209E-11 9.88314E-12 3.26444E-12
40.1875 5.25588E-11 2.45064E-11 1.98537E-11 2.59033E-11 1.47787E-11 2.76572E-12
40.195312 3.09087E-11 2.11706E-11 1.84221E-11 2.14392E-11 1.14107E-11 2.18109E-12
40.203125 3.65191E-11 1.35173E-11 1.78089E-11 1.49871E-11 1.26386E-11 3.58694E-12
40.210938 5.45551E-11 2.38398E-11 1.56625E-11 1.29878E-11 1.28474E-11 4.29838E-12
40.21875  5.50117E-11 2.74573E-11 1.85307E-11 1.34448E-11 1.37151E-11 2.64257E-12
40.226562 5.6489E-11  3.32849E-11 2.03127E-11 1.16033E-11 8.20163E-12 4.2825E-12
40.234375 4.50258E-11 2.9062E-11  2.5515E-11  1.41825E-11 1.05638E-11 3.77036E-12
40.242188 4.10855E-11 1.76231E-11 2.08741E-11 2.12641E-11 1.20954E-11 3.24724E-12
40.25 4.81756E-11 8.15429E-12 2.06666E-11 1.94837E-11 8.71424E-12 5.09086E-12
40.257812 5.49009E-11 2.89999E-11 2.67147E-11 1.89271E-11 1.27865E-11 4.00814E-12
40.265625 6.35161E-11 4.53594E-11 3.19568E-11 2.65981E-11 1.92727E-11 2.56334E-12
40.273438 3.48995E-11 4.12923E-11 3.04379E-11 3.02189E-11 1.92299E-11 3.64442E-12
40.28125  4.64287E-11 2.64239E-11 2.73928E-11 2.11132E-11 1.16716E-11 2.93993E-12
40.289062 3.93053E-11 2.03862E-11 1.66322E-11 1.85629E-11 1.33639E-11 2.26623E-12
40.296875 3.64791E-11 1.92205E-11 2.65736E-11 1.66771E-11 1.35128E-11 3.74704E-12
40.304688 2.38293E-11 1.43782E-11 2.68562E-11 1.80686E-11 9.36623E-12 4.37242E-12
40.3125 3.26514E-11 1.73334E-11 1.46277E-11 1.801E-11 8.71275E-12 3.69951E-12
40.320312 4.95262E-11 2.38701E-11 2.86978E-11 1.81136E-11 1.26001E-11 4.44556E-12
40.328125 3.95152E-11 1.77951E-11 2.52784E-11 2.45389E-11 1.59452E-11 3.6118E-12
40.335938 1.85863E-11 1.22913E-11 2.17928E-11 2.5057E-11  1.83973E-11 2.91911E-12
40.34375  3.40001E-11 1.96032E-11 2.47778E-11 2.75185E-11 1.85282E-11 4.90257E-12
40.351562 4.4591E-11  2.46322E-11 2.23238E-11 2.36361E-11 1.32456E-11 4.02199E-12
40.359375 4.48965E-11 2.88509E-11 1.87937E-11 2.42805E-11 1.23519E-11 2.66489E-12
40.367188 4.17811E-11 2.27177E-11 1.60641E-11 2.12732E-11 1.1208E-11  2.79153E-12
40.375  5.68561E-11 2.26878E-11 2.42621E-11 1.18586E-11 7.7542E-12  2.9004E-12
40.382812 4.65918E-11 2.08366E-11 2.50978E-11 1.16525E-11 5.63483E-12 4.0651E-12
40.390625 3.96903E-11 2.43572E-11 1.75258E-11 1.83275E-11 9.32188E-12 3.6403E-12
40.398438 1.20776E-11 2.88505E-11 1.182E-11 1.53013E-11 1.17758E-11 2.33132E-12
40.40625  2.9351E-11  2.66405E-11 8.77853E-12 2.4811E-11  1.79286E-11 2.90849E-12
40.414062 3.6114E-11  3.23866E-11 8.37959E-12 2.34244E-11 1.67871E-11 3.03695E-12
40.421875 4.88708E-11 2.63064E-11 9.48183E-12 2.50087E-11 1.66521E-11 3.63005E-12
40.429688 3.29711E-11 1.74475E-11 1.14644E-11 2.45286E-11 1.24662E-11 2.90337E-12
40.4375 4.76507E-11 1.09838E-11 1.83965E-11 1.65843E-11 8.4619E-12  3.23648E-12
40.445312 5.299E-11 1.3467E-11  1.97165E-11 2.55205E-11 1.39976E-11 3.32848E-12
40.453125 2.29341E-11 1.9548E-11  1.44601E-11 2.93041E-11 1.65684E-11 3.44859E-12
40.460938 3.52877E-11 2.62904E-11 8.53148E-12 1.87926E-11 8.84832E-12 3.98904E-12
40.46875  4.70383E-11 3.25102E-11 1.64738E-11 1.38754E-11 1.30763E-11 4.19265E-12
40.476562 3.70759E-11 1.75595E-11 1.9468E-11  2.72396E-11 1.8544E-11  3.22837E-12
40.484375 3.65476E-11 2.29008E-11 1.73512E-11 2.75631E-11 1.7524E-11  2.84407E-12
40.492188 3.99177E-11 2.33915E-11 1.99791E-11 1.46039E-11 1.27499E-11 2.20757E-12
40.5  5.38981E-11 2.6012E-11  1.76061E-11 1.82384E-11 1.22908E-11 3.14976E-12
40.507812 4.82513E-11 1.81212E-11 2.18114E-11 1.87499E-11 1.26842E-11 4.15709E-12
40.515625 2.87866E-11 1.51353E-11 2.82198E-11 2.19973E-11 1.17775E-11 3.85774E-12
40.523438 3.59534E-11 1.94651E-11 2.86247E-11 2.66744E-11 1.297E-11 2.89609E-12
40.53125  3.63985E-11 2.6922E-11  1.78813E-11 2.2177E-11  1.17009E-11 2.2175E-12
40.539062 2.88743E-11 2.9657E-11  1.35775E-11 2.30098E-11 1.31574E-11 2.09364E-12
40.546875 4.10393E-11 2.87503E-11 1.66894E-11 2.19879E-11 1.38126E-11 2.03409E-12
40.554688 4.01829E-11 2.05567E-11 1.7261E-11  2.39994E-11 1.59463E-11 2.04019E-12
40.5625 1.93276E-11 1.77303E-11 2.13284E-11 2.44116E-11 1.42437E-11 3.13703E-12
40.570312 3.57141E-11 1.3671E-11  1.65983E-11 2.55736E-11 1.46008E-11 2.98549E-12
40.578125 5.29603E-11 1.52927E-11 1.14263E-11 2.8426E-11  1.86797E-11 2.14982E-12
40.585938 5.1695E-11  1.59583E-11 1.26071E-11 2.53572E-11 1.55908E-11 2.69373E-12
40.59375  4.79946E-11 1.91955E-11 1.45184E-11 2.76727E-11 1.66502E-11 3.83857E-12
40.601562 5.67516E-11 2.09091E-11 1.56082E-11 2.62799E-11 1.39955E-11 3.58785E-12
40.609375 5.18974E-11 3.36811E-11 1.64405E-11 2.56686E-11 1.10178E-11 2.8688E-12
40.617188 3.93426E-11 3.12968E-11 1.82089E-11 2.03418E-11 9.52282E-12 2.93299E-12
40.625  3.42912E-11 2.15351E-11 2.0292E-11  1.65138E-11 7.94446E-12 3.74308E-12
40.632812 3.58979E-11 2.43775E-11 1.8352E-11  1.85673E-11 9.52479E-12 4.38931E-12
40.640625 5.78339E-11 2.7498E-11  8.86994E-12 1.48811E-11 9.51025E-12 4.47088E-12
40.648438 5.42733E-11 2.19558E-11 1.51561E-11 2.36233E-11 1.23535E-11 3.34558E-12
40.65625  3.20094E-11 2.32897E-11 1.93589E-11 2.78879E-11 1.33929E-11 3.45158E-12
40.664062 2.12755E-11 2.01026E-11 2.1242E-11  3.03623E-11 1.78857E-11 3.69713E-12
40.671875 4.76496E-11 1.53233E-11 1.31456E-11 1.83446E-11 1.07314E-11 3.08622E-12
40.679688 5.5718E-11  2.60463E-11 1.73168E-11 2.14648E-11 1.20248E-11 3.24529E-12
40.6875 5.31758E-11 2.28656E-11 1.05613E-11 2.63583E-11 1.29443E-11 4.4381E-12
40.695312 4.09349E-11 2.4516E-11  1.2386E-11  2.02953E-11 1.15886E-11 4.63804E-12
40.703125 2.85127E-11 1.1501E-11  2.32058E-11 1.54007E-11 9.68195E-12 3.05388E-12
40.710938 4.20913E-11 1.57365E-11 2.79832E-11 2.54904E-11 1.41806E-11 2.64649E-12
40.71875  4.78643E-11 1.64668E-11 1.84812E-11 1.9723E-11  1.02285E-11 3.64521E-12
40.726562 4.19146E-11 2.10142E-11 2.12339E-11 2.12007E-11 1.29017E-11 3.58792E-12
40.734375 3.30198E-11 2.67475E-11 2.05362E-11 2.37745E-11 1.49432E-11 3.1188E-12
40.742188 3.24459E-11 2.9993E-11  2.13888E-11 2.58468E-11 1.14509E-11 3.91859E-12
40.75 3.36318E-11 2.22093E-11 1.9608E-11  1.96209E-11 9.85509E-12 3.37888E-12
40.757812 2.97444E-11 1.36816E-11 1.7259E-11  1.55593E-11 1.10157E-11 4.05802E-12
40.765625 3.97982E-11 1.60275E-11 2.01604E-11 2.08802E-11 1.04724E-11 4.61087E-12
40.773438 5.59536E-11 1.95675E-11 2.45958E-11 1.6119E-11  9.82912E-12 4.75792E-12
40.78125  4.34881E-11 1.71769E-11 2.21073E-11 1.65999E-11 9.64161E-12 4.07467E-12
40.789062 4.27604E-11 2.39481E-11 1.48086E-11 2.10193E-11 1.14737E-11 3.23683E-12
40.796875 2.42793E-11 2.30259E-11 2.07451E-11 1.96713E-11 1.29612E-11 4.70661E-12
40.804688 3.98405E-11 1.98509E-11 2.39505E-11 1.78525E-11 1.02142E-11 4.00864E-12
40.8125 5.23662E-11 1.84503E-11 2.79485E-11 1.4303E-11  1.04883E-11 3.04649E-12
40.820312 2.8427E-11  1.49403E-11 2.18325E-11 1.82417E-11 1.30394E-11 3.26992E-12
40.828125 3.66031E-11 6.80344E-12 1.8881E-11  2.2509E-11  1.61984E-11 2.90062E-12
40.835938 3.37147E-11 1.1379E-11  1.71056E-11 2.00212E-11 1.31338E-11 3.38475E-12
40.84375  3.91548E-11 2.68239E-11 1.49321E-11 1.51697E-11 1.08857E-11 2.99816E-12
40.851562 4.86126E-11 4.55815E-11 1.08601E-11 1.58894E-11 8.96196E-12 2.68542E-12
40.859375 3.42443E-11 2.92915E-11 1.83664E-11 1.80517E-11 1.12331E-11 4.34953E-12
40.867188 4.46147E-11 2.7894E-11  1.57325E-11 2.16998E-11 1.522E-11 3.6469E-12
40.875  5.62668E-11 2.47635E-11 1.64346E-11 1.30018E-11 1.13816E-11 3.09685E-12
40.882812 4.82938E-11 2.77744E-11 2.26205E-11 1.53982E-11 1.02653E-11 3.05251E-12
40.890625 3.55127E-11 2.21641E-11 2.50601E-11 1.91153E-11 1.16409E-11 3.49536E-12
40.898438 1.96241E-11 2.91249E-11 2.52533E-11 1.96311E-11 1.21938E-11 3.33444E-12
40.90625  3.79017E-11 3.29279E-11 1.57757E-11 2.2613E-11  1.14914E-11 3.2011E-12
40.914062 2.90403E-11 2.33273E-11 1.51849E-11 2.48463E-11 1.11341E-11 2.79879E-12
40.921875 2.85384E-11 2.38674E-11 1.88492E-11 1.9428E-11  8.83734E-12 2.44045E-12
40.929688 2.4431E-11  1.477E-11 1.36937E-11 2.08268E-11 1.23304E-11 2.16302E-12
40.9375 4.08787E-11 2.14246E-11 2.00189E-11 1.89542E-11 7.63246E-12 3.10932E-12
40.945312 6.03033E-11 2.61782E-11 1.66007E-11 1.66867E-11 1.00335E-11 3.34611E-12
40.953125 4.48805E-11 2.88547E-11 1.91905E-11 2.03948E-11 9.45179E-12 3.44899E-12
40.960938 3.32337E-11 1.86786E-11 2.45302E-11 1.66964E-11 8.96643E-12 2.21184E-12
40.96875  3.83206E-11 2.45676E-11 2.94238E-11 2.22556E-11 1.68637E-11 2.89262E-12
40.976562 4.7213E-11  3.352E-11 2.21574E-11 2.21111E-11 1.52165E-11 3.6389E-12
40.984375 3.18472E-11 2.36078E-11 2.16231E-11 2.3239E-11  1.51879E-11 3.77955E-12
40.992188 2.85152E-11 3.13236E-11 2.22801E-11 1.75631E-11 1.22107E-11 4.40143E-12
41  3.1897E-11  4.53464E-11 1.99757E-11 2.33004E-11 1.11819E-11 4.55144E-12
41.007812 3.43795E-11 4.53065E-11 2.26618E-11 2.87054E-11 1.68116E-11 3.33782E-12
41.015625 3.95376E-11 3.09897E-11 2.44698E-11 2.44422E-11 1.41036E-11 3.0343E-12
41.023438 3.01225E-11 1.27174E-11 1.71735E-11 1.80059E-11 1.21688E-11 4.17814E-12
41.03125  1.66831E-11 1.0538E-11  1.12194E-11 1.58063E-11 1.00005E-11 3.49541E-12
41.039062 3.97738E-11 2.4902E-11  1.47185E-11 1.57149E-11 1.09949E-11 2.75704E-12
41.046875 4.00731E-11 3.22867E-11 2.19937E-11 1.8876E-11  1.2753E-11  3.04254E-12
41.054688 2.88459E-11 2.21189E-11 2.13731E-11 2.02158E-11 1.54829E-11 3.59616E-12
41.0625 2.5776E-11  2.6435E-11  2.47397E-11 1.36751E-11 9.68201E-12 3.33446E-12
41.070312 5.14294E-11 2.10941E-11 1.69533E-11 8.7691E-12  8.36934E-12 3.48414E-12
41.078125 3.6148E-11  8.91655E-12 2.91473E-11 9.97063E-12 6.25937E-12 2.36972E-12
41.085938 2.01883E-11 2.81174E-11 3.15587E-11 1.82563E-11 1.31991E-11 3.55222E-12
41.09375  2.47576E-11 3.08555E-11 1.02648E-11 1.79506E-11 1.10929E-11 2.9865E-12
41.101562 2.3999E-11  2.19629E-11 1.69626E-11 1.5922E-11  9.78016E-12 2.78369E-12
41.109375 2.77016E-11 1.8676E-11  1.91433E-11 1.46617E-11 8.23731E-12 2.95065E-12
41.117188 3.81712E-11 3.03685E-11 1.48597E-11 1.58646E-11 9.22992E-12 3.29583E-12
41.125  2.7193E-11  3.00068E-11 1.94439E-11 1.72519E-11 1.03914E-11 3.16142E-12
41.132812 2.8832E-11  2.79858E-11 2.10397E-11 2.33915E-11 1.23895E-11 3.345E-12
41.140625 2.68897E-11 2.36701E-11 2.11516E-11 1.73008E-11 1.13027E-11 3.02614E-12
41.148438 2.6104E-11  2.22222E-11 2.1555E-11  1.24876E-11 5.10755E-12 2.54836E-12
41.15625  3.20208E-11 2.74586E-11 3.04629E-11 1.58567E-11 7.32409E-12 2.71922E-12
41.164062 3.165E-11 3.21519E-11 1.36996E-11 2.46977E-11 1.7179E-11  2.91625E-12
41.171875 3.96389E-11 1.83832E-11 2.30381E-11 2.08703E-11 1.58443E-11 3.20235E-12
41.179688 4.32376E-11 1.82272E-11 1.03347E-11 1.51663E-11 9.34524E-12 2.25523E-12
41.1875 2.66152E-11 2.3376E-11  2.6735E-11  1.95711E-11 1.22507E-11 2.49297E-12
41.195312 4.03391E-11 2.794E-11 2.49628E-11 2.50218E-11 1.73643E-11 3.19457E-12
41.203125 3.61008E-11 1.9133E-11  3.00184E-11 2.74295E-11 1.44979E-11 4.14975E-12
41.210938 2.78841E-11 2.09741E-11 2.68982E-11 2.32839E-11 1.62236E-11 4.18987E-12
41.21875  3.69083E-11 1.95023E-11 1.63869E-11 2.29712E-11 1.59134E-11 3.13837E-12
41.226562 3.17529E-11 2.14605E-11 1.12421E-11 1.93056E-11 1.37391E-11 2.64974E-12
41.234375 1.71223E-11 2.08345E-11 1.58601E-11 1.56575E-11 1.11502E-11 3.22389E-12
41.242188 4.459E-11 2.70489E-11 1.74128E-11 2.87192E-11 1.98209E-11 2.9866E-12
41.25 4.40317E-11 2.22609E-11 1.53159E-11 2.93637E-11 1.73537E-11 2.33353E-12
41.257812 3.78098E-11 1.40558E-11 1.70531E-11 1.98296E-11 1.21402E-11 2.77254E-12
41.265625 3.97555E-11 1.72115E-11 1.4338E-11  2.2891E-11  1.47955E-11 3.01605E-12
41.273438 3.88894E-11 3.06019E-11 2.13709E-11 2.12536E-11 1.28888E-11 3.25668E-12
41.28125  2.5705E-11  2.88134E-11 1.32954E-11 1.47111E-11 9.49055E-12 3.43923E-12
41.289062 3.16943E-11 2.04521E-11 1.5559E-11  2.22537E-11 1.22981E-11 3.12699E-12
41.296875 3.94554E-11 2.15749E-11 2.679E-11 2.58001E-11 1.37651E-11 3.31791E-12
41.304688 3.19784E-11 1.13313E-11 2.37487E-11 2.25954E-11 1.21369E-11 3.06407E-12
41.3125 3.25179E-11 1.75808E-11 3.04974E-11 2.41759E-11 1.42076E-11 3.02756E-12
41.320312 4.23183E-11 1.29154E-11 3.38198E-11 2.18177E-11 1.62196E-11 2.73447E-12
41.328125 5.45295E-11 2.91953E-11 1.18196E-11 1.51226E-11 1.05706E-11 2.26597E-12
41.335938 4.37776E-11 2.94618E-11 1.62545E-11 1.16937E-11 6.08021E-12 2.46587E-12
41.34375  1.57875E-11 1.8368E-11  1.5689E-11  1.90333E-11 1.02381E-11 2.23079E-12
41.351562 1.54279E-11 3.17695E-11 1.94836E-11 2.43244E-11 1.58933E-11 3.181E-12
41.359375 3.48749E-11 3.57019E-11 1.5815E-11  2.50936E-11 1.64987E-11 2.61573E-12
41.367188 4.72574E-11 2.95517E-11 1.7582E-11  2.66946E-11 1.44974E-11 2.34333E-12
41.375  3.30909E-11 1.51186E-11 1.54588E-11 2.42479E-11 1.32136E-11 2.94268E-12
41.382812 4.78821E-11 1.71859E-11 2.28736E-11 3.0341E-11  2.07924E-11 3.31007E-12
41.390625 3.81317E-11 1.9161E-11  2.12396E-11 2.78052E-11 1.83705E-11 3.50124E-12
41.398438 3.67388E-11 2.23135E-11 1.75094E-11 1.55939E-11 9.31723E-12 2.93906E-12
41.40625  2.82887E-11 1.30803E-11 1.45477E-11 1.50117E-11 9.15896E-12 3.22064E-12
41.414062 3.32205E-11 1.79085E-11 1.73253E-11 2.2699E-11  1.42349E-11 3.31346E-12
41.421875 2.21865E-11 2.07398E-11 2.08831E-11 2.0363E-11  1.32545E-11 2.82564E-12
41.429688 1.88324E-11 2.13055E-11 2.36515E-11 2.71837E-11 1.37301E-11 3.04017E-12
41.4375 2.11916E-11 1.1282E-11  1.63498E-11 2.73158E-11 1.18504E-11 3.60859E-12
41.445312 2.22886E-11 2.93776E-11 1.50941E-11 2.36888E-11 1.43829E-11 3.19054E-12
41.453125 1.55974E-11 3.44175E-11 1.70066E-11 2.03379E-11 1.54876E-11 3.50073E-12
41.460938 2.15225E-11 1.98929E-11 1.42205E-11 2.85548E-11 1.79151E-11 2.60328E-12
41.46875  3.38535E-11 2.6748E-11  1.46642E-11 2.78593E-11 1.68746E-11 2.19799E-12
41.476562 3.74868E-11 2.4264E-11  1.39307E-11 2.78126E-11 1.66008E-11 3.49972E-12
41.484375 4.22577E-11 2.78025E-11 1.82917E-11 3.18728E-11 2.01009E-11 4.92821E-12
41.492188 4.1746E-11  2.13043E-11 2.09349E-11 3.04252E-11 1.90228E-11 3.41163E-12
41.5  3.93141E-11 1.57956E-11 1.28741E-11 3.18935E-11 1.86564E-11 3.5981E-12
41.507812 3.53296E-11 1.71492E-11 1.8766E-11  1.97835E-11 1.32311E-11 3.27825E-12
41.515625 3.82785E-11 2.38681E-11 1.17504E-11 3.15158E-11 1.95535E-11 4.75801E-12
41.523438 3.9253E-11  2.51141E-11 1.57575E-11 2.24154E-11 1.21401E-11 3.10122E-12
41.53125  6.95276E-11 3.06816E-11 2.02597E-11 2.1134E-11  1.35867E-11 3.14167E-12
41.539062 7.88391E-11 3.75073E-11 1.96729E-11 3.07647E-11 1.93007E-11 4.8906E-12
41.546875 6.06231E-11 3.8241E-11  1.53979E-11 4.1531E-11  2.34638E-11 6.0276E-12
41.554688 3.95506E-11 3.74788E-11 2.33797E-11 4.38751E-11 2.19554E-11 5.04578E-12
41.5625 2.95873E-11 3.76336E-11 2.68318E-11 3.36585E-11 1.49617E-11 3.28556E-12
41.570312 3.22009E-11 4.00219E-11 1.8925E-11  3.28825E-11 1.55718E-11 2.97349E-12
41.578125 4.24276E-11 2.92136E-11 1.82465E-11 2.27457E-11 1.3561E-11  3.44672E-12
41.585938 4.17777E-11 1.86676E-11 2.20913E-11 2.63259E-11 1.87321E-11 3.88862E-12
41.59375  4.57862E-11 1.64973E-11 2.4222E-11  2.69295E-11 1.58192E-11 2.30612E-12
41.601562 4.22097E-11 1.43739E-11 2.64512E-11 3.44546E-11 1.76238E-11 4.48569E-12
41.609375 2.98775E-11 1.43489E-11 2.2854E-11  2.64659E-11 1.9888E-11  3.90762E-12
41.617188 2.93049E-11 2.58454E-11 1.779E-11 3.11925E-11 2.49182E-11 3.40019E-12
41.625  5.66549E-11 3.42656E-11 1.2154E-11  2.80965E-11 1.66214E-11 3.0387E-12
41.632812 5.12469E-11 2.64672E-11 2.09651E-11 3.37856E-11 1.95078E-11 3.63368E-12
41.640625 4.31346E-11 2.61363E-11 2.32366E-11 2.67746E-11 1.64556E-11 4.00587E-12
41.648438 5.32315E-11 3.18322E-11 1.72909E-11 2.31025E-11 1.45879E-11 3.06207E-12
41.65625  4.64281E-11 3.82975E-11 1.98759E-11 1.96292E-11 1.29948E-11 3.32745E-12
41.664062 5.61766E-11 4.11958E-11 2.05384E-11 2.41781E-11 1.16503E-11 3.98006E-12
41.671875 6.56329E-11 3.42809E-11 2.94106E-11 2.28036E-11 1.32057E-11 3.63439E-12
41.679688 3.602E-11 2.26291E-11 2.16633E-11 1.72099E-11 1.09649E-11 3.37228E-12
41.6875 3.65138E-11 2.15918E-11 1.80951E-11 2.22291E-11 1.47128E-11 2.9487E-12
41.695312 3.46805E-11 2.48465E-11 2.42994E-11 3.38091E-11 1.71983E-11 3.6577E-12
41.703125 2.93163E-11 1.88169E-11 2.15114E-11 3.54146E-11 2.00911E-11 3.36007E-12
41.710938 2.30865E-11 3.39584E-11 1.80336E-11 2.61009E-11 1.79075E-11 3.5726E-12
41.71875  2.9724E-11  3.75248E-11 2.19141E-11 2.82093E-11 1.95273E-11 4.17527E-12
41.726562 4.96188E-11 1.39652E-11 2.49991E-11 3.2596E-11  2.12374E-11 3.44584E-12
41.734375 4.75748E-11 2.51873E-11 2.56325E-11 3.59472E-11 2.02599E-11 2.56886E-12
41.742188 2.90418E-11 3.36267E-11 2.00565E-11 2.78667E-11 1.69928E-11 2.41971E-12
41.75 1.87866E-11 2.75883E-11 1.49758E-11 3.79852E-11 2.29871E-11 3.74075E-12
41.757812 3.92578E-11 1.30827E-11 1.92476E-11 5.52784E-11 3.45911E-11 6.34992E-12
41.765625 6.25099E-11 2.48421E-11 2.28383E-11 4.46735E-11 2.7705E-11  6.23902E-12
41.773438 7.76566E-11 3.01956E-11 3.04751E-11 3.4695E-11  2.01682E-11 4.93929E-12
41.78125  6.22335E-11 3.11735E-11 2.72558E-11 3.69154E-11 1.8291E-11  4.48151E-12
41.789062 5.87233E-11 2.90671E-11 1.92715E-11 3.64262E-11 2.0377E-11  5.48435E-12
41.796875 4.72537E-11 3.31138E-11 2.04258E-11 2.76284E-11 1.67565E-11 5.05853E-12
41.804688 4.03576E-11 1.52129E-11 2.12887E-11 2.40225E-11 1.26315E-11 3.19434E-12
41.8125 5.98217E-11 3.51063E-11 3.0216E-11  2.75175E-11 1.46542E-11 4.28102E-12
41.820312 4.89445E-11 1.57747E-11 2.74108E-11 2.33975E-11 1.67328E-11 4.64494E-12
41.828125 3.94234E-11 2.69177E-11 1.89245E-11 2.12161E-11 1.24547E-11 3.76289E-12
41.835938 3.75367E-11 2.20807E-11 1.48981E-11 2.98551E-11 1.86705E-11 4.79928E-12
41.84375  2.43516E-11 1.49796E-11 2.14504E-11 3.66483E-11 2.26666E-11 5.39949E-12
41.851562 3.26324E-11 1.52029E-11 3.25548E-11 3.64281E-11 2.09696E-11 5.31588E-12
41.859375 3.77641E-11 1.90557E-11 1.91538E-11 4.42772E-11 2.71987E-11 6.45771E-12
41.867188 5.08523E-11 3.17329E-11 1.60958E-11 4.6E-11 2.94801E-11 6.1161E-12
41.875  3.13601E-11 2.73276E-11 1.98315E-11 3.86227E-11 2.54727E-11 3.06525E-12
41.882812 3.76401E-11 2.40138E-11 2.45723E-11 3.16763E-11 2.25696E-11 3.08894E-12
41.890625 6.20136E-11 1.99767E-11 3.5514E-11  3.76812E-11 2.63072E-11 4.56258E-12
41.898438 7.87572E-11 3.33382E-11 3.44737E-11 2.64614E-11 1.84802E-11 3.82266E-12
41.90625  7.41454E-11 3.3961E-11  2.59079E-11 2.70027E-11 1.46562E-11 2.47695E-12
41.914062 5.53923E-11 2.30139E-11 1.56644E-11 3.63378E-11 2.03917E-11 4.15444E-12
41.921875 2.28735E-11 1.8581E-11  1.66766E-11 3.24852E-11 1.81687E-11 4.37608E-12
41.929688 4.82562E-11 1.30122E-11 1.32635E-11 2.50453E-11 1.70412E-11 4.25087E-12
41.9375 9.18091E-11 2.8221E-11  7.11902E-12 4.08609E-11 2.54052E-11 4.83212E-12
41.945312 7.51814E-11 3.25561E-11 1.49318E-11 4.30914E-11 2.66765E-11 3.74956E-12
41.953125 2.29105E-11 2.93623E-11 1.58485E-11 3.51591E-11 2.22289E-11 4.58925E-12
41.960938 2.91083E-11 2.45824E-11 1.91232E-11 3.31123E-11 1.64516E-11 4.71844E-12
41.96875  5.42309E-11 3.82714E-11 3.18761E-11 4.53335E-11 2.50612E-11 6.46615E-12
41.976562 4.15676E-11 3.28894E-11 1.99398E-11 3.55968E-11 2.18363E-11 6.18154E-12
41.984375 4.71409E-11 2.6736E-11  1.91558E-11 2.24862E-11 1.35616E-11 2.79431E-12
41.992188 5.30192E-11 3.5588E-11  2.6256E-11  4.96341E-11 2.87337E-11 5.1021E-12
42  7.14012E-11 3.65561E-11 3.24535E-11 5.42785E-11 2.91515E-11 5.05592E-12
42.007812 4.24647E-11 2.25023E-11 2.33246E-11 4.03762E-11 2.64018E-11 3.41824E-12
42.015625 3.20331E-11 9.72969E-12 2.85209E-11 4.45997E-11 2.93074E-11 4.96344E-12
42.023438 1.86611E-11 1.34072E-11 3.06232E-11 3.90356E-11 2.16668E-11 4.15557E-12
42.03125  5.30967E-11 3.8765E-11  2.31465E-11 3.78269E-11 2.22136E-11 4.49647E-12
42.039062 7.39047E-11 4.36962E-11 3.23362E-11 4.02369E-11 2.17114E-11 3.78041E-12
42.046875 5.50566E-11 2.20398E-11 2.86101E-11 4.29766E-11 2.38479E-11 4.52997E-12
42.054688 3.28175E-11 3.09915E-11 1.2003E-11  3.40102E-11 2.01614E-11 4.76019E-12
42.0625 4.83548E-11 4.52299E-11 1.76667E-11 3.70114E-11 2.17715E-11 5.88326E-12
42.070312 8.38941E-11 4.23455E-11 2.67975E-11 4.15968E-11 2.35546E-11 5.16799E-12
42.078125 7.01134E-11 2.38387E-11 2.96485E-11 4.97478E-11 2.89239E-11 5.44033E-12
42.085938 5.06245E-11 2.10529E-11 3.14964E-11 5.56346E-11 3.36755E-11 6.80201E-12
42.09375  5.77716E-11 2.56675E-11 2.05327E-11 4.71197E-11 3.07572E-11 5.47241E-12
42.101562 7.01374E-11 4.01342E-11 1.87649E-11 3.03002E-11 2.30966E-11 4.9713E-12
42.109375 1.15819E-10 5.58556E-11 2.8154E-11  3.90116E-11 2.70804E-11 5.99264E-12
42.117188 1.32017E-10 4.99606E-11 3.24276E-11 5.10758E-11 3.09383E-11 5.22872E-12
42.125  9.79675E-11 4.13492E-11 1.88837E-11 5.87467E-11 3.48669E-11 7.5162E-12
42.132812 8.84157E-11 4.23874E-11 1.45648E-11 5.13733E-11 2.97648E-11 6.24757E-12
42.140625 8.54253E-11 4.28429E-11 1.70934E-11 4.91408E-11 2.76217E-11 6.43355E-12
42.148438 7.74158E-11 4.96416E-11 2.07781E-11 6.74274E-11 3.75979E-11 8.11773E-12
42.15625  6.51431E-11 3.88426E-11 2.49104E-11 6.44081E-11 3.76554E-11 6.46779E-12
42.164062 6.25921E-11 4.36939E-11 1.39468E-11 4.66046E-11 3.12874E-11 5.07922E-12
42.171875 1.00225E-10 5.8668E-11  2.89076E-11 5.33242E-11 3.62609E-11 5.78816E-12
