#Frequency[Hz] NS_woA  WE_woA  Z_woA NS_wA WE_wA Z_wA            
19.640625 3.96364E-11 4.90767E-11 5.29392E-11 6.77319E-11 4.59937E-11 4.20407E-12
19.648438 5.27792E-11 4.96804E-11 4.77988E-11 4.98753E-11 3.48537E-11 4.66393E-12
19.65625  7.79888E-11 4.3348E-11  6.96459E-11 4.76181E-11 3.4918E-11  5.04811E-12
19.664062 4.53634E-11 5.10028E-11 6.61135E-11 4.00286E-11 3.68817E-11 4.2705E-12
19.671875 3.53787E-11 5.89281E-11 2.46992E-11 3.19488E-11 1.70796E-11 4.56599E-12
19.679688 4.87496E-11 8.53933E-11 4.58616E-11 3.20972E-11 2.22046E-11 4.05371E-12
19.6875 3.74231E-11 1.00233E-10 4.87644E-11 2.7476E-11  4.35845E-11 4.96886E-12
19.695312 8.75557E-11 7.19117E-11 4.35709E-11 3.70286E-11 3.99845E-11 4.91481E-12
19.703125 7.25166E-11 4.26326E-11 4.10987E-11 4.14908E-11 3.61495E-11 5.40176E-12
19.710938 4.35336E-11 4.60333E-11 5.1324E-11  3.89992E-11 3.94623E-11 5.38953E-12
19.71875  4.55312E-11 4.64974E-11 5.42821E-11 4.6452E-11  3.37022E-11 1.42741E-12
19.726562 5.87459E-11 4.50303E-11 4.88207E-11 3.96572E-11 3.14802E-11 5.62976E-12
19.734375 6.81588E-11 4.76103E-11 3.75265E-11 4.34616E-11 4.14361E-11 8.4834E-12
19.742188 8.43962E-11 5.99323E-11 5.07603E-11 4.29435E-11 3.39393E-11 7.96842E-12
19.75 6.45604E-11 5.46553E-11 4.35775E-11 2.73054E-11 3.14518E-11 8.3749E-12
19.757812 6.49309E-11 8.17315E-11 4.54977E-11 3.55821E-11 3.80352E-11 7.55379E-12
19.765625 8.69856E-11 6.14036E-11 6.51359E-11 4.66904E-11 3.37517E-11 6.01264E-12
19.773438 4.84624E-11 4.48219E-11 5.53056E-11 4.90892E-11 2.67703E-11 7.33051E-12
19.78125  5.42019E-11 3.74561E-11 5.35071E-11 3.73058E-11 3.50166E-11 6.69432E-12
19.789062 4.35939E-11 5.37779E-11 8.01125E-11 5.59251E-11 5.14227E-11 6.99859E-12
19.796875 6.011E-11 4.4297E-11  6.70329E-11 3.45958E-11 3.92262E-11 5.95033E-12
19.804688 8.7369E-11  4.66221E-11 2.94473E-11 3.48157E-11 2.59549E-11 5.1178E-12
19.8125 5.56522E-11 4.02393E-11 3.44385E-11 3.81313E-11 3.46407E-11 5.67869E-12
19.820312 4.22622E-11 4.21691E-11 4.87499E-11 3.22734E-11 3.78317E-11 4.34065E-12
19.828125 8.34734E-11 4.01881E-11 3.14104E-11 2.4301E-11  3.58801E-11 7.37998E-12
19.835938 8.10952E-11 5.28275E-11 4.90166E-11 3.65725E-11 4.36421E-11 6.52438E-12
19.84375  9.382E-11 3.99029E-11 4.55493E-11 2.65991E-11 3.81945E-11 7.76451E-12
19.851562 6.73613E-11 3.58315E-11 2.13765E-11 3.03414E-11 2.38692E-11 6.08322E-12
19.859375 5.12476E-11 2.29285E-11 2.98831E-11 4.1287E-11  3.40801E-11 5.82986E-12
19.867188 5.30407E-11 4.89629E-11 3.72791E-11 5.40108E-11 4.99538E-11 5.68236E-12
19.875  5.20125E-11 5.60299E-11 3.53648E-11 6.13823E-11 4.73006E-11 6.256E-12
19.882812 5.56297E-11 6.75802E-11 4.61974E-11 5.49981E-11 3.29528E-11 5.9021E-12
19.890625 6.81037E-11 4.78572E-11 5.25586E-11 4.76314E-11 3.07494E-11 5.8746E-12
19.898438 4.90789E-11 3.12714E-11 3.7666E-11  4.41375E-11 2.81085E-11 5.41506E-12
19.90625  3.06134E-11 4.13795E-11 3.88079E-11 3.81919E-11 3.04389E-11 5.644E-12
19.914062 3.82314E-11 5.39379E-11 4.23925E-11 4.3835E-11  3.24413E-11 4.54587E-12
19.921875 5.68604E-11 5.07509E-11 2.69992E-11 4.80476E-11 3.5945E-11  4.12344E-12
19.929688 5.15514E-11 6.04254E-11 5.05898E-11 3.21542E-11 3.59801E-11 3.89029E-12
19.9375 7.2465E-11  3.59537E-11 4.43381E-11 3.53195E-11 2.92044E-11 5.13046E-12
19.945312 6.66468E-11 6.04959E-11 3.18903E-11 4.09457E-11 2.94281E-11 5.71808E-12
19.953125 4.76508E-11 5.12786E-11 2.14302E-11 5.02415E-11 3.97126E-11 6.77413E-12
19.960938 6.27636E-11 2.98603E-11 4.29269E-11 4.43871E-11 4.36869E-11 6.68438E-12
19.96875  8.08007E-11 3.62926E-11 9.00873E-11 5.14227E-11 3.84352E-11 7.399E-12
19.976562 9.6434E-11  5.14635E-11 5.90058E-11 4.56463E-11 3.21101E-11 4.56352E-12
19.984375 1.01073E-10 5.08798E-11 4.3819E-11  2.65334E-11 3.04802E-11 6.6213E-12
19.992188 6.7944E-11  4.28048E-11 8.409E-11 4.7096E-11  3.80669E-11 8.92362E-12
20  9.09979E-11 4.52068E-11 7.13982E-11 6.82273E-11 5.46436E-11 1.0241E-11
20.007812 5.50312E-11 4.16972E-11 4.42548E-11 7.87274E-11 6.05553E-11 8.97961E-12
20.015625 7.04591E-11 4.67859E-11 5.34975E-11 4.80915E-11 4.91725E-11 1.06295E-11
20.023438 1.07089E-10 6.25232E-11 7.46852E-11 3.56934E-11 4.11013E-11 8.45472E-12
20.03125  1.04777E-10 8.29152E-11 7.3133E-11  4.75122E-11 3.74582E-11 6.67192E-12
20.039062 6.4819E-11  7.57577E-11 3.94948E-11 4.21854E-11 3.36163E-11 6.38873E-12
20.046875 6.55818E-11 6.30694E-11 1.49092E-11 3.42724E-11 3.77446E-11 5.56236E-12
20.054688 7.93503E-11 6.03197E-11 2.4553E-11  3.70853E-11 3.83591E-11 7.09924E-12
20.0625 7.70303E-11 7.5064E-11  2.50532E-11 3.55124E-11 3.55632E-11 9.45354E-12
20.070312 5.13822E-11 4.28716E-11 4.64133E-11 5.13216E-11 4.92143E-11 9.39034E-12
20.078125 3.62672E-11 5.13409E-11 2.94581E-11 5.17279E-11 4.85743E-11 8.13157E-12
20.085938 4.3833E-11  6.1765E-11  4.11104E-11 4.79855E-11 3.4125E-11  6.11885E-12
20.09375  5.47506E-11 3.89141E-11 5.45775E-11 5.00652E-11 4.45611E-11 4.19737E-12
20.101562 5.98074E-11 4.72178E-11 5.2433E-11  2.99184E-11 5.16112E-11 5.66494E-12
20.109375 7.80153E-11 6.5106E-11  3.86854E-11 5.93931E-11 4.36638E-11 7.22674E-12
20.117188 7.74431E-11 4.42889E-11 4.18052E-11 7.38923E-11 5.4968E-11  8.00149E-12
20.125  8.02534E-11 3.74558E-11 5.80541E-11 6.17891E-11 5.62031E-11 8.84336E-12
20.132812 7.73317E-11 4.69798E-11 6.17784E-11 3.56882E-11 4.69335E-11 7.72267E-12
20.140625 5.69456E-11 5.12262E-11 5.58889E-11 3.50829E-11 3.57002E-11 6.53755E-12
20.148438 7.08632E-11 3.574E-11 4.69854E-11 4.92426E-11 5.25227E-11 7.18169E-12
20.15625  6.19303E-11 4.43687E-11 5.08055E-11 5.72359E-11 4.76875E-11 7.32993E-12
20.164062 2.44984E-11 6.34832E-11 4.5202E-11  5.20194E-11 5.53507E-11 6.78379E-12
20.171875 3.13089E-11 6.70501E-11 5.41367E-11 4.11872E-11 5.81407E-11 5.88818E-12
20.179688 3.37358E-11 4.65457E-11 4.33876E-11 3.53112E-11 4.30745E-11 6.47064E-12
20.1875 4.67626E-11 2.94284E-11 2.96247E-11 2.86791E-11 3.32212E-11 5.54329E-12
20.195312 7.25568E-11 4.5513E-11  4.85212E-11 3.82389E-11 5.17251E-11 5.93696E-12
20.203125 6.72486E-11 6.99412E-11 5.39522E-11 5.19347E-11 4.34659E-11 7.29301E-12
20.210938 5.91808E-11 7.13725E-11 6.26152E-11 5.909E-11 4.16337E-11 6.97769E-12
20.21875  5.68246E-11 7.06852E-11 4.97074E-11 4.15199E-11 4.23822E-11 6.48308E-12
20.226562 6.79159E-11 3.00526E-11 3.68269E-11 2.78918E-11 3.67907E-11 6.48605E-12
20.234375 7.028E-11 2.75108E-11 4.95191E-11 4.58315E-11 3.28204E-11 5.71504E-12
20.242188 7.02629E-11 4.12185E-11 5.08173E-11 4.37133E-11 3.9312E-11  5.86997E-12
20.25 7.36278E-11 4.84885E-11 5.67422E-11 3.48918E-11 4.19578E-11 6.71246E-12
20.257812 6.51646E-11 5.84541E-11 4.58084E-11 4.85137E-11 4.28428E-11 7.22185E-12
20.265625 6.39272E-11 3.30977E-11 3.9538E-11  3.94883E-11 3.62134E-11 5.8341E-12
20.273438 1.01917E-10 4.87043E-11 5.72491E-11 4.0646E-11  3.80019E-11 4.39621E-12
20.28125  8.45235E-11 5.7734E-11  6.67121E-11 3.86332E-11 4.07704E-11 6.9089E-12
20.289062 6.48675E-11 4.1697E-11  3.46272E-11 3.53055E-11 4.38913E-11 7.20553E-12
20.296875 5.58157E-11 3.47889E-11 3.50741E-11 3.75548E-11 2.92932E-11 7.61577E-12
20.304688 8.7325E-11  3.64714E-11 4.01237E-11 3.38879E-11 2.45974E-11 5.4704E-12
20.3125 6.47655E-11 4.00234E-11 4.17565E-11 4.30208E-11 3.09071E-11 5.45865E-12
20.320312 3.82433E-11 6.15498E-11 4.28648E-11 3.1177E-11  4.11855E-11 6.33099E-12
20.328125 2.83826E-11 6.64141E-11 5.37736E-11 3.56699E-11 2.72641E-11 7.53223E-12
20.335938 5.04544E-11 7.82533E-11 5.01591E-11 3.12976E-11 1.75466E-11 6.78982E-12
20.34375  6.05233E-11 4.7641E-11  4.25421E-11 1.77493E-11 3.03336E-11 5.64517E-12
20.351562 8.97242E-11 4.29025E-11 4.77937E-11 3.18342E-11 5.37102E-11 7.27704E-12
20.359375 8.26516E-11 6.29788E-11 6.27464E-11 3.53517E-11 3.40214E-11 7.51347E-12
20.367188 9.75737E-11 5.96484E-11 7.19146E-11 3.14952E-11 4.22599E-11 7.4854E-12
20.375  7.48973E-11 6.68751E-11 6.37354E-11 3.33329E-11 4.83604E-11 7.68925E-12
20.382812 5.55624E-11 7.05162E-11 5.62171E-11 3.01706E-11 4.13744E-11 7.34006E-12
20.390625 2.671E-11 5.63165E-11 6.16355E-11 3.00055E-11 3.0048E-11  5.89289E-12
20.398438 4.1917E-11  4.59361E-11 7.12092E-11 5.8412E-11  3.50848E-11 6.2764E-12
20.40625  6.6258E-11  5.10653E-11 6.19186E-11 6.01949E-11 4.24753E-11 6.77565E-12
20.414062 7.69465E-11 4.38295E-11 4.45453E-11 3.9408E-11  3.2666E-11  7.87729E-12
20.421875 7.32501E-11 3.77753E-11 2.8535E-11  3.45253E-11 2.87191E-11 6.11536E-12
20.429688 4.54158E-11 5.55822E-11 5.36043E-11 4.59755E-11 4.11909E-11 4.10351E-12
20.4375 7.8949E-11  7.86469E-11 6.97419E-11 4.76635E-11 6.26396E-11 6.65813E-12
20.445312 8.34203E-11 7.6777E-11  6.56525E-11 2.49753E-11 4.27616E-11 5.98197E-12
20.453125 6.29682E-11 4.47045E-11 3.78264E-11 3.52512E-11 2.77255E-11 7.03006E-12
20.460938 5.956E-11 3.16253E-11 3.18368E-11 4.47814E-11 3.70511E-11 8.51314E-12
20.46875  7.05072E-11 2.58322E-11 3.93511E-11 3.62391E-11 3.36337E-11 5.0335E-12
20.476562 6.07835E-11 3.51423E-11 3.58329E-11 2.69278E-11 3.71745E-11 6.84527E-12
20.484375 4.99836E-11 2.31322E-11 2.3259E-11  4.28905E-11 3.47364E-11 5.61416E-12
20.492188 4.22097E-11 2.64422E-11 2.96539E-11 4.60069E-11 2.7134E-11  5.43082E-12
20.5  4.10653E-11 5.04544E-11 4.81951E-11 4.48646E-11 3.30666E-11 5.62719E-12
20.507812 7.10056E-11 3.66077E-11 3.31836E-11 5.92811E-11 4.94175E-11 7.40746E-12
20.515625 7.99688E-11 4.68086E-11 3.13007E-11 6.17272E-11 6.468E-11 7.26886E-12
20.523438 7.82426E-11 5.80992E-11 4.70162E-11 4.42717E-11 5.87855E-11 6.05174E-12
20.53125  8.00286E-11 4.79462E-11 5.51425E-11 3.82071E-11 4.77105E-11 5.76906E-12
20.539062 7.38982E-11 7.47704E-11 5.95817E-11 3.27498E-11 2.6695E-11  6.92364E-12
20.546875 6.85469E-11 7.92974E-11 5.56491E-11 3.13932E-11 2.69166E-11 6.1763E-12
20.554688 6.16285E-11 4.78983E-11 4.07616E-11 2.98345E-11 2.88437E-11 6.25779E-12
20.5625 4.31603E-11 3.66055E-11 5.00851E-11 4.37618E-11 4.43445E-11 5.79089E-12
20.570312 5.26525E-11 3.8687E-11  4.23588E-11 3.75914E-11 4.00221E-11 4.08255E-12
20.578125 5.84422E-11 6.56665E-11 3.94573E-11 4.2694E-11  3.74369E-11 4.91072E-12
20.585938 7.30152E-11 6.71595E-11 6.85596E-11 4.55149E-11 4.50443E-11 5.97672E-12
20.59375  9.3275E-11  6.16645E-11 7.23283E-11 4.05074E-11 4.73089E-11 6.15081E-12
20.601562 6.88867E-11 5.43438E-11 5.55534E-11 4.93053E-11 2.35397E-11 4.31462E-12
20.609375 4.61519E-11 3.96472E-11 5.97166E-11 5.13855E-11 2.49174E-11 7.16746E-12
20.617188 4.09115E-11 4.45933E-11 5.50223E-11 4.31494E-11 2.60309E-11 6.38446E-12
20.625  5.70906E-11 3.97733E-11 4.40072E-11 4.15701E-11 2.7902E-11  6.53844E-12
20.632812 5.61042E-11 4.29022E-11 4.8882E-11  4.34779E-11 3.12094E-11 9.88762E-12
20.640625 5.8042E-11  4.80683E-11 4.15038E-11 3.71547E-11 2.83023E-11 6.81328E-12
20.648438 4.31653E-11 5.61658E-11 3.97965E-11 2.83075E-11 2.89675E-11 4.75927E-12
20.65625  2.49747E-11 6.06872E-11 4.01232E-11 2.57548E-11 3.9275E-11  6.74295E-12
20.664062 4.78658E-11 5.71133E-11 2.72115E-11 3.74138E-11 3.60032E-11 6.9029E-12
20.671875 7.78064E-11 6.16777E-11 2.3942E-11  4.4746E-11  3.17067E-11 4.49632E-12
20.679688 9.42863E-11 6.45268E-11 2.32228E-11 5.14306E-11 5.1201E-11  5.24828E-12
20.6875 7.25401E-11 4.0515E-11  4.11094E-11 4.78785E-11 5.0225E-11  7.55912E-12
20.695312 4.50365E-11 3.63263E-11 5.03781E-11 3.30491E-11 3.10328E-11 4.08531E-12
20.703125 8.9487E-11  2.89736E-11 5.40773E-11 3.0179E-11  2.2518E-11  4.73174E-12
20.710938 8.29617E-11 3.10562E-11 5.10301E-11 3.15646E-11 2.70103E-11 4.44983E-12
20.71875  7.46399E-11 5.01787E-11 3.95603E-11 2.12002E-11 2.24455E-11 9.34555E-12
20.726562 1.00318E-10 4.12265E-11 3.36147E-11 2.93913E-11 2.90376E-11 9.52982E-12
20.734375 1.02841E-10 2.56017E-11 5.71275E-11 3.64162E-11 3.96781E-11 6.41619E-12
20.742188 4.5413E-11  1.99984E-11 4.95789E-11 3.50419E-11 3.22956E-11 6.42505E-12
20.75 3.24912E-11 4.98938E-11 3.43305E-11 4.65544E-11 3.15275E-11 5.81199E-12
20.757812 4.63507E-11 6.4998E-11  3.82884E-11 3.95539E-11 3.41385E-11 6.00884E-12
20.765625 3.69383E-11 4.77732E-11 5.93481E-11 2.70224E-11 2.36984E-11 6.26504E-12
20.773438 4.0137E-11  4.70233E-11 6.17747E-11 2.90758E-11 4.08755E-11 5.9706E-12
20.78125  5.02455E-11 4.94409E-11 5.52277E-11 3.15372E-11 4.23015E-11 4.89297E-12
20.789062 6.39278E-11 5.68459E-11 6.23968E-11 3.19339E-11 3.5133E-11  4.39536E-12
20.796875 6.7309E-11  4.59823E-11 6.25349E-11 5.43677E-11 5.22073E-11 8.14538E-12
20.804688 7.29239E-11 3.91899E-11 4.38701E-11 5.74809E-11 5.82552E-11 1.00056E-11
20.8125 7.86667E-11 5.75307E-11 3.57108E-11 3.45684E-11 3.44836E-11 6.88752E-12
20.820312 8.00437E-11 5.147E-11 2.51612E-11 3.04263E-11 2.54078E-11 5.52148E-12
20.828125 5.75524E-11 6.74422E-11 2.50389E-11 6.49224E-11 3.22137E-11 5.98689E-12
20.835938 4.32611E-11 6.17402E-11 2.74152E-11 7.54698E-11 2.87598E-11 5.93735E-12
20.84375  4.95114E-11 3.31828E-11 3.54301E-11 4.31985E-11 3.1769E-11  4.31171E-12
20.851562 6.04659E-11 2.16429E-11 3.3339E-11  4.09001E-11 2.60564E-11 4.10469E-12
20.859375 7.435E-11 1.71076E-11 7.28102E-11 5.88429E-11 3.21874E-11 7.16001E-12
20.867188 1.1287E-10  3.27037E-11 7.49555E-11 3.69502E-11 3.40121E-11 4.15789E-12
20.875  1.00806E-10 5.30128E-11 3.87706E-11 2.97434E-11 3.6605E-11  6.15348E-12
20.882812 5.90791E-11 6.52863E-11 4.40813E-11 3.8771E-11  3.26943E-11 7.74842E-12
20.890625 6.61208E-11 6.31272E-11 4.30066E-11 4.57554E-11 2.9545E-11  8.21118E-12
20.898438 6.82093E-11 5.75761E-11 2.79603E-11 4.44706E-11 2.53449E-11 6.66708E-12
20.90625  6.36292E-11 3.74325E-11 1.54422E-11 4.16234E-11 3.59673E-11 3.93391E-12
20.914062 6.43532E-11 4.97056E-11 2.82298E-11 3.41423E-11 3.95218E-11 5.02106E-12
20.921875 6.70341E-11 6.13951E-11 3.12071E-11 4.15666E-11 3.75833E-11 7.53285E-12
20.929688 6.88886E-11 4.81679E-11 2.89494E-11 4.51698E-11 3.59618E-11 7.65988E-12
20.9375 5.49724E-11 2.32995E-11 3.02553E-11 3.93639E-11 4.65443E-11 4.4399E-12
20.945312 3.783E-11 3.48967E-11 5.11436E-11 2.79461E-11 4.25234E-11 4.65128E-12
20.953125 5.1866E-11  6.04499E-11 5.75112E-11 3.29051E-11 3.41877E-11 4.38381E-12
20.960938 8.08466E-11 7.9871E-11  5.1456E-11  3.49757E-11 4.70338E-11 6.49927E-12
20.96875  6.98412E-11 8.0629E-11  3.37011E-11 4.0262E-11  4.44309E-11 9.31682E-12
20.976562 4.43731E-11 5.24807E-11 5.25026E-11 2.93324E-11 3.68549E-11 9.29079E-12
20.984375 5.69047E-11 3.18726E-11 5.30462E-11 3.34397E-11 3.27065E-11 7.75085E-12
20.992188 7.54218E-11 3.74985E-11 4.09875E-11 2.9885E-11  2.99601E-11 5.18166E-12
21  5.74704E-11 5.21932E-11 3.54141E-11 3.50808E-11 3.50369E-11 3.58102E-12
21.007812 6.08595E-11 6.69228E-11 4.81079E-11 3.27917E-11 2.6038E-11  5.23089E-12
21.015625 6.59553E-11 6.36855E-11 4.80063E-11 3.53043E-11 2.47677E-11 4.51249E-12
21.023438 4.33269E-11 4.76884E-11 4.26431E-11 4.14906E-11 2.65656E-11 5.9325E-12
21.03125  5.16543E-11 5.05834E-11 3.86359E-11 3.85679E-11 2.92672E-11 5.64845E-12
21.039062 4.3659E-11  5.21165E-11 4.56755E-11 3.6505E-11  3.37327E-11 6.73196E-12
21.046875 4.00725E-11 4.91279E-11 5.95629E-11 3.6267E-11  4.03071E-11 8.70321E-12
21.054688 4.3941E-11  5.34569E-11 4.58451E-11 3.41252E-11 3.49975E-11 7.84624E-12
21.0625 7.39594E-11 7.24911E-11 3.5653E-11  3.59935E-11 1.79667E-11 6.36353E-12
21.070312 7.18455E-11 5.69925E-11 5.61869E-11 3.62884E-11 2.45077E-11 4.67275E-12
21.078125 6.46999E-11 3.4335E-11  5.52184E-11 3.1559E-11  3.40906E-11 6.96622E-12
21.085938 5.08948E-11 6.66079E-11 2.84606E-11 2.48819E-11 3.02796E-11 8.02649E-12
21.09375  5.37876E-11 6.81793E-11 3.63939E-11 2.70295E-11 2.61338E-11 6.81316E-12
21.101562 4.95444E-11 8.50145E-11 3.19356E-11 2.59943E-11 1.4758E-11  8.37128E-12
21.109375 6.66524E-11 6.40548E-11 3.88938E-11 2.87526E-11 1.87041E-11 9.22765E-12
21.117188 8.20082E-11 6.07736E-11 4.72216E-11 2.03989E-11 3.33444E-11 6.98996E-12
21.125  5.32275E-11 5.27014E-11 5.39681E-11 1.61942E-11 3.41057E-11 5.40901E-12
21.132812 5.21899E-11 5.79335E-11 5.2023E-11  2.48329E-11 3.6462E-11  5.34984E-12
21.140625 7.17041E-11 6.71164E-11 4.48819E-11 2.02819E-11 3.58906E-11 7.71986E-12
21.148438 5.87994E-11 4.08076E-11 3.92941E-11 3.58133E-11 2.88843E-11 1.01861E-11
21.15625  5.23492E-11 4.33722E-11 3.31045E-11 3.24533E-11 2.71703E-11 8.41193E-12
21.164062 4.59231E-11 6.68375E-11 4.76018E-11 3.75945E-11 2.3642E-11  7.81531E-12
21.171875 3.38321E-11 7.71987E-11 5.11697E-11 3.05978E-11 2.67163E-11 8.73129E-12
21.179688 6.18553E-11 4.45158E-11 3.96012E-11 2.90037E-11 3.0852E-11  1.05879E-11
21.1875 6.46971E-11 4.78883E-11 4.91968E-11 2.27646E-11 1.53184E-11 9.66319E-12
21.195312 5.79276E-11 2.29208E-11 4.12164E-11 2.53309E-11 2.37202E-11 6.90451E-12
21.203125 4.2875E-11  3.55975E-11 5.07209E-11 2.85423E-11 2.73427E-11 8.14595E-12
21.210938 7.01017E-11 7.89105E-11 3.46169E-11 2.50001E-11 3.25373E-11 6.55792E-12
21.21875  7.53675E-11 7.56297E-11 5.46118E-11 3.15469E-11 3.3871E-11  9.11673E-12
21.226562 5.7086E-11  6.46816E-11 6.54406E-11 3.55111E-11 3.56411E-11 1.06568E-11
21.234375 5.01324E-11 5.05636E-11 3.91769E-11 2.68038E-11 4.12141E-11 8.68574E-12
21.242188 6.01119E-11 6.06709E-11 2.18845E-11 2.40771E-11 3.208E-11 1.04873E-11
21.25 7.62871E-11 4.66515E-11 2.21038E-11 3.55236E-11 3.34628E-11 8.14595E-12
21.257812 6.82226E-11 2.54502E-11 1.47246E-11 3.30222E-11 3.32731E-11 1.06108E-11
21.265625 3.66627E-11 3.75198E-11 1.61668E-11 3.09672E-11 3.05526E-11 1.05925E-11
21.273438 3.48953E-11 4.10291E-11 2.23941E-11 2.16134E-11 3.88144E-11 7.68621E-12
21.28125  3.15921E-11 6.03345E-11 1.94428E-11 3.30038E-11 3.43827E-11 5.42651E-12
21.289062 2.89159E-11 8.02104E-11 2.46375E-11 3.68459E-11 3.55702E-11 7.34062E-12
21.296875 2.96892E-11 8.8215E-11  4.50774E-11 2.15792E-11 2.88466E-11 6.6955E-12
21.304688 5.22017E-11 6.36126E-11 4.39163E-11 3.06544E-11 3.4288E-11  4.59884E-12
21.3125 6.44874E-11 3.44953E-11 4.32235E-11 3.41807E-11 2.94863E-11 4.27433E-12
21.320312 6.90613E-11 3.97616E-11 3.39361E-11 2.76448E-11 2.83264E-11 5.00303E-12
21.328125 5.65632E-11 3.38717E-11 4.45977E-11 3.09172E-11 2.6741E-11  6.18678E-12
21.335938 6.51541E-11 3.4965E-11  4.68355E-11 3.1187E-11  2.85687E-11 6.79057E-12
21.34375  5.77576E-11 3.74721E-11 3.65188E-11 2.67809E-11 3.07915E-11 7.72468E-12
21.351562 4.39707E-11 5.6341E-11  1.46643E-11 2.71576E-11 2.13163E-11 8.73169E-12
21.359375 3.93074E-11 5.65657E-11 2.28318E-11 3.82857E-11 2.45069E-11 8.54216E-12
21.367188 3.39474E-11 5.76759E-11 3.74551E-11 4.13195E-11 2.33533E-11 8.96397E-12
21.375  4.67271E-11 5.25275E-11 4.66097E-11 4.2838E-11  3.06867E-11 9.79606E-12
21.382812 8.04731E-11 7.51365E-11 5.0867E-11  4.01362E-11 3.71137E-11 9.26825E-12
21.390625 8.54305E-11 5.67172E-11 3.16166E-11 3.74921E-11 3.50218E-11 6.1024E-12
21.398438 4.9338E-11  6.07607E-11 4.56643E-11 3.65653E-11 5.26008E-11 8.18708E-12
21.40625  4.17417E-11 6.73642E-11 3.22984E-11 3.9611E-11  6.00397E-11 1.38735E-11
21.414062 4.75595E-11 5.51988E-11 3.52856E-11 3.63656E-11 3.76259E-11 1.20183E-11
21.421875 3.82463E-11 3.08746E-11 3.09885E-11 3.90065E-11 4.37007E-11 1.21883E-11
21.429688 2.10715E-11 3.30826E-11 2.05228E-11 3.10925E-11 3.7193E-11  1.04168E-11
21.4375 3.00314E-11 4.74455E-11 2.78387E-11 1.74207E-11 4.23856E-11 1.23995E-11
21.445312 3.54451E-11 6.36672E-11 2.12056E-11 2.64804E-11 5.1998E-11  9.99297E-12
21.453125 3.20575E-11 6.56613E-11 1.53517E-11 3.59099E-11 4.79754E-11 7.30765E-12
21.460938 3.66522E-11 4.48608E-11 4.42633E-11 4.02724E-11 3.62351E-11 8.57754E-12
21.46875  8.01699E-11 6.02347E-11 5.22874E-11 4.479E-11 3.86673E-11 7.23296E-12
21.476562 8.85343E-11 6.13158E-11 3.71067E-11 5.35481E-11 5.76364E-11 6.18895E-12
21.484375 7.02252E-11 6.35035E-11 3.14147E-11 3.55203E-11 5.61712E-11 6.15973E-12
21.492188 5.53909E-11 5.25226E-11 4.48277E-11 3.21289E-11 5.72953E-11 1.04792E-11
21.5  4.50416E-11 4.23925E-11 3.62668E-11 2.45583E-11 5.66618E-11 9.72564E-12
21.507812 6.15402E-11 8.74044E-11 2.66304E-11 4.15154E-11 4.22618E-11 1.03766E-11
21.515625 7.3781E-11  6.87735E-11 3.07713E-11 5.18414E-11 4.33702E-11 1.18474E-11
21.523438 5.0982E-11  5.34213E-11 4.22462E-11 5.70812E-11 5.11361E-11 7.99425E-12
21.53125  5.14882E-11 6.47547E-11 5.13965E-11 5.69218E-11 5.53488E-11 9.83146E-12
21.539062 6.24126E-11 5.59204E-11 4.36432E-11 4.79503E-11 5.30358E-11 9.05105E-12
21.546875 7.96868E-11 5.45372E-11 2.16705E-11 3.54742E-11 5.12759E-11 9.24014E-12
21.554688 6.4801E-11  6.52162E-11 3.93778E-11 4.12466E-11 3.80468E-11 9.45317E-12
21.5625 5.64903E-11 8.35652E-11 6.85417E-11 3.5998E-11  2.71197E-11 8.13999E-12
21.570312 7.06374E-11 7.51261E-11 6.34459E-11 3.12713E-11 4.24223E-11 7.80593E-12
21.578125 6.68986E-11 6.84479E-11 4.87911E-11 3.87446E-11 4.28168E-11 8.54669E-12
21.585938 6.7046E-11  6.21463E-11 3.52364E-11 5.33463E-11 3.99622E-11 9.1318E-12
21.59375  6.13295E-11 5.41202E-11 2.77328E-11 5.58633E-11 4.42087E-11 8.35162E-12
21.601562 5.95981E-11 6.27176E-11 4.54057E-11 5.35505E-11 5.91124E-11 8.3193E-12
21.609375 6.9098E-11  4.05574E-11 3.68669E-11 5.61234E-11 6.90851E-11 1.12439E-11
21.617188 3.67388E-11 3.81689E-11 4.35211E-11 6.46392E-11 6.48233E-11 1.12275E-11
21.625  6.51725E-11 3.55115E-11 4.63423E-11 5.48936E-11 6.64227E-11 1.08301E-11
21.632812 6.01595E-11 3.73925E-11 3.98108E-11 5.36181E-11 6.0633E-11  1.03606E-11
21.640625 5.25106E-11 5.70509E-11 3.79128E-11 5.02513E-11 5.44569E-11 8.90255E-12
21.648438 6.56357E-11 7.92222E-11 3.5538E-11  4.08433E-11 6.0443E-11  6.94254E-12
21.65625  4.36878E-11 6.8819E-11  3.92577E-11 4.159E-11 5.33464E-11 9.86616E-12
21.664062 5.04556E-11 6.98321E-11 4.44186E-11 5.08293E-11 4.41952E-11 8.31709E-12
21.671875 7.25209E-11 8.43601E-11 4.79043E-11 4.36228E-11 5.68377E-11 1.2364E-11
21.679688 6.40289E-11 5.11311E-11 3.62857E-11 4.29559E-11 5.71004E-11 9.72679E-12
21.6875 6.84697E-11 4.90063E-11 3.17257E-11 5.57978E-11 6.31723E-11 8.94045E-12
21.695312 8.67338E-11 5.7111E-11  2.53099E-11 4.7671E-11  4.9508E-11  7.86503E-12
