# frequency[Hz], mag, phase[deg]
2.45375e+01 3.34784e-04 -2.10418e+00 
2.45475e+01 3.34807e-04 -2.10316e+00 
2.45575e+01 3.34831e-04 -2.10215e+00 
2.45675e+01 3.34855e-04 -2.10113e+00 
2.45775e+01 3.34879e-04 -2.10012e+00 
2.45875e+01 3.34902e-04 -2.09911e+00 
2.45975e+01 3.34926e-04 -2.09810e+00 
2.46075e+01 3.34950e-04 -2.09709e+00 
2.46175e+01 3.34973e-04 -2.09608e+00 
2.46275e+01 3.34997e-04 -2.09507e+00 
2.46375e+01 3.35020e-04 -2.09407e+00 
2.46475e+01 3.35044e-04 -2.09306e+00 
2.46575e+01 3.35067e-04 -2.09206e+00 
2.46675e+01 3.35091e-04 -2.09105e+00 
2.46775e+01 3.35114e-04 -2.09005e+00 
2.46875e+01 3.35138e-04 -2.08905e+00 
2.46975e+01 3.35161e-04 -2.08805e+00 
2.47075e+01 3.35184e-04 -2.08705e+00 
2.47175e+01 3.35208e-04 -2.08605e+00 
2.47275e+01 3.35231e-04 -2.08505e+00 
2.47375e+01 3.35254e-04 -2.08405e+00 
2.47475e+01 3.35277e-04 -2.08306e+00 
2.47575e+01 3.35301e-04 -2.08206e+00 
2.47675e+01 3.35324e-04 -2.08107e+00 
2.47775e+01 3.35347e-04 -2.08008e+00 
2.47875e+01 3.35370e-04 -2.07909e+00 
2.47975e+01 3.35393e-04 -2.07810e+00 
2.48075e+01 3.35416e-04 -2.07711e+00 
2.48175e+01 3.35439e-04 -2.07612e+00 
2.48275e+01 3.35462e-04 -2.07513e+00 
2.48375e+01 3.35485e-04 -2.07414e+00 
2.48475e+01 3.35508e-04 -2.07316e+00 
2.48575e+01 3.35531e-04 -2.07217e+00 
2.48675e+01 3.35554e-04 -2.07119e+00 
2.48775e+01 3.35577e-04 -2.07021e+00 
2.48875e+01 3.35600e-04 -2.06923e+00 
2.48975e+01 3.35622e-04 -2.06825e+00 
2.49075e+01 3.35645e-04 -2.06727e+00 
2.49175e+01 3.35668e-04 -2.06629e+00 
2.49275e+01 3.35691e-04 -2.06531e+00 
2.49375e+01 3.35713e-04 -2.06433e+00 
2.49475e+01 3.35736e-04 -2.06336e+00 
2.49575e+01 3.35759e-04 -2.06238e+00 
2.49675e+01 3.35781e-04 -2.06141e+00 
2.49775e+01 3.35804e-04 -2.06044e+00 
2.49875e+01 3.35827e-04 -2.05946e+00 
2.49975e+01 3.35849e-04 -2.05849e+00 
2.50075e+01 3.35872e-04 -2.05752e+00 
2.50175e+01 3.35894e-04 -2.05656e+00 
2.50275e+01 3.35917e-04 -2.05559e+00 
2.50375e+01 3.35939e-04 -2.05462e+00 
2.50475e+01 3.35961e-04 -2.05365e+00 
2.50575e+01 3.35984e-04 -2.05269e+00 
2.50675e+01 3.36006e-04 -2.05173e+00 
2.50775e+01 3.36028e-04 -2.05076e+00 
2.50875e+01 3.36051e-04 -2.04980e+00 
2.50975e+01 3.36073e-04 -2.04884e+00 
2.51075e+01 3.36095e-04 -2.04788e+00 
2.51175e+01 3.36117e-04 -2.04692e+00 
2.51275e+01 3.36140e-04 -2.04596e+00 
2.51375e+01 3.36162e-04 -2.04500e+00 
2.51475e+01 3.36184e-04 -2.04405e+00 
2.51575e+01 3.36206e-04 -2.04309e+00 
2.51675e+01 3.36228e-04 -2.04214e+00 
2.51775e+01 3.36250e-04 -2.04118e+00 
2.51875e+01 3.36272e-04 -2.04023e+00 
2.51975e+01 3.36294e-04 -2.03928e+00 
2.52075e+01 3.36316e-04 -2.03833e+00 
2.52175e+01 3.36338e-04 -2.03738e+00 
2.52275e+01 3.36360e-04 -2.03643e+00 
2.52375e+01 3.36382e-04 -2.03548e+00 
2.52475e+01 3.36404e-04 -2.03454e+00 
2.52575e+01 3.36426e-04 -2.03359e+00 
2.52675e+01 3.36448e-04 -2.03265e+00 
2.52775e+01 3.36469e-04 -2.03170e+00 
2.52875e+01 3.36491e-04 -2.03076e+00 
2.52975e+01 3.36513e-04 -2.02982e+00 
2.53075e+01 3.36535e-04 -2.02887e+00 
2.53175e+01 3.36556e-04 -2.02793e+00 
2.53275e+01 3.36578e-04 -2.02700e+00 
2.53375e+01 3.36600e-04 -2.02606e+00 
2.53475e+01 3.36621e-04 -2.02512e+00 
2.53575e+01 3.36643e-04 -2.02418e+00 
2.53675e+01 3.36664e-04 -2.02325e+00 
2.53775e+01 3.36686e-04 -2.02231e+00 
2.53875e+01 3.36707e-04 -2.02138e+00 
2.53975e+01 3.36729e-04 -2.02044e+00 
2.54075e+01 3.36750e-04 -2.01951e+00 
2.54175e+01 3.36772e-04 -2.01858e+00 
2.54275e+01 3.36793e-04 -2.01765e+00 
2.54375e+01 3.36815e-04 -2.01672e+00 
2.54475e+01 3.36836e-04 -2.01579e+00 
2.54575e+01 3.36857e-04 -2.01487e+00 
2.54675e+01 3.36879e-04 -2.01394e+00 
2.54775e+01 3.36900e-04 -2.01301e+00 
2.54875e+01 3.36921e-04 -2.01209e+00 
2.54975e+01 3.36942e-04 -2.01116e+00 
2.55075e+01 3.36964e-04 -2.01024e+00 
2.55174e+01 3.36985e-04 -2.00932e+00 
2.55274e+01 3.37006e-04 -2.00840e+00 
2.55374e+01 3.37027e-04 -2.00748e+00 
2.55474e+01 3.37048e-04 -2.00656e+00 
2.55574e+01 3.37069e-04 -2.00564e+00 
2.55674e+01 3.37090e-04 -2.00472e+00 
2.55774e+01 3.37111e-04 -2.00381e+00 
2.55874e+01 3.37132e-04 -2.00289e+00 
2.55974e+01 3.37153e-04 -2.00197e+00 
2.56074e+01 3.37174e-04 -2.00106e+00 
2.56174e+01 3.37195e-04 -2.00015e+00 
2.56274e+01 3.37216e-04 -1.99923e+00 
2.56374e+01 3.37237e-04 -1.99832e+00 
2.56474e+01 3.37258e-04 -1.99741e+00 
2.56574e+01 3.37279e-04 -1.99650e+00 
2.56674e+01 3.37300e-04 -1.99559e+00 
2.56774e+01 3.37320e-04 -1.99469e+00 
2.56874e+01 3.37341e-04 -1.99378e+00 
2.56974e+01 3.37362e-04 -1.99287e+00 
2.57074e+01 3.37383e-04 -1.99197e+00 
2.57174e+01 3.37403e-04 -1.99106e+00 
2.57274e+01 3.37424e-04 -1.99016e+00 
2.57374e+01 3.37445e-04 -1.98926e+00 
2.57474e+01 3.37465e-04 -1.98835e+00 
2.57574e+01 3.37486e-04 -1.98745e+00 
2.57674e+01 3.37506e-04 -1.98655e+00 
2.57774e+01 3.37527e-04 -1.98565e+00 
2.57874e+01 3.37548e-04 -1.98476e+00 
2.57974e+01 3.37568e-04 -1.98386e+00 
2.58074e+01 3.37589e-04 -1.98296e+00 
2.58174e+01 3.37609e-04 -1.98207e+00 
2.58274e+01 3.37629e-04 -1.98117e+00 
2.58374e+01 3.37650e-04 -1.98028e+00 
2.58474e+01 3.37670e-04 -1.97938e+00 
2.58574e+01 3.37691e-04 -1.97849e+00 
2.58674e+01 3.37711e-04 -1.97760e+00 
2.58774e+01 3.37731e-04 -1.97671e+00 
2.58874e+01 3.37752e-04 -1.97582e+00 
2.58974e+01 3.37772e-04 -1.97493e+00 
2.59074e+01 3.37792e-04 -1.97404e+00 
2.59174e+01 3.37812e-04 -1.97315e+00 
2.59274e+01 3.37832e-04 -1.97227e+00 
2.59374e+01 3.37853e-04 -1.97138e+00 
2.59474e+01 3.37873e-04 -1.97050e+00 
2.59574e+01 3.37893e-04 -1.96961e+00 
2.59674e+01 3.37913e-04 -1.96873e+00 
2.59774e+01 3.37933e-04 -1.96785e+00 
2.59874e+01 3.37953e-04 -1.96697e+00 
2.59974e+01 3.37973e-04 -1.96609e+00 
2.60074e+01 3.37993e-04 -1.96521e+00 
2.60174e+01 3.38013e-04 -1.96433e+00 
2.60274e+01 3.38033e-04 -1.96345e+00 
2.60374e+01 3.38053e-04 -1.96257e+00 
2.60474e+01 3.38073e-04 -1.96170e+00 
2.60574e+01 3.38093e-04 -1.96082e+00 
2.60674e+01 3.38113e-04 -1.95995e+00 
2.60774e+01 3.38133e-04 -1.95907e+00 
2.60874e+01 3.38153e-04 -1.95820e+00 
2.60974e+01 3.38172e-04 -1.95733e+00 
2.61074e+01 3.38192e-04 -1.95646e+00 
2.61174e+01 3.38212e-04 -1.95558e+00 
2.61274e+01 3.38232e-04 -1.95471e+00 
2.61374e+01 3.38251e-04 -1.95385e+00 
2.61474e+01 3.38271e-04 -1.95298e+00 
2.61574e+01 3.38291e-04 -1.95211e+00 
2.61674e+01 3.38310e-04 -1.95124e+00 
2.61774e+01 3.38330e-04 -1.95038e+00 
2.61874e+01 3.38350e-04 -1.94951e+00 
2.61974e+01 3.38369e-04 -1.94865e+00 
2.62074e+01 3.38389e-04 -1.94779e+00 
2.62174e+01 3.38408e-04 -1.94692e+00 
2.62274e+01 3.38428e-04 -1.94606e+00 
2.62374e+01 3.38447e-04 -1.94520e+00 
2.62474e+01 3.38467e-04 -1.94434e+00 
2.62574e+01 3.38486e-04 -1.94348e+00 
2.62674e+01 3.38506e-04 -1.94262e+00 
2.62774e+01 3.38525e-04 -1.94177e+00 
2.62874e+01 3.38544e-04 -1.94091e+00 
2.62974e+01 3.38564e-04 -1.94005e+00 
2.63074e+01 3.38583e-04 -1.93920e+00 
2.63174e+01 3.38602e-04 -1.93834e+00 
2.63274e+01 3.38622e-04 -1.93749e+00 
2.63374e+01 3.38641e-04 -1.93664e+00 
2.63474e+01 3.38660e-04 -1.93578e+00 
2.63574e+01 3.38679e-04 -1.93493e+00 
2.63674e+01 3.38699e-04 -1.93408e+00 
2.63774e+01 3.38718e-04 -1.93323e+00 
2.63874e+01 3.38737e-04 -1.93238e+00 
2.63974e+01 3.38756e-04 -1.93154e+00 
2.64074e+01 3.38775e-04 -1.93069e+00 
2.64174e+01 3.38794e-04 -1.92984e+00 
2.64274e+01 3.38813e-04 -1.92900e+00 
2.64374e+01 3.38832e-04 -1.92815e+00 
2.64474e+01 3.38851e-04 -1.92731e+00 
2.64574e+01 3.38870e-04 -1.92646e+00 
2.64674e+01 3.38889e-04 -1.92562e+00 
2.64774e+01 3.38908e-04 -1.92478e+00 
2.64874e+01 3.38927e-04 -1.92394e+00 
2.64974e+01 3.38946e-04 -1.92310e+00 
2.65074e+01 3.38965e-04 -1.92226e+00 
2.65173e+01 3.38984e-04 -1.92142e+00 
2.65273e+01 3.39003e-04 -1.92058e+00 
2.65373e+01 3.39022e-04 -1.91974e+00 
2.65473e+01 3.39041e-04 -1.91891e+00 
2.65573e+01 3.39059e-04 -1.91807e+00 
2.65673e+01 3.39078e-04 -1.91724e+00 
2.65773e+01 3.39097e-04 -1.91640e+00 
2.65873e+01 3.39116e-04 -1.91557e+00 
2.65973e+01 3.39134e-04 -1.91474e+00 
2.66073e+01 3.39153e-04 -1.91390e+00 
2.66173e+01 3.39172e-04 -1.91307e+00 
2.66273e+01 3.39190e-04 -1.91224e+00 
2.66373e+01 3.39209e-04 -1.91141e+00 
2.66473e+01 3.39228e-04 -1.91059e+00 
2.66573e+01 3.39246e-04 -1.90976e+00 
2.66673e+01 3.39265e-04 -1.90893e+00 
2.66773e+01 3.39283e-04 -1.90810e+00 
2.66873e+01 3.39302e-04 -1.90728e+00 
2.66973e+01 3.39320e-04 -1.90645e+00 
2.67073e+01 3.39339e-04 -1.90563e+00 
2.67173e+01 3.39357e-04 -1.90480e+00 
2.67273e+01 3.39376e-04 -1.90398e+00 
2.67373e+01 3.39394e-04 -1.90316e+00 
2.67473e+01 3.39413e-04 -1.90234e+00 
2.67573e+01 3.39431e-04 -1.90152e+00 
2.67673e+01 3.39449e-04 -1.90070e+00 
2.67773e+01 3.39468e-04 -1.89988e+00 
2.67873e+01 3.39486e-04 -1.89906e+00 
2.67973e+01 3.39504e-04 -1.89824e+00 
2.68073e+01 3.39522e-04 -1.89743e+00 
2.68173e+01 3.39541e-04 -1.89661e+00 
2.68273e+01 3.39559e-04 -1.89580e+00 
2.68373e+01 3.39577e-04 -1.89498e+00 
2.68473e+01 3.39595e-04 -1.89417e+00 
2.68573e+01 3.39614e-04 -1.89335e+00 
2.68673e+01 3.39632e-04 -1.89254e+00 
2.68773e+01 3.39650e-04 -1.89173e+00 
2.68873e+01 3.39668e-04 -1.89092e+00 
2.68973e+01 3.39686e-04 -1.89011e+00 
2.69073e+01 3.39704e-04 -1.88930e+00 
2.69173e+01 3.39722e-04 -1.88849e+00 
2.69273e+01 3.39740e-04 -1.88768e+00 
2.69373e+01 3.39758e-04 -1.88688e+00 
2.69473e+01 3.39776e-04 -1.88607e+00 
2.69573e+01 3.39794e-04 -1.88526e+00 
2.69673e+01 3.39812e-04 -1.88446e+00 
2.69773e+01 3.39830e-04 -1.88366e+00 
2.69873e+01 3.39848e-04 -1.88285e+00 
2.69973e+01 3.39866e-04 -1.88205e+00 
2.70073e+01 3.39884e-04 -1.88125e+00 
2.70173e+01 3.39902e-04 -1.88045e+00 
2.70273e+01 3.39919e-04 -1.87964e+00 
2.70373e+01 3.39937e-04 -1.87884e+00 
2.70473e+01 3.39955e-04 -1.87805e+00 
2.70573e+01 3.39973e-04 -1.87725e+00 
2.70673e+01 3.39991e-04 -1.87645e+00 
2.70773e+01 3.40008e-04 -1.87565e+00 
2.70873e+01 3.40026e-04 -1.87486e+00 
2.70973e+01 3.40044e-04 -1.87406e+00 
2.71073e+01 3.40061e-04 -1.87327e+00 
2.71173e+01 3.40079e-04 -1.87247e+00 
2.71273e+01 3.40097e-04 -1.87168e+00 
2.71373e+01 3.40114e-04 -1.87088e+00 
2.71473e+01 3.40132e-04 -1.87009e+00 
2.71573e+01 3.40149e-04 -1.86930e+00 
2.71673e+01 3.40167e-04 -1.86851e+00 
2.71773e+01 3.40185e-04 -1.86772e+00 
2.71873e+01 3.40202e-04 -1.86693e+00 
2.71973e+01 3.40220e-04 -1.86614e+00 
2.72073e+01 3.40237e-04 -1.86535e+00 
2.72173e+01 3.40254e-04 -1.86457e+00 
2.72273e+01 3.40272e-04 -1.86378e+00 
2.72373e+01 3.40289e-04 -1.86300e+00 
2.72473e+01 3.40307e-04 -1.86221e+00 
2.72573e+01 3.40324e-04 -1.86143e+00 
2.72673e+01 3.40342e-04 -1.86064e+00 
2.72773e+01 3.40359e-04 -1.85986e+00 
2.72873e+01 3.40376e-04 -1.85908e+00 
2.72973e+01 3.40393e-04 -1.85830e+00 
2.73073e+01 3.40411e-04 -1.85751e+00 
2.73173e+01 3.40428e-04 -1.85673e+00 
2.73273e+01 3.40445e-04 -1.85595e+00 
2.73373e+01 3.40463e-04 -1.85518e+00 
2.73473e+01 3.40480e-04 -1.85440e+00 
2.73573e+01 3.40497e-04 -1.85362e+00 
2.73673e+01 3.40514e-04 -1.85284e+00 
2.73773e+01 3.40531e-04 -1.85207e+00 
2.73873e+01 3.40548e-04 -1.85129e+00 
2.73973e+01 3.40566e-04 -1.85052e+00 
2.74073e+01 3.40583e-04 -1.84974e+00 
2.74173e+01 3.40600e-04 -1.84897e+00 
2.74273e+01 3.40617e-04 -1.84820e+00 
2.74373e+01 3.40634e-04 -1.84743e+00 
2.74473e+01 3.40651e-04 -1.84665e+00 
2.74573e+01 3.40668e-04 -1.84588e+00 
2.74673e+01 3.40685e-04 -1.84511e+00 
2.74773e+01 3.40702e-04 -1.84434e+00 
2.74873e+01 3.40719e-04 -1.84358e+00 
2.74973e+01 3.40736e-04 -1.84281e+00 
2.75073e+01 3.40753e-04 -1.84204e+00 
2.75172e+01 3.40770e-04 -1.84127e+00 
2.75272e+01 3.40786e-04 -1.84051e+00 
2.75372e+01 3.40803e-04 -1.83974e+00 
2.75472e+01 3.40820e-04 -1.83898e+00 
2.75572e+01 3.40837e-04 -1.83821e+00 
2.75672e+01 3.40854e-04 -1.83745e+00 
2.75772e+01 3.40871e-04 -1.83669e+00 
2.75872e+01 3.40887e-04 -1.83593e+00 
2.75972e+01 3.40904e-04 -1.83517e+00 
2.76072e+01 3.40921e-04 -1.83441e+00 
2.76172e+01 3.40937e-04 -1.83365e+00 
2.76272e+01 3.40954e-04 -1.83289e+00 
2.76372e+01 3.40971e-04 -1.83213e+00 
2.76472e+01 3.40988e-04 -1.83137e+00 
2.76572e+01 3.41004e-04 -1.83061e+00 
2.76672e+01 3.41021e-04 -1.82986e+00 
2.76772e+01 3.41037e-04 -1.82910e+00 
2.76872e+01 3.41054e-04 -1.82835e+00 
2.76972e+01 3.41071e-04 -1.82759e+00 
2.77072e+01 3.41087e-04 -1.82684e+00 
2.77172e+01 3.41104e-04 -1.82608e+00 
2.77272e+01 3.41120e-04 -1.82533e+00 
2.77372e+01 3.41137e-04 -1.82458e+00 
2.77472e+01 3.41153e-04 -1.82383e+00 
2.77572e+01 3.41170e-04 -1.82308e+00 
2.77672e+01 3.41186e-04 -1.82233e+00 
2.77772e+01 3.41202e-04 -1.82158e+00 
2.77872e+01 3.41219e-04 -1.82083e+00 
2.77972e+01 3.41235e-04 -1.82008e+00 
2.78072e+01 3.41252e-04 -1.81933e+00 
2.78172e+01 3.41268e-04 -1.81859e+00 
2.78272e+01 3.41284e-04 -1.81784e+00 
2.78372e+01 3.41301e-04 -1.81709e+00 
2.78472e+01 3.41317e-04 -1.81635e+00 
2.78572e+01 3.41333e-04 -1.81561e+00 
2.78672e+01 3.41350e-04 -1.81486e+00 
2.78772e+01 3.41366e-04 -1.81412e+00 
2.78872e+01 3.41382e-04 -1.81338e+00 
2.78972e+01 3.41398e-04 -1.81264e+00 
2.79072e+01 3.41414e-04 -1.81189e+00 
2.79172e+01 3.41431e-04 -1.81115e+00 
2.79272e+01 3.41447e-04 -1.81041e+00 
2.79372e+01 3.41463e-04 -1.80968e+00 
2.79472e+01 3.41479e-04 -1.80894e+00 
2.79572e+01 3.41495e-04 -1.80820e+00 
2.79672e+01 3.41511e-04 -1.80746e+00 
2.79772e+01 3.41527e-04 -1.80673e+00 
2.79872e+01 3.41543e-04 -1.80599e+00 
2.79972e+01 3.41559e-04 -1.80525e+00 
2.80072e+01 3.41575e-04 -1.80452e+00 
2.80172e+01 3.41591e-04 -1.80379e+00 
2.80272e+01 3.41607e-04 -1.80305e+00 
2.80372e+01 3.41623e-04 -1.80232e+00 
2.80472e+01 3.41639e-04 -1.80159e+00 
2.80572e+01 3.41655e-04 -1.80086e+00 
2.80672e+01 3.41671e-04 -1.80012e+00 
2.80772e+01 3.41687e-04 -1.79939e+00 
2.80872e+01 3.41703e-04 -1.79866e+00 
2.80972e+01 3.41719e-04 -1.79794e+00 
2.81072e+01 3.41735e-04 -1.79721e+00 
2.81172e+01 3.41751e-04 -1.79648e+00 
2.81272e+01 3.41766e-04 -1.79575e+00 
2.81372e+01 3.41782e-04 -1.79503e+00 
2.81472e+01 3.41798e-04 -1.79430e+00 
2.81572e+01 3.41814e-04 -1.79357e+00 
2.81672e+01 3.41830e-04 -1.79285e+00 
2.81772e+01 3.41845e-04 -1.79213e+00 
2.81872e+01 3.41861e-04 -1.79140e+00 
2.81972e+01 3.41877e-04 -1.79068e+00 
2.82072e+01 3.41892e-04 -1.78996e+00 
2.82172e+01 3.41908e-04 -1.78924e+00 
2.82272e+01 3.41924e-04 -1.78851e+00 
2.82372e+01 3.41939e-04 -1.78779e+00 
2.82472e+01 3.41955e-04 -1.78707e+00 
2.82572e+01 3.41971e-04 -1.78636e+00 
2.82672e+01 3.41986e-04 -1.78564e+00 
2.82772e+01 3.42002e-04 -1.78492e+00 
2.82872e+01 3.42017e-04 -1.78420e+00 
2.82972e+01 3.42033e-04 -1.78348e+00 
2.83072e+01 3.42048e-04 -1.78277e+00 
2.83172e+01 3.42064e-04 -1.78205e+00 
2.83272e+01 3.42079e-04 -1.78134e+00 
2.83372e+01 3.42095e-04 -1.78062e+00 
2.83472e+01 3.42110e-04 -1.77991e+00 
2.83572e+01 3.42126e-04 -1.77920e+00 
2.83672e+01 3.42141e-04 -1.77848e+00 
2.83772e+01 3.42157e-04 -1.77777e+00 
2.83872e+01 3.42172e-04 -1.77706e+00 
2.83972e+01 3.42187e-04 -1.77635e+00 
2.84072e+01 3.42203e-04 -1.77564e+00 
2.84172e+01 3.42218e-04 -1.77493e+00 
2.84272e+01 3.42233e-04 -1.77422e+00 
2.84372e+01 3.42249e-04 -1.77351e+00 
2.84472e+01 3.42264e-04 -1.77281e+00 
2.84572e+01 3.42279e-04 -1.77210e+00 
2.84672e+01 3.42294e-04 -1.77139e+00 
2.84772e+01 3.42310e-04 -1.77069e+00 
2.84872e+01 3.42325e-04 -1.76998e+00 
2.84972e+01 3.42340e-04 -1.76928e+00 
2.85072e+01 3.42355e-04 -1.76857e+00 
2.85171e+01 3.42371e-04 -1.76787e+00 
2.85271e+01 3.42386e-04 -1.76717e+00 
2.85371e+01 3.42401e-04 -1.76646e+00 
2.85471e+01 3.42416e-04 -1.76576e+00 
2.85571e+01 3.42431e-04 -1.76506e+00 
2.85671e+01 3.42446e-04 -1.76436e+00 
2.85771e+01 3.42461e-04 -1.76366e+00 
2.85871e+01 3.42476e-04 -1.76296e+00 
2.85971e+01 3.42491e-04 -1.76226e+00 
2.86071e+01 3.42506e-04 -1.76156e+00 
2.86171e+01 3.42521e-04 -1.76086e+00 
2.86271e+01 3.42536e-04 -1.76017e+00 
2.86371e+01 3.42551e-04 -1.75947e+00 
2.86471e+01 3.42566e-04 -1.75877e+00 
2.86571e+01 3.42581e-04 -1.75808e+00 
2.86671e+01 3.42596e-04 -1.75738e+00 
2.86771e+01 3.42611e-04 -1.75669e+00 
2.86871e+01 3.42626e-04 -1.75600e+00 
2.86971e+01 3.42641e-04 -1.75530e+00 
2.87071e+01 3.42656e-04 -1.75461e+00 
2.87171e+01 3.42671e-04 -1.75392e+00 
2.87271e+01 3.42686e-04 -1.75323e+00 
2.87371e+01 3.42701e-04 -1.75254e+00 
2.87471e+01 3.42715e-04 -1.75185e+00 
2.87571e+01 3.42730e-04 -1.75116e+00 
2.87671e+01 3.42745e-04 -1.75047e+00 
2.87771e+01 3.42760e-04 -1.74978e+00 
2.87871e+01 3.42774e-04 -1.74909e+00 
2.87971e+01 3.42789e-04 -1.74840e+00 
2.88071e+01 3.42804e-04 -1.74772e+00 
2.88171e+01 3.42819e-04 -1.74703e+00 
2.88271e+01 3.42833e-04 -1.74634e+00 
2.88371e+01 3.42848e-04 -1.74566e+00 
2.88471e+01 3.42863e-04 -1.74498e+00 
2.88571e+01 3.42877e-04 -1.74429e+00 
2.88671e+01 3.42892e-04 -1.74361e+00 
2.88771e+01 3.42907e-04 -1.74292e+00 
2.88871e+01 3.42921e-04 -1.74224e+00 
2.88971e+01 3.42936e-04 -1.74156e+00 
2.89071e+01 3.42950e-04 -1.74088e+00 
2.89171e+01 3.42965e-04 -1.74020e+00 
2.89271e+01 3.42979e-04 -1.73952e+00 
2.89371e+01 3.42994e-04 -1.73884e+00 
2.89471e+01 3.43009e-04 -1.73816e+00 
2.89571e+01 3.43023e-04 -1.73748e+00 
2.89671e+01 3.43038e-04 -1.73680e+00 
2.89771e+01 3.43052e-04 -1.73613e+00 
2.89871e+01 3.43066e-04 -1.73545e+00 
2.89971e+01 3.43081e-04 -1.73477e+00 
2.90071e+01 3.43095e-04 -1.73410e+00 
2.90171e+01 3.43110e-04 -1.73342e+00 
2.90271e+01 3.43124e-04 -1.73275e+00 
2.90371e+01 3.43138e-04 -1.73207e+00 
2.90471e+01 3.43153e-04 -1.73140e+00 
2.90571e+01 3.43167e-04 -1.73073e+00 
2.90671e+01 3.43182e-04 -1.73006e+00 
2.90771e+01 3.43196e-04 -1.72938e+00 
2.90871e+01 3.43210e-04 -1.72871e+00 
2.90971e+01 3.43224e-04 -1.72804e+00 
2.91071e+01 3.43239e-04 -1.72737e+00 
2.91171e+01 3.43253e-04 -1.72670e+00 
2.91271e+01 3.43267e-04 -1.72603e+00 
2.91371e+01 3.43281e-04 -1.72536e+00 
2.91471e+01 3.43296e-04 -1.72470e+00 
2.91571e+01 3.43310e-04 -1.72403e+00 
2.91671e+01 3.43324e-04 -1.72336e+00 
2.91771e+01 3.43338e-04 -1.72270e+00 
2.91871e+01 3.43352e-04 -1.72203e+00 
2.91971e+01 3.43367e-04 -1.72137e+00 
2.92071e+01 3.43381e-04 -1.72070e+00 
2.92171e+01 3.43395e-04 -1.72004e+00 
2.92271e+01 3.43409e-04 -1.71937e+00 
2.92371e+01 3.43423e-04 -1.71871e+00 
2.92471e+01 3.43437e-04 -1.71805e+00 
2.92571e+01 3.43451e-04 -1.71738e+00 
2.92671e+01 3.43465e-04 -1.71672e+00 
2.92771e+01 3.43479e-04 -1.71606e+00 
2.92871e+01 3.43493e-04 -1.71540e+00 
2.92971e+01 3.43507e-04 -1.71474e+00 
2.93071e+01 3.43521e-04 -1.71408e+00 
2.93171e+01 3.43535e-04 -1.71342e+00 
2.93271e+01 3.43549e-04 -1.71277e+00 
2.93371e+01 3.43563e-04 -1.71211e+00 
2.93471e+01 3.43577e-04 -1.71145e+00 
2.93571e+01 3.43591e-04 -1.71079e+00 
2.93671e+01 3.43605e-04 -1.71014e+00 
2.93771e+01 3.43619e-04 -1.70948e+00 
2.93871e+01 3.43633e-04 -1.70883e+00 
2.93971e+01 3.43646e-04 -1.70817e+00 
2.94071e+01 3.43660e-04 -1.70752e+00 
2.94171e+01 3.43674e-04 -1.70686e+00 
2.94271e+01 3.43688e-04 -1.70621e+00 
2.94371e+01 3.43702e-04 -1.70556e+00 
2.94471e+01 3.43716e-04 -1.70491e+00 
2.94571e+01 3.43729e-04 -1.70426e+00 
2.94671e+01 3.43743e-04 -1.70360e+00 
2.94771e+01 3.43757e-04 -1.70295e+00 
2.94871e+01 3.43771e-04 -1.70230e+00 
2.94971e+01 3.43784e-04 -1.70165e+00 
2.95071e+01 3.43798e-04 -1.70101e+00 
2.95170e+01 3.43812e-04 -1.70036e+00 
2.95270e+01 3.43825e-04 -1.69971e+00 
2.95370e+01 3.43839e-04 -1.69906e+00 
2.95470e+01 3.43853e-04 -1.69842e+00 
2.95570e+01 3.43866e-04 -1.69777e+00 
2.95670e+01 3.43880e-04 -1.69712e+00 
2.95770e+01 3.43894e-04 -1.69648e+00 
2.95870e+01 3.43907e-04 -1.69583e+00 
2.95970e+01 3.43921e-04 -1.69519e+00 
2.96070e+01 3.43934e-04 -1.69455e+00 
2.96170e+01 3.43948e-04 -1.69390e+00 
2.96270e+01 3.43961e-04 -1.69326e+00 
2.96370e+01 3.43975e-04 -1.69262e+00 
2.96470e+01 3.43988e-04 -1.69198e+00 
2.96570e+01 3.44002e-04 -1.69133e+00 
2.96670e+01 3.44015e-04 -1.69069e+00 
2.96770e+01 3.44029e-04 -1.69005e+00 
2.96870e+01 3.44042e-04 -1.68941e+00 
2.96970e+01 3.44056e-04 -1.68878e+00 
2.97070e+01 3.44069e-04 -1.68814e+00 
2.97170e+01 3.44083e-04 -1.68750e+00 
2.97270e+01 3.44096e-04 -1.68686e+00 
2.97370e+01 3.44109e-04 -1.68622e+00 
2.97470e+01 3.44123e-04 -1.68559e+00 
2.97570e+01 3.44136e-04 -1.68495e+00 
2.97670e+01 3.44149e-04 -1.68432e+00 
2.97770e+01 3.44163e-04 -1.68368e+00 
2.97870e+01 3.44176e-04 -1.68305e+00 
2.97970e+01 3.44189e-04 -1.68241e+00 
2.98070e+01 3.44203e-04 -1.68178e+00 
2.98170e+01 3.44216e-04 -1.68115e+00 
2.98270e+01 3.44229e-04 -1.68051e+00 
2.98370e+01 3.44243e-04 -1.67988e+00 
2.98470e+01 3.44256e-04 -1.67925e+00 
2.98570e+01 3.44269e-04 -1.67862e+00 
2.98670e+01 3.44282e-04 -1.67799e+00 
2.98770e+01 3.44295e-04 -1.67736e+00 
2.98870e+01 3.44309e-04 -1.67673e+00 
2.98970e+01 3.44322e-04 -1.67610e+00 
